k,ct,n,h,td,b
1,ELECTRICITY,GERMANY,1,1,0.17831960651118578
1,ELECTRICITY,GERMANY,1,2,0.17934908511764147
1,ELECTRICITY,GERMANY,1,3,0.17958957898576441
1,ELECTRICITY,GERMANY,1,4,0.1877325937266978
1,ELECTRICITY,GERMANY,1,5,0.18968528649759347
1,ELECTRICITY,GERMANY,1,6,0.1942506705454309
1,ELECTRICITY,GERMANY,1,7,0.19278399639870414
1,ELECTRICITY,GERMANY,1,8,0.19298086396923508
1,ELECTRICITY,GERMANY,1,9,0.18891012970566357
1,ELECTRICITY,GERMANY,1,10,0.18793355278479254
1,ELECTRICITY,GERMANY,1,11,0.1891170965998931
1,ELECTRICITY,GERMANY,1,12,0.18488627385791703
1,ELECTRICITY,GERMANY,2,1,0.17980771722774563
1,ELECTRICITY,GERMANY,2,2,0.18122417993561446
1,ELECTRICITY,GERMANY,2,3,0.18077285136694718
1,ELECTRICITY,GERMANY,2,4,0.18747682700483934
1,ELECTRICITY,GERMANY,2,5,0.18952687889367842
1,ELECTRICITY,GERMANY,2,6,0.19309318598978117
1,ELECTRICITY,GERMANY,2,7,0.1925951228821551
1,ELECTRICITY,GERMANY,2,8,0.19285154103435143
1,ELECTRICITY,GERMANY,2,9,0.18881703285090454
1,ELECTRICITY,GERMANY,2,10,0.18744373639522643
1,ELECTRICITY,GERMANY,2,11,0.1905985514878707
1,ELECTRICITY,GERMANY,2,12,0.1859156958964835
1,ELECTRICITY,GERMANY,3,1,0.17982823623358607
1,ELECTRICITY,GERMANY,3,2,0.18211105591369245
1,ELECTRICITY,GERMANY,3,3,0.18034956216908551
1,ELECTRICITY,GERMANY,3,4,0.18594807219862142
1,ELECTRICITY,GERMANY,3,5,0.18741748802645758
1,ELECTRICITY,GERMANY,3,6,0.1915274110830993
1,ELECTRICITY,GERMANY,3,7,0.19059985288131492
1,ELECTRICITY,GERMANY,3,8,0.19191491429161256
1,ELECTRICITY,GERMANY,3,9,0.18767219151644834
1,ELECTRICITY,GERMANY,3,10,0.18550991595585137
1,ELECTRICITY,GERMANY,3,11,0.19113137357438933
1,ELECTRICITY,GERMANY,3,12,0.18552647248458742
1,ELECTRICITY,GERMANY,4,1,0.17922998373177293
1,ELECTRICITY,GERMANY,4,2,0.18200232833823285
1,ELECTRICITY,GERMANY,4,3,0.1797438735132984
1,ELECTRICITY,GERMANY,4,4,0.1816218736249866
1,ELECTRICITY,GERMANY,4,5,0.18270891011668958
1,ELECTRICITY,GERMANY,4,6,0.18678776108164705
1,ELECTRICITY,GERMANY,4,7,0.18648329099872588
1,ELECTRICITY,GERMANY,4,8,0.18606014937301116
1,ELECTRICITY,GERMANY,4,9,0.18184988764741508
1,ELECTRICITY,GERMANY,4,10,0.18164348420199186
1,ELECTRICITY,GERMANY,4,11,0.19165007632902561
1,ELECTRICITY,GERMANY,4,12,0.18398435477878636
1,ELECTRICITY,GERMANY,5,1,0.17612996249752297
1,ELECTRICITY,GERMANY,5,2,0.17931732024397123
1,ELECTRICITY,GERMANY,5,3,0.1757832842819332
1,ELECTRICITY,GERMANY,5,4,0.17222692670142023
1,ELECTRICITY,GERMANY,5,5,0.17417287918425026
1,ELECTRICITY,GERMANY,5,6,0.17717134274826657
1,ELECTRICITY,GERMANY,5,7,0.17727742904143537
1,ELECTRICITY,GERMANY,5,8,0.17643896996502606
1,ELECTRICITY,GERMANY,5,9,0.17297519587643798
1,ELECTRICITY,GERMANY,5,10,0.1715697232396625
1,ELECTRICITY,GERMANY,5,11,0.19198486917806157
1,ELECTRICITY,GERMANY,5,12,0.17968189258228948
1,ELECTRICITY,GERMANY,6,1,0.1678383896826385
1,ELECTRICITY,GERMANY,6,2,0.17077187795669327
1,ELECTRICITY,GERMANY,6,3,0.1667894319808673
1,ELECTRICITY,GERMANY,6,4,0.16689427902989099
1,ELECTRICITY,GERMANY,6,5,0.16757024481992233
1,ELECTRICITY,GERMANY,6,6,0.17055797897629943
1,ELECTRICITY,GERMANY,6,7,0.170529995665935
1,ELECTRICITY,GERMANY,6,8,0.1700507966531489
1,ELECTRICITY,GERMANY,6,9,0.16708179331596154
1,ELECTRICITY,GERMANY,6,10,0.1651929951979637
1,ELECTRICITY,GERMANY,6,11,0.1897232258386203
1,ELECTRICITY,GERMANY,6,12,0.1696898822296377
1,ELECTRICITY,GERMANY,7,1,0.16043782213183191
1,ELECTRICITY,GERMANY,7,2,0.16366630017436537
1,ELECTRICITY,GERMANY,7,3,0.16076848377677808
1,ELECTRICITY,GERMANY,7,4,0.1638118757277958
1,ELECTRICITY,GERMANY,7,5,0.1636166907876894
1,ELECTRICITY,GERMANY,7,6,0.1674799051137773
1,ELECTRICITY,GERMANY,7,7,0.16745564920046527
1,ELECTRICITY,GERMANY,7,8,0.16654790286321125
1,ELECTRICITY,GERMANY,7,9,0.1633173443506209
1,ELECTRICITY,GERMANY,7,10,0.16196446269844425
1,ELECTRICITY,GERMANY,7,11,0.18556681937895658
1,ELECTRICITY,GERMANY,7,12,0.16220445048426205
1,ELECTRICITY,GERMANY,8,1,0.15717934385826168
1,ELECTRICITY,GERMANY,8,2,0.1614915493299754
1,ELECTRICITY,GERMANY,8,3,0.15954443189447126
1,ELECTRICITY,GERMANY,8,4,0.16306303174985914
1,ELECTRICITY,GERMANY,8,5,0.16237131390153253
1,ELECTRICITY,GERMANY,8,6,0.16666751372918667
1,ELECTRICITY,GERMANY,8,7,0.16600415579142683
1,ELECTRICITY,GERMANY,8,8,0.16504481626921713
1,ELECTRICITY,GERMANY,8,9,0.16192446666786292
1,ELECTRICITY,GERMANY,8,10,0.16117651989209178
1,ELECTRICITY,GERMANY,8,11,0.17883859279346756
1,ELECTRICITY,GERMANY,8,12,0.15994993645799047
1,ELECTRICITY,GERMANY,9,1,0.15741270525050446
1,ELECTRICITY,GERMANY,9,2,0.16084748939055668
1,ELECTRICITY,GERMANY,9,3,0.15995975675195007
1,ELECTRICITY,GERMANY,9,4,0.16188422215539222
1,ELECTRICITY,GERMANY,9,5,0.16137138666797995
1,ELECTRICITY,GERMANY,9,6,0.1650028666240883
1,ELECTRICITY,GERMANY,9,7,0.16306371212942153
1,ELECTRICITY,GERMANY,9,8,0.1632630353681647
1,ELECTRICITY,GERMANY,9,9,0.16002106263550345
1,ELECTRICITY,GERMANY,9,10,0.16051900835833519
1,ELECTRICITY,GERMANY,9,11,0.1753649126633828
1,ELECTRICITY,GERMANY,9,12,0.15911661558876017
1,ELECTRICITY,GERMANY,10,1,0.15596393553843158
1,ELECTRICITY,GERMANY,10,2,0.15990700320281584
1,ELECTRICITY,GERMANY,10,3,0.15926472056077304
1,ELECTRICITY,GERMANY,10,4,0.16132635511020368
1,ELECTRICITY,GERMANY,10,5,0.15990831180288953
1,ELECTRICITY,GERMANY,10,6,0.1631327321066381
1,ELECTRICITY,GERMANY,10,7,0.16132169351501977
1,ELECTRICITY,GERMANY,10,8,0.1614839421723098
1,ELECTRICITY,GERMANY,10,9,0.1583083477329841
1,ELECTRICITY,GERMANY,10,10,0.15896982044492686
1,ELECTRICITY,GERMANY,10,11,0.17288474840878434
1,ELECTRICITY,GERMANY,10,12,0.1585708081655155
1,ELECTRICITY,GERMANY,11,1,0.15450419880413543
1,ELECTRICITY,GERMANY,11,2,0.15954312924317599
1,ELECTRICITY,GERMANY,11,3,0.15959942317566428
1,ELECTRICITY,GERMANY,11,4,0.16155403520876588
1,ELECTRICITY,GERMANY,11,5,0.16017479572615384
1,ELECTRICITY,GERMANY,11,6,0.16238048920592482
1,ELECTRICITY,GERMANY,11,7,0.16358997996078337
1,ELECTRICITY,GERMANY,11,8,0.1627148794886613
1,ELECTRICITY,GERMANY,11,9,0.15888928894840973
1,ELECTRICITY,GERMANY,11,10,0.15936070784188555
1,ELECTRICITY,GERMANY,11,11,0.17175717740346455
1,ELECTRICITY,GERMANY,11,12,0.15806503678453426
1,ELECTRICITY,GERMANY,12,1,0.1549828560116568
1,ELECTRICITY,GERMANY,12,2,0.15982382021319608
1,ELECTRICITY,GERMANY,12,3,0.16158823598263483
1,ELECTRICITY,GERMANY,12,4,0.16205163655721053
1,ELECTRICITY,GERMANY,12,5,0.16187134813604673
1,ELECTRICITY,GERMANY,12,6,0.163043167169759
1,ELECTRICITY,GERMANY,12,7,0.164318254061662
1,ELECTRICITY,GERMANY,12,8,0.16472564415939597
1,ELECTRICITY,GERMANY,12,9,0.15944783290217043
1,ELECTRICITY,GERMANY,12,10,0.1598308795576641
1,ELECTRICITY,GERMANY,12,11,0.1722545586544412
1,ELECTRICITY,GERMANY,12,12,0.15800943656377642
1,ELECTRICITY,GERMANY,13,1,0.15542813217523238
1,ELECTRICITY,GERMANY,13,2,0.16023652938027594
1,ELECTRICITY,GERMANY,13,3,0.16348377092041963
1,ELECTRICITY,GERMANY,13,4,0.16320889881193273
1,ELECTRICITY,GERMANY,13,5,0.16332021090347623
1,ELECTRICITY,GERMANY,13,6,0.1644396643042749
1,ELECTRICITY,GERMANY,13,7,0.1646666479365824
1,ELECTRICITY,GERMANY,13,8,0.166637665962357
1,ELECTRICITY,GERMANY,13,9,0.1606939165702658
1,ELECTRICITY,GERMANY,13,10,0.16144151538897517
1,ELECTRICITY,GERMANY,13,11,0.17496481936452887
1,ELECTRICITY,GERMANY,13,12,0.15940607901141843
1,ELECTRICITY,GERMANY,14,1,0.1565115938243614
