p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,1.44575085324431
AMMONIA,GERMANY,1,2,0.9102875950692833
AMMONIA,GERMANY,1,3,0.535463283720961
AMMONIA,GERMANY,1,4,1.874121486651278
AMMONIA,GERMANY,1,5,1.927667888424867
AMMONIA,GERMANY,1,6,0.8031949266939231
AMMONIA,GERMANY,1,7,2.034760748923618
AMMONIA,GERMANY,1,8,3.052141156702674
AMMONIA,GERMANY,1,9,1.231565733151966
AMMONIA,GERMANY,1,10,1.392204616120218
AMMONIA,GERMANY,1,11,1.820575225902915
AMMONIA,GERMANY,1,12,2.516677470247002
AMMONIA,GERMANY,2,1,1.445750853208959
AMMONIA,GERMANY,2,2,0.9102875950294843
AMMONIA,GERMANY,2,3,0.5354632837071313
AMMONIA,GERMANY,2,4,1.87412148672531
AMMONIA,GERMANY,2,5,1.927667888533249
AMMONIA,GERMANY,2,6,0.803194926705495
AMMONIA,GERMANY,2,7,2.034760748884599
AMMONIA,GERMANY,2,8,3.052141156756514
AMMONIA,GERMANY,2,9,1.231565733192252
AMMONIA,GERMANY,2,10,1.392204616064135
AMMONIA,GERMANY,2,11,1.820575225822764
AMMONIA,GERMANY,2,12,2.516677470169499
AMMONIA,GERMANY,3,1,1.44575085317262
AMMONIA,GERMANY,3,2,0.9102875949792384
AMMONIA,GERMANY,3,3,0.5354632836957984
AMMONIA,GERMANY,3,4,1.874121486792644
AMMONIA,GERMANY,3,5,1.927667888647936
AMMONIA,GERMANY,3,6,0.803194926713991
AMMONIA,GERMANY,3,7,2.034760748852293
AMMONIA,GERMANY,3,8,3.05214115681416
AMMONIA,GERMANY,3,9,1.231565733227467
AMMONIA,GERMANY,3,10,1.392204616009473
AMMONIA,GERMANY,3,11,1.82057522574866
AMMONIA,GERMANY,3,12,2.516677470090109
AMMONIA,GERMANY,4,1,1.445750853139352
AMMONIA,GERMANY,4,2,0.9102875949247481
AMMONIA,GERMANY,4,3,0.5354632836860631
AMMONIA,GERMANY,4,4,1.874121486859619
AMMONIA,GERMANY,4,5,1.927667888767863
AMMONIA,GERMANY,4,6,0.8031949267295949
AMMONIA,GERMANY,4,7,2.034760748822198
AMMONIA,GERMANY,4,8,3.05214115687996
AMMONIA,GERMANY,4,9,1.231565733265831
AMMONIA,GERMANY,4,10,1.392204615945426
AMMONIA,GERMANY,4,11,1.820575225673751
AMMONIA,GERMANY,4,12,2.516677470010609
AMMONIA,GERMANY,5,1,1.445750853099838
AMMONIA,GERMANY,5,2,0.9102875948389951
AMMONIA,GERMANY,5,3,0.5354632836759501
AMMONIA,GERMANY,5,4,1.874121486926404
AMMONIA,GERMANY,5,5,1.927667888891298
AMMONIA,GERMANY,5,6,0.8031949267382462
AMMONIA,GERMANY,5,7,2.034760748792984
AMMONIA,GERMANY,5,8,3.05214115694287
AMMONIA,GERMANY,5,9,1.231565733310601
AMMONIA,GERMANY,5,10,1.392204615871513
AMMONIA,GERMANY,5,11,1.820575225598594
AMMONIA,GERMANY,5,12,2.516677469928195
AMMONIA,GERMANY,6,1,1.445750853053752
AMMONIA,GERMANY,6,2,0.9102875947240899
AMMONIA,GERMANY,6,3,0.535463283658233
AMMONIA,GERMANY,6,4,1.874121486993688
AMMONIA,GERMANY,6,5,1.927667889017523
AMMONIA,GERMANY,6,6,0.8031949267548272
AMMONIA,GERMANY,6,7,2.034760748764149
AMMONIA,GERMANY,6,8,3.05214115698406
AMMONIA,GERMANY,6,9,1.231565733349543
AMMONIA,GERMANY,6,10,1.392204615805478
AMMONIA,GERMANY,6,11,1.820575225518096
AMMONIA,GERMANY,6,12,2.516677469843626
AMMONIA,GERMANY,7,1,1.445750853007658
AMMONIA,GERMANY,7,2,0.9102875946202386
AMMONIA,GERMANY,7,3,0.5354632836572948
AMMONIA,GERMANY,7,4,1.874121487054262
AMMONIA,GERMANY,7,5,1.927667889131829
AMMONIA,GERMANY,7,6,0.8031949267714042
AMMONIA,GERMANY,7,7,2.034760748731359
AMMONIA,GERMANY,7,8,3.052141157060607
AMMONIA,GERMANY,7,9,1.231565733353625
AMMONIA,GERMANY,7,10,1.39220461574018
AMMONIA,GERMANY,7,11,1.820575225433845
AMMONIA,GERMANY,7,12,2.516677469760428
AMMONIA,GERMANY,8,1,1.445750852964381
AMMONIA,GERMANY,8,2,0.9102875945580763
AMMONIA,GERMANY,8,3,0.5354632836725477
AMMONIA,GERMANY,8,4,1.874121487117081
AMMONIA,GERMANY,8,5,1.92766788926953
AMMONIA,GERMANY,8,6,0.8031949266788293
AMMONIA,GERMANY,8,7,2.034760748697871
AMMONIA,GERMANY,8,8,3.052141157074062
AMMONIA,GERMANY,8,9,1.231565733368093
AMMONIA,GERMANY,8,10,1.3922046156878
AMMONIA,GERMANY,8,11,1.820575225340394
AMMONIA,GERMANY,8,12,2.516677469681063
AMMONIA,GERMANY,9,1,1.44575085292344
AMMONIA,GERMANY,9,2,0.9102875945661556
AMMONIA,GERMANY,9,3,0.5354632836661037
AMMONIA,GERMANY,9,4,1.874121487181351
AMMONIA,GERMANY,9,5,1.927667889395426
AMMONIA,GERMANY,9,6,0.8031949265319969
AMMONIA,GERMANY,9,7,2.0347607486691
AMMONIA,GERMANY,9,8,3.052141157095884
AMMONIA,GERMANY,9,9,1.231565733357697
AMMONIA,GERMANY,9,10,1.392204615646189
AMMONIA,GERMANY,9,11,1.820575225275515
AMMONIA,GERMANY,9,12,2.516677469607388
AMMONIA,GERMANY,10,1,1.445750852883691
AMMONIA,GERMANY,10,2,0.9102875946345602
AMMONIA,GERMANY,10,3,0.5354632836673335
AMMONIA,GERMANY,10,4,1.874121487239393
AMMONIA,GERMANY,10,5,1.927667889534632
AMMONIA,GERMANY,10,6,0.8031949265793875
AMMONIA,GERMANY,10,7,2.034760748645101
AMMONIA,GERMANY,10,8,3.052141157149381
AMMONIA,GERMANY,10,9,1.231565733375334
AMMONIA,GERMANY,10,10,1.392204615615829
AMMONIA,GERMANY,10,11,1.820575225229032
AMMONIA,GERMANY,10,12,2.516677469534933
AMMONIA,GERMANY,11,1,1.445750852835067
AMMONIA,GERMANY,11,2,0.910287594760859
AMMONIA,GERMANY,11,3,0.5354632837212387
AMMONIA,GERMANY,11,4,1.874121487320342
AMMONIA,GERMANY,11,5,1.927667889671812
AMMONIA,GERMANY,11,6,0.8031949266150763
AMMONIA,GERMANY,11,7,2.034760748616557
AMMONIA,GERMANY,11,8,3.052141157209794
AMMONIA,GERMANY,11,9,1.231565733424485
AMMONIA,GERMANY,11,10,1.392204615528575
AMMONIA,GERMANY,11,11,1.820575225194112
AMMONIA,GERMANY,11,12,2.516677469456553
AMMONIA,GERMANY,12,1,1.44575085281195
AMMONIA,GERMANY,12,2,0.9102875947928768
AMMONIA,GERMANY,12,3,0.5354632837391665
AMMONIA,GERMANY,12,4,1.874121487346759
AMMONIA,GERMANY,12,5,1.927667889807741
AMMONIA,GERMANY,12,6,0.8031949266557585
AMMONIA,GERMANY,12,7,2.03476074854187
