st,n,h,td,val
AMMONIA,GERMANY,1,1,4.615152883125538e-10
AMMONIA,GERMANY,1,2,7.329949105384902e-10
AMMONIA,GERMANY,1,3,1.246091200573269e-09
AMMONIA,GERMANY,1,4,3.560261013605368e-10
AMMONIA,GERMANY,1,5,3.461365151700829e-10
AMMONIA,GERMANY,1,6,8.307275852176357e-10
AMMONIA,GERMANY,1,7,3.279188602133573e-10
AMMONIA,GERMANY,1,8,2.186125751715477e-10
AMMONIA,GERMANY,1,9,5.417789953392788e-10
AMMONIA,GERMANY,1,10,4.79265941676434e-10
AMMONIA,GERMANY,1,11,3.664974813409986e-10
AMMONIA,GERMANY,1,12,2.651258236705208e-10
AMMONIA,GERMANY,2,1,4.615152882822459e-10
AMMONIA,GERMANY,2,2,7.329949104625748e-10
AMMONIA,GERMANY,2,3,1.246091200568398e-09
AMMONIA,GERMANY,2,4,3.560261014077854e-10
AMMONIA,GERMANY,2,5,3.461365152144992e-10
AMMONIA,GERMANY,2,6,8.307275853154151e-10
AMMONIA,GERMANY,2,7,3.279188602099956e-10
AMMONIA,GERMANY,2,8,2.186125751809444e-10
AMMONIA,GERMANY,2,9,5.417789953629957e-10
AMMONIA,GERMANY,2,10,4.792659416591757e-10
AMMONIA,GERMANY,2,11,3.664974812983293e-10
AMMONIA,GERMANY,2,12,2.651258236403452e-10
AMMONIA,GERMANY,3,1,4.615152882521233e-10
AMMONIA,GERMANY,3,2,7.329949103865007e-10
AMMONIA,GERMANY,3,3,1.246091200563739e-09
AMMONIA,GERMANY,3,4,3.560261014522281e-10
AMMONIA,GERMANY,3,5,3.461365152589684e-10
AMMONIA,GERMANY,3,6,8.307275854129298e-10
AMMONIA,GERMANY,3,7,3.279188602065546e-10
AMMONIA,GERMANY,3,8,2.186125751881442e-10
AMMONIA,GERMANY,3,9,5.417789953865538e-10
AMMONIA,GERMANY,3,10,4.792659416421027e-10
AMMONIA,GERMANY,3,11,3.664974812555542e-10
AMMONIA,GERMANY,3,12,2.651258236101962e-10
AMMONIA,GERMANY,4,1,4.61515288222186e-10
AMMONIA,GERMANY,4,2,7.329949103101618e-10
AMMONIA,GERMANY,4,3,1.246091200559081e-09
AMMONIA,GERMANY,4,4,3.560261014965915e-10
AMMONIA,GERMANY,4,5,3.461365153035171e-10
AMMONIA,GERMANY,4,6,8.307275855103915e-10
AMMONIA,GERMANY,4,7,3.279188602030076e-10
AMMONIA,GERMANY,4,8,2.186125751981366e-10
AMMONIA,GERMANY,4,9,5.417789954099002e-10
AMMONIA,GERMANY,4,10,4.792659416252414e-10
AMMONIA,GERMANY,4,11,3.664974812127261e-10
AMMONIA,GERMANY,4,12,2.651258235801e-10
AMMONIA,GERMANY,5,1,4.615152881923545e-10
AMMONIA,GERMANY,5,2,7.329949102336642e-10
AMMONIA,GERMANY,5,3,1.246091200554634e-09
AMMONIA,GERMANY,5,4,3.560261015408489e-10
AMMONIA,GERMANY,5,5,3.461365153510833e-10
AMMONIA,GERMANY,5,6,8.307275856077474e-10
AMMONIA,GERMANY,5,7,3.279188601994342e-10
AMMONIA,GERMANY,5,8,2.186125752081024e-10
AMMONIA,GERMANY,5,9,5.417789954331936e-10
AMMONIA,GERMANY,5,10,4.79265941608486e-10
AMMONIA,GERMANY,5,11,3.664974811697391e-10
