st,n,h,td,val
AMMONIA,GERMANY,1,1,1.279034945214189e-09
AMMONIA,GERMANY,1,2,2.031408528414037e-09
AMMONIA,GERMANY,1,3,3.453394201197507e-09
AMMONIA,GERMANY,1,4,9.86684127749482e-10
AMMONIA,GERMANY,1,5,9.592762907956727e-10
AMMONIA,GERMANY,1,6,2.302262993758126e-09
AMMONIA,GERMANY,1,7,9.087881876096421e-10
AMMONIA,GERMANY,1,8,6.058587935824287e-10
AMMONIA,GERMANY,1,9,1.501476149742337e-09
AMMONIA,GERMANY,1,10,1.328228724231967e-09
AMMONIA,GERMANY,1,11,1.015704315247265e-09
AMMONIA,GERMANY,1,12,7.347647963339264e-10
AMMONIA,GERMANY,2,1,1.279034945147724e-09
AMMONIA,GERMANY,2,2,2.031408528263689e-09
AMMONIA,GERMANY,2,3,3.453394201156955e-09
AMMONIA,GERMANY,2,4,9.866841278322795e-10
AMMONIA,GERMANY,2,5,9.59276290885167e-10
AMMONIA,GERMANY,2,6,2.302262993946485e-09
AMMONIA,GERMANY,2,7,9.087881876072863e-10
AMMONIA,GERMANY,2,8,6.058587936041603e-10
AMMONIA,GERMANY,2,9,1.501476149798108e-09
AMMONIA,GERMANY,2,10,1.328228724191045e-09
AMMONIA,GERMANY,2,11,1.015704315161742e-09
AMMONIA,GERMANY,2,12,7.347647962736679e-10
AMMONIA,GERMANY,3,1,1.279034945081576e-09
AMMONIA,GERMANY,3,2,2.031408528112917e-09
AMMONIA,GERMANY,3,3,3.453394201116298e-09
AMMONIA,GERMANY,3,4,9.866841279148652e-10
AMMONIA,GERMANY,3,5,9.592762909769642e-10
AMMONIA,GERMANY,3,6,2.302262994134314e-09
AMMONIA,GERMANY,3,7,9.087881876047982e-10
AMMONIA,GERMANY,3,8,6.058587936257994e-10
AMMONIA,GERMANY,3,9,1.501476149853642e-09
AMMONIA,GERMANY,3,10,1.328228724150414e-09
AMMONIA,GERMANY,3,11,1.015704315076112e-09
AMMONIA,GERMANY,3,12,7.347647962135021e-10
AMMONIA,GERMANY,4,1,1.279034945015745e-09
AMMONIA,GERMANY,4,2,2.031408527961881e-09
AMMONIA,GERMANY,4,3,3.453394201075852e-09
AMMONIA,GERMANY,4,4,9.86684127997292e-10
AMMONIA,GERMANY,4,5,9.592762910663792e-10
AMMONIA,GERMANY,4,6,2.302262994321932e-09
AMMONIA,GERMANY,4,7,9.087881876020982e-10
AMMONIA,GERMANY,4,8,6.058587936347197e-10
AMMONIA,GERMANY,4,9,1.501476149908779e-09
AMMONIA,GERMANY,4,10,1.328228724110206e-09
AMMONIA,GERMANY,4,11,1.015704314990191e-09
AMMONIA,GERMANY,4,12,7.347647961534554e-10
AMMONIA,GERMANY,5,1,1.279034944950233e-09
AMMONIA,GERMANY,5,2,2.031408527810315e-09
AMMONIA,GERMANY,5,3,3.453394201035089e-09
AMMONIA,GERMANY,5,4,9.866841280795072e-10
AMMONIA,GERMANY,5,5,9.592762911560058e-10
AMMONIA,GERMANY,5,6,2.302262994509073e-09
AMMONIA,GERMANY,5,7,9.08788187599266e-10
AMMONIA,GERMANY,5,8,6.05858793668879e-10
AMMONIA,GERMANY,5,9,1.50147614996365e-09
AMMONIA,GERMANY,5,10,1.32822872407029e-09
AMMONIA,GERMANY,5,11,1.015704314904164e-09
AMMONIA,GERMANY,5,12,7.347647960935013e-10
AMMONIA,GERMANY,6,1,1.279034944885064e-09
AMMONIA,GERMANY,6,2,2.031408527658272e-09
AMMONIA,GERMANY,6,3,3.453394200994431e-09
AMMONIA,GERMANY,6,4,9.866841281615106e-10
AMMONIA,GERMANY,6,5,9.592762912457384e-10
AMMONIA,GERMANY,6,6,2.302262994695738e-09
AMMONIA,GERMANY,6,7,9.087881875962484e-10
AMMONIA,GERMANY,6,8,6.05858793690293e-10
AMMONIA,GERMANY,6,9,1.501476150018125e-09
AMMONIA,GERMANY,6,10,1.328228724030744e-09
AMMONIA,GERMANY,6,11,1.015704314817873e-09
AMMONIA,GERMANY,6,12,7.347647960336532e-10
AMMONIA,GERMANY,7,1,1.279034944820187e-09
AMMONIA,GERMANY,7,2,2.031408527506018e-09
AMMONIA,GERMANY,7,3,3.453394200953773e-09
AMMONIA,GERMANY,7,4,9.866841282433551e-10
AMMONIA,GERMANY,7,5,9.592762913355503e-10
AMMONIA,GERMANY,7,6,2.302262994882033e-09
AMMONIA,GERMANY,7,7,9.087881875930456e-10
AMMONIA,GERMANY,7,8,6.058587937016088e-10
AMMONIA,GERMANY,7,9,1.501476150072415e-09
AMMONIA,GERMANY,7,10,1.328228723991568e-09
AMMONIA,GERMANY,7,11,1.015704314731396e-09
AMMONIA,GERMANY,7,12,7.347647959739241e-10
AMMONIA,GERMANY,8,1,1.279034944755653e-09
AMMONIA,GERMANY,8,2,2.031408527353288e-09
AMMONIA,GERMANY,8,3,3.45339420091301e-09
AMMONIA,GERMANY,8,4,9.86684128324988e-10
