k,ct,n,h,td,b
1,ELECTRICITY,GERMANY,15,8,0.16709314434615619
1,ELECTRICITY,GERMANY,15,9,0.16010099877920037
1,ELECTRICITY,GERMANY,15,10,0.16288760232451047
1,ELECTRICITY,GERMANY,15,11,0.17514136913494752
1,ELECTRICITY,GERMANY,15,12,0.15855326353693988
1,ELECTRICITY,GERMANY,16,1,0.15509926336854898
1,ELECTRICITY,GERMANY,16,2,0.1606281527149685
1,ELECTRICITY,GERMANY,16,3,0.16360027445959058
1,ELECTRICITY,GERMANY,16,4,0.1640985089753646
1,ELECTRICITY,GERMANY,16,5,0.16390946937700335
1,ELECTRICITY,GERMANY,16,6,0.16544289656267955
1,ELECTRICITY,GERMANY,16,7,0.165280782187685
1,ELECTRICITY,GERMANY,16,8,0.16747924993389648
1,ELECTRICITY,GERMANY,16,9,0.16051087094249802
1,ELECTRICITY,GERMANY,16,10,0.16240666916312338
1,ELECTRICITY,GERMANY,16,11,0.1745131000969484
1,ELECTRICITY,GERMANY,16,12,0.15856004427704726
1,ELECTRICITY,GERMANY,17,1,0.1529718798891277
1,ELECTRICITY,GERMANY,17,2,0.157428829235612
1,ELECTRICITY,GERMANY,17,3,0.16084229553317134
1,ELECTRICITY,GERMANY,17,4,0.1641767634469413
1,ELECTRICITY,GERMANY,17,5,0.16531408683934046
1,ELECTRICITY,GERMANY,17,6,0.16566139489056816
1,ELECTRICITY,GERMANY,17,7,0.1662320288507557
1,ELECTRICITY,GERMANY,17,8,0.16721125431539482
1,ELECTRICITY,GERMANY,17,9,0.16144124018129521
1,ELECTRICITY,GERMANY,17,10,0.16224621487008972
1,ELECTRICITY,GERMANY,17,11,0.16957351576197535
1,ELECTRICITY,GERMANY,17,12,0.1564893668232722
1,ELECTRICITY,GERMANY,18,1,0.15379017234613349
1,ELECTRICITY,GERMANY,18,2,0.1567355385060489
1,ELECTRICITY,GERMANY,18,3,0.15688986929033438
1,ELECTRICITY,GERMANY,18,4,0.16374408635604654
1,ELECTRICITY,GERMANY,18,5,0.16606106996624817
1,ELECTRICITY,GERMANY,18,6,0.16601602635395832
1,ELECTRICITY,GERMANY,18,7,0.16705506593301198
1,ELECTRICITY,GERMANY,18,8,0.1680594216409467
1,ELECTRICITY,GERMANY,18,9,0.16270353766369283
1,ELECTRICITY,GERMANY,18,10,0.16081063400729217
1,ELECTRICITY,GERMANY,18,11,0.17001824874392468
1,ELECTRICITY,GERMANY,18,12,0.15603102531438076
1,ELECTRICITY,GERMANY,19,1,0.15560825959918848
1,ELECTRICITY,GERMANY,19,2,0.1577699682543967
1,ELECTRICITY,GERMANY,19,3,0.1577555094724657
1,ELECTRICITY,GERMANY,19,4,0.16408119128652737
1,ELECTRICITY,GERMANY,19,5,0.16780300316110533
1,ELECTRICITY,GERMANY,19,6,0.16788614730574095
1,ELECTRICITY,GERMANY,19,7,0.1693628807908483
1,ELECTRICITY,GERMANY,19,8,0.1707952858479708
1,ELECTRICITY,GERMANY,19,9,0.16382534402722612
1,ELECTRICITY,GERMANY,19,10,0.163936229310271
1,ELECTRICITY,GERMANY,19,11,0.17243021746377976
1,ELECTRICITY,GERMANY,19,12,0.1583549230067759
1,ELECTRICITY,GERMANY,20,1,0.15945758414917346
1,ELECTRICITY,GERMANY,20,2,0.16102849182591453
1,ELECTRICITY,GERMANY,20,3,0.16146030374869838
1,ELECTRICITY,GERMANY,20,4,0.16714065810559325
1,ELECTRICITY,GERMANY,20,5,0.16855678362236
1,ELECTRICITY,GERMANY,20,6,0.16998197281175706
1,ELECTRICITY,GERMANY,20,7,0.17088066517369901
1,ELECTRICITY,GERMANY,20,8,0.17277356943697808
1,ELECTRICITY,GERMANY,20,9,0.1666530465897038
1,ELECTRICITY,GERMANY,20,10,0.16863684136412777
1,ELECTRICITY,GERMANY,20,11,0.17772376791750047
1,ELECTRICITY,GERMANY,20,12,0.16171912065087388
1,ELECTRICITY,GERMANY,21,1,0.1632236736969092
1,ELECTRICITY,GERMANY,21,2,0.16448870469027801
1,ELECTRICITY,GERMANY,21,3,0.16519212971440564
1,ELECTRICITY,GERMANY,21,4,0.1709975187272263
1,ELECTRICITY,GERMANY,21,5,0.17224935689458867
1,ELECTRICITY,GERMANY,21,6,0.17342148275533997
1,ELECTRICITY,GERMANY,21,7,0.17609382863530365
1,ELECTRICITY,GERMANY,21,8,0.17757578809408872
1,ELECTRICITY,GERMANY,21,9,0.17212294934367814
1,ELECTRICITY,GERMANY,21,10,0.17195147361160074
1,ELECTRICITY,GERMANY,21,11,0.18043545600680633
1,ELECTRICITY,GERMANY,21,12,0.16617844106659174
1,ELECTRICITY,GERMANY,22,1,0.16592572679421078
1,ELECTRICITY,GERMANY,22,2,0.16603518477679757
1,ELECTRICITY,GERMANY,22,3,0.16769805823048026
1,ELECTRICITY,GERMANY,22,4,0.1761775049888511
1,ELECTRICITY,GERMANY,22,5,0.17722059734245
1,ELECTRICITY,GERMANY,22,6,0.17845168893847463
1,ELECTRICITY,GERMANY,22,7,0.18241634774812285
1,ELECTRICITY,GERMANY,22,8,0.183206450636398
1,ELECTRICITY,GERMANY,22,9,0.1776243781704969
1,ELECTRICITY,GERMANY,22,10,0.17706532257158075
1,ELECTRICITY,GERMANY,22,11,0.18117780383294024
1,ELECTRICITY,GERMANY,22,12,0.16941898900935037
1,ELECTRICITY,GERMANY,23,1,0.17043126423745802
1,ELECTRICITY,GERMANY,23,2,0.16970860329612011
1,ELECTRICITY,GERMANY,23,3,0.17279602292738114
1,ELECTRICITY,GERMANY,23,4,0.18015725263623084
