st,n,h,td,val
AMMONIA,GERMANY,1,1,9.44810175686842e-09
AMMONIA,GERMANY,1,2,1.500580927404216e-08
AMMONIA,GERMANY,1,3,2.550987373867354e-08
AMMONIA,GERMANY,1,4,7.288536219049226e-09
AMMONIA,GERMANY,1,5,7.086077327798613e-09
AMMONIA,GERMANY,1,6,1.700658478321747e-08
AMMONIA,GERMANY,1,7,6.713126691667169e-09
AMMONIA,GERMANY,1,8,4.47541784589598e-09
AMMONIA,GERMANY,1,9,1.109125300897325e-08
AMMONIA,GERMANY,1,10,9.811491433780665e-09
AMMONIA,GERMANY,1,11,7.502905064708206e-09
AMMONIA,GERMANY,1,12,5.427633218785506e-09
AMMONIA,GERMANY,2,1,9.448101756478113e-09
AMMONIA,GERMANY,2,2,1.500580927289771e-08
AMMONIA,GERMANY,2,3,2.550987373909915e-08
AMMONIA,GERMANY,2,4,7.288536219828907e-09
AMMONIA,GERMANY,2,5,7.08607732851076e-09
AMMONIA,GERMANY,2,6,1.700658478487981e-08
AMMONIA,GERMANY,2,7,6.713126691547413e-09
AMMONIA,GERMANY,2,8,4.475417846012116e-09
AMMONIA,GERMANY,2,9,1.109125300926411e-08
AMMONIA,GERMANY,2,10,9.811491433522257e-09
AMMONIA,GERMANY,2,11,7.502905064006045e-09
AMMONIA,GERMANY,2,12,5.427633218310791e-09
AMMONIA,GERMANY,3,1,9.448101756090708e-09
AMMONIA,GERMANY,3,2,1.500580927175004e-08
AMMONIA,GERMANY,3,3,2.550987373952661e-08
AMMONIA,GERMANY,3,4,7.288536220606893e-09
AMMONIA,GERMANY,3,5,7.086077329224147e-09
AMMONIA,GERMANY,3,6,1.700658478653876e-08
AMMONIA,GERMANY,3,7,6.713126691426148e-09
AMMONIA,GERMANY,3,8,4.47541784612747e-09
AMMONIA,GERMANY,3,9,1.109125300955211e-08
AMMONIA,GERMANY,3,10,9.81149143326703e-09
AMMONIA,GERMANY,3,11,7.502905063302124e-09
AMMONIA,GERMANY,3,12,5.427633217837029e-09
AMMONIA,GERMANY,4,1,9.448101755706191e-09
AMMONIA,GERMANY,4,2,1.500580927059908e-08
AMMONIA,GERMANY,4,3,2.550987373995565e-08
