p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,1.59873709510742
AMMONIA,GERMANY,1,2,1.006612261325525
AMMONIA,GERMANY,1,3,0.5921248409096515
AMMONIA,GERMANY,1,4,2.072437011093932
AMMONIA,GERMANY,1,5,2.131649550405394
AMMONIA,GERMANY,1,6,0.8881872953910188
AMMONIA,GERMANY,1,7,2.2500746449112
AMMONIA,GERMANY,1,8,3.37511197845911
AMMONIA,GERMANY,1,9,1.361887293188785
AMMONIA,GERMANY,1,10,1.539524674462419
AMMONIA,GERMANY,1,11,2.013224563556758
AMMONIA,GERMANY,1,12,2.782986854609021
AMMONIA,GERMANY,2,1,1.59873709507801
AMMONIA,GERMANY,2,2,1.006612261295769
AMMONIA,GERMANY,2,3,0.592124840908368
AMMONIA,GERMANY,2,4,2.072437011169734
AMMONIA,GERMANY,2,5,2.131649550490593
AMMONIA,GERMANY,2,6,0.888187295423112
AMMONIA,GERMANY,2,7,2.250074644901501
AMMONIA,GERMANY,2,8,3.37511197850271
AMMONIA,GERMANY,2,9,1.36188729320631
AMMONIA,GERMANY,2,10,1.539524674440904
AMMONIA,GERMANY,2,11,2.013224563485724
AMMONIA,GERMANY,2,12,2.782986854517865
AMMONIA,GERMANY,3,1,1.598737095048763
AMMONIA,GERMANY,3,2,1.006612261266128
AMMONIA,GERMANY,3,3,0.5921248409071109
AMMONIA,GERMANY,3,4,2.072437011245489
AMMONIA,GERMANY,3,5,2.131649550577743
AMMONIA,GERMANY,3,6,0.8881872954545877
AMMONIA,GERMANY,3,7,2.250074644891332
AMMONIA,GERMANY,3,8,3.375111978546137
AMMONIA,GERMANY,3,9,1.361887293223866
AMMONIA,GERMANY,3,10,1.539524674419555
AMMONIA,GERMANY,3,11,2.013224563414825
AMMONIA,GERMANY,3,12,2.782986854426844
AMMONIA,GERMANY,4,1,1.598737095019679
AMMONIA,GERMANY,4,2,1.006612261236705
AMMONIA,GERMANY,4,3,0.5921248409061317
AMMONIA,GERMANY,4,4,2.07243701132111
AMMONIA,GERMANY,4,5,2.131649550662961
AMMONIA,GERMANY,4,6,0.8881872954860908
AMMONIA,GERMANY,4,7,2.250074644880763
AMMONIA,GERMANY,4,8,3.375111978559493
AMMONIA,GERMANY,4,9,1.361887293241261
AMMONIA,GERMANY,4,10,1.539524674398361
AMMONIA,GERMANY,4,11,2.01322456334368
AMMONIA,GERMANY,4,12,2.782986854335982
AMMONIA,GERMANY,5,1,1.598737094990757
AMMONIA,GERMANY,5,2,1.00661226120714
AMMONIA,GERMANY,5,3,0.5921248409051596
AMMONIA,GERMANY,5,4,2.072437011396631
AMMONIA,GERMANY,5,5,2.131649550748297
AMMONIA,GERMANY,5,6,0.8881872955178325
AMMONIA,GERMANY,5,7,2.250074644870138
AMMONIA,GERMANY,5,8,3.375111978630774
AMMONIA,GERMANY,5,9,1.36188729325869
AMMONIA,GERMANY,5,10,1.539524674377332
AMMONIA,GERMANY,5,11,2.013224563272439
AMMONIA,GERMANY,5,12,2.782986854245271
AMMONIA,GERMANY,6,1,1.598737094961995
AMMONIA,GERMANY,6,2,1.006612261177402
AMMONIA,GERMANY,6,3,0.5921248409043581
AMMONIA,GERMANY,6,4,2.072437011472459
AMMONIA,GERMANY,6,5,2.131649550833751
AMMONIA,GERMANY,6,6,0.8881872955498956
AMMONIA,GERMANY,6,7,2.250074644859342
AMMONIA,GERMANY,6,8,3.3751119786725
AMMONIA,GERMANY,6,9,1.361887293276579
AMMONIA,GERMANY,6,10,1.539524674356469
