st,n,h,td,val
AMMONIA,GERMANY,1,1,9.406475023633113e-11
AMMONIA,GERMANY,1,2,1.493969629108503e-10
AMMONIA,GERMANY,1,3,2.539748138301045e-10
AMMONIA,GERMANY,1,4,7.256423723511352e-11
AMMONIA,GERMANY,1,5,7.054856816020139e-11
AMMONIA,GERMANY,1,6,1.693165556590078e-10
AMMONIA,GERMANY,1,7,6.683549522048627e-11
AMMONIA,GERMANY,1,8,4.455699688286579e-11
AMMONIA,GERMANY,1,9,1.104238624945194e-10
AMMONIA,GERMANY,1,10,9.768263458176784e-11
AMMONIA,GERMANY,1,11,7.469848526765573e-11
AMMONIA,GERMANY,1,12,5.40372000641101e-11
AMMONIA,GERMANY,2,1,9.40647502310471e-11
AMMONIA,GERMANY,2,2,1.493969628994716e-10
AMMONIA,GERMANY,2,3,2.539748138249363e-10
AMMONIA,GERMANY,2,4,7.256423724114035e-11
AMMONIA,GERMANY,2,5,7.054856816697435e-11
AMMONIA,GERMANY,2,6,1.693165556729706e-10
AMMONIA,GERMANY,2,7,6.683549522050116e-11
AMMONIA,GERMANY,2,8,4.455699688461362e-11
AMMONIA,GERMANY,2,9,1.104238624990391e-10
AMMONIA,GERMANY,2,10,9.768263457856499e-11
AMMONIA,GERMANY,2,11,7.469848526125335e-11
AMMONIA,GERMANY,2,12,5.403720005956061e-11
AMMONIA,GERMANY,3,1,9.406475022578293e-11
AMMONIA,GERMANY,3,2,1.493969628880399e-10
AMMONIA,GERMANY,3,3,2.539748138197946e-10
AMMONIA,GERMANY,3,4,7.256423724713907e-11
AMMONIA,GERMANY,3,5,7.05485681738813e-11
AMMONIA,GERMANY,3,6,1.693165556868606e-10
AMMONIA,GERMANY,3,7,6.683549522049785e-11
AMMONIA,GERMANY,3,8,4.455699688635153e-11
AMMONIA,GERMANY,3,9,1.104238625035291e-10
AMMONIA,GERMANY,3,10,9.768263457535553e-11
AMMONIA,GERMANY,3,11,7.469848525482781e-11
AMMONIA,GERMANY,3,12,5.40372000550409e-11
AMMONIA,GERMANY,4,1,9.406475022053364e-11
AMMONIA,GERMANY,4,2,1.493969628765388e-10
AMMONIA,GERMANY,4,3,2.53974813814633e-10
AMMONIA,GERMANY,4,4,7.256423725308815e-11
AMMONIA,GERMANY,4,5,7.054856818060628e-11
AMMONIA,GERMANY,4,6,1.693165557006712e-10
AMMONIA,GERMANY,4,7,6.683549522046808e-11
AMMONIA,GERMANY,4,8,4.455699688720104e-11
AMMONIA,GERMANY,4,9,1.104238625079595e-10
AMMONIA,GERMANY,4,10,9.768263457220894e-11
AMMONIA,GERMANY,4,11,7.469848524836422e-11
AMMONIA,GERMANY,4,12,5.403720005050795e-11
AMMONIA,GERMANY,5,1,9.406475021531413e-11
AMMONIA,GERMANY,5,2,1.493969628649914e-10
AMMONIA,GERMANY,5,3,2.53974813809425e-10
AMMONIA,GERMANY,5,4,7.256423725903889e-11
AMMONIA,GERMANY,5,5,7.05485681873478e-11
AMMONIA,GERMANY,5,6,1.69316555714333e-10
AMMONIA,GERMANY,5,7,6.683549522041348e-11
AMMONIA,GERMANY,5,8,4.455699688979425e-11
AMMONIA,GERMANY,5,9,1.104238625123237e-10
AMMONIA,GERMANY,5,10,9.768263456907227e-11
AMMONIA,GERMANY,5,11,7.469848524188243e-11
