k,ct,n,h,td,b
1,ELECTRICITY,GERMANY,1,1,0.1780761529979442
1,ELECTRICITY,GERMANY,1,2,0.1791042260933153
1,ELECTRICITY,GERMANY,1,3,0.17934439162358323
1,ELECTRICITY,GERMANY,1,4,0.18747628899169458
1,ELECTRICITY,GERMANY,1,5,0.18942631581954197
1,ELECTRICITY,GERMANY,1,6,0.1939854669084385
1,ELECTRICITY,GERMANY,1,7,0.19252079516055493
1,ELECTRICITY,GERMANY,1,8,0.192717393954687
1,ELECTRICITY,GERMANY,1,9,0.18865221732203072
1,ELECTRICITY,GERMANY,1,10,0.18767697368742578
1,ELECTRICITY,GERMANY,1,11,0.18885890165160843
1,ELECTRICITY,GERMANY,1,12,0.18463385510374017
1,ELECTRICITY,GERMANY,2,1,0.17956223204906283
1,ELECTRICITY,GERMANY,2,2,0.18097676091000725
1,ELECTRICITY,GERMANY,2,3,0.1805260485244273
1,ELECTRICITY,GERMANY,2,4,0.18722087145918342
1,ELECTRICITY,GERMANY,2,5,0.18926812448398042
1,ELECTRICITY,GERMANY,2,6,0.19282956262591244
1,ELECTRICITY,GERMANY,2,7,0.19233217950640288
1,ELECTRICITY,GERMANY,2,8,0.1925882475798769
1,ELECTRICITY,GERMANY,2,9,0.18855924756914683
1,ELECTRICITY,GERMANY,2,10,0.18718782602702083
1,ELECTRICITY,GERMANY,2,11,0.19033833396111446
1,ELECTRICITY,GERMANY,2,12,0.18566187170845222
1,ELECTRICITY,GERMANY,3,1,0.17958272304102324
1,ELECTRICITY,GERMANY,3,2,0.18186242606737463
1,ELECTRICITY,GERMANY,3,3,0.18010333722848204
1,ELECTRICITY,GERMANY,3,4,0.1856942038083588
1,ELECTRICITY,GERMANY,3,5,0.18716161349423055
1,ELECTRICITY,GERMANY,3,6,0.19126592541687043
1,ELECTRICITY,GERMANY,3,7,0.1903396335778118
1,ELECTRICITY,GERMANY,3,8,0.19165289958082515
1,ELECTRICITY,GERMANY,3,9,0.18741596924646725
1,ELECTRICITY,GERMANY,3,10,0.18525664576496087
1,ELECTRICITY,GERMANY,3,11,0.19087042860430012
1,ELECTRICITY,GERMANY,3,12,0.18527317968964813
1,ELECTRICITY,GERMANY,4,1,0.17898528731239743
1,ELECTRICITY,GERMANY,4,2,0.1817538469338657
1,ELECTRICITY,GERMANY,4,3,0.17949847549820283
1,ELECTRICITY,GERMANY,4,4,0.18137391164211428
1,ELECTRICITY,GERMANY,4,5,0.18245946404096786
1,ELECTRICITY,GERMANY,4,6,0.18653274629356198
1,ELECTRICITY,GERMANY,4,7,0.18622869189298116
1,ELECTRICITY,GERMANY,4,8,0.1858061279677078
1,ELECTRICITY,GERMANY,4,9,0.18160161436498398
1,ELECTRICITY,GERMANY,4,10,0.18139549271495564
1,ELECTRICITY,GERMANY,4,11,0.19138842319223273
1,ELECTRICITY,GERMANY,4,12,0.18373316738313913
1,ELECTRICITY,GERMANY,5,1,0.17588949842856236
1,ELECTRICITY,GERMANY,5,2,0.17907250458711454
1,ELECTRICITY,GERMANY,5,3,0.17554329352059816
1,ELECTRICITY,GERMANY,5,4,0.17199179131053074
1,ELECTRICITY,GERMANY,5,5,0.1739350870525917
1,ELECTRICITY,GERMANY,5,6,0.17692945691932327
1,ELECTRICITY,GERMANY,5,7,0.1770353983765916
1,ELECTRICITY,GERMANY,5,8,0.17619808401899284
1,ELECTRICITY,GERMANY,5,9,0.17273903889985148
1,ELECTRICITY,GERMANY,5,10,0.17133548510564123
1,ELECTRICITY,GERMANY,5,11,0.1917227589603178
1,ELECTRICITY,GERMANY,5,12,0.17943657918758818
1,ELECTRICITY,GERMANY,6,1,0.16760924580763512
1,ELECTRICITY,GERMANY,6,2,0.17053872909289283
1,ELECTRICITY,GERMANY,6,3,0.16656172021107507
1,ELECTRICITY,GERMANY,6,4,0.16666642411609492
1,ELECTRICITY,GERMANY,6,5,0.1673414670337084
1,ELECTRICITY,GERMANY,6,6,0.17032512214128523
1,ELECTRICITY,GERMANY,6,7,0.17029717703555436
1,ELECTRICITY,GERMANY,6,8,0.1698186322563968
1,ELECTRICITY,GERMANY,6,9,0.1668536823954783
1,ELECTRICITY,GERMANY,6,10,0.16496746298739703
1,ELECTRICITY,GERMANY,6,11,0.1894642033633153
1,ELECTRICITY,GERMANY,6,12,0.16945821057670724
1,ELECTRICITY,GERMANY,7,1,0.16021878199250558
1,ELECTRICITY,GERMANY,7,2,0.16344285230704292
1,ELECTRICITY,GERMANY,7,3,0.1605489921966891
1,ELECTRICITY,GERMANY,7,4,0.1635882291112689
1,ELECTRICITY,GERMANY,7,5,0.16339331065032503
1,ELECTRICITY,GERMANY,7,6,0.1672512506652001
1,ELECTRICITY,GERMANY,7,7,0.16722702786763696
1,ELECTRICITY,GERMANY,7,8,0.16632052084466398
1,ELECTRICITY,GERMANY,7,9,0.16309437290046264
1,ELECTRICITY,GERMANY,7,10,0.16174333829022192
1,ELECTRICITY,GERMANY,7,11,0.1853134714998155
1,ELECTRICITY,GERMANY,7,12,0.16198299842912114
1,ELECTRICITY,GERMANY,8,1,0.1569647524051962
1,ELECTRICITY,GERMANY,8,2,0.16127107057381154
1,ELECTRICITY,GERMANY,8,3,0.15932661146954558
1,ELECTRICITY,GERMANY,8,4,0.1628404075037876
1,ELECTRICITY,GERMANY,8,5,0.16214963403361232
1,ELECTRICITY,GERMANY,8,6,0.16643996841011335
1,ELECTRICITY,GERMANY,8,7,0.16577751613171227
1,ELECTRICITY,GERMANY,8,8,0.164819486362152
1,ELECTRICITY,GERMANY,8,9,0.1617033968648203
1,ELECTRICITY,GERMANY,8,10,0.16095647123458576
1,ELECTRICITY,GERMANY,8,11,0.1785944307264319
1,ELECTRICITY,GERMANY,8,12,0.15973156241188674
1,ELECTRICITY,GERMANY,9,1,0.15719779519730345
1,ELECTRICITY,GERMANY,9,2,0.16062788994687036
1,ELECTRICITY,GERMANY,9,3,0.15974136929854296
1,ELECTRICITY,GERMANY,9,4,0.16166320729677292
1,ELECTRICITY,GERMANY,9,5,0.1611510719656899
1,ELECTRICITY,GERMANY,9,6,0.1647775939894044
1,ELECTRICITY,GERMANY,9,7,0.16284108695445157
1,ELECTRICITY,GERMANY,9,8,0.16304013806415804
1,ELECTRICITY,GERMANY,9,9,0.1598025914833207
1,ELECTRICITY,GERMANY,9,10,0.1602998573782973
1,ELECTRICITY,GERMANY,9,11,0.1751254930901654
1,ELECTRICITY,GERMANY,9,12,0.1588993792464527
1,ELECTRICITY,GERMANY,10,1,0.15575100343977624
1,ELECTRICITY,GERMANY,10,2,0.15968868777198172
1,ELECTRICITY,GERMANY,10,3,0.15904728201593454
1,ELECTRICITY,GERMANY,10,4,0.1611061018879223
1,ELECTRICITY,GERMANY,10,5,0.15968999458546954
1,ELECTRICITY,GERMANY,10,6,0.1629100127011106
1,ELECTRICITY,GERMANY,10,7,0.161101446657051
1,ELECTRICITY,GERMANY,10,8,0.16126347380193187
1,ELECTRICITY,GERMANY,10,9,0.15809221489047104
1,ELECTRICITY,GERMANY,10,10,0.15875278451688785
1,ELECTRICITY,GERMANY,10,11,0.17264871491695757
1,ELECTRICITY,GERMANY,10,12,0.15835431699496644
1,ELECTRICITY,GERMANY,11,1,0.15429325963291712
1,ELECTRICITY,GERMANY,11,2,0.1593253105967145
1,ELECTRICITY,GERMANY,11,3,0.15938152767306843
1,ELECTRICITY,GERMANY,11,4,0.16133347114282023
1,ELECTRICITY,GERMANY,11,5,0.15995611468756685
1,ELECTRICITY,GERMANY,11,6,0.1621587968112829
1,ELECTRICITY,GERMANY,11,7,0.16336663629077544
1,ELECTRICITY,GERMANY,11,8,0.16249273056267816
1,ELECTRICITY,GERMANY,11,9,0.15867236296720236
1,ELECTRICITY,GERMANY,11,10,0.15914313824897405
1,ELECTRICITY,GERMANY,11,11,0.1715226833448389
1,ELECTRICITY,GERMANY,11,12,0.15784923612593732
1,ELECTRICITY,GERMANY,12,1,0.1547712633465177
1,ELECTRICITY,GERMANY,12,2,0.15960561834918424
1,ELECTRICITY,GERMANY,12,3,0.1613676252235705
1,ELECTRICITY,GERMANY,12,4,0.16183039313357203
1,ELECTRICITY,GERMANY,12,5,0.16165035085387516
1,ELECTRICITY,GERMANY,12,6,0.1628205700441029
1,ELECTRICITY,GERMANY,12,7,0.1640939161045315
1,ELECTRICITY,GERMANY,12,8,0.1645007500068336
1,ELECTRICITY,GERMANY,12,9,0.15923014436046565
1,ELECTRICITY,GERMANY,12,10,0.1596126680557765
1,ELECTRICITY,GERMANY,12,11,0.17201938553861404
1,ELECTRICITY,GERMANY,12,12,0.15779371181421353
1,ELECTRICITY,GERMANY,13,1,0.15521593159014266
1,ELECTRICITY,GERMANY,13,2,0.16001776405889315
1,ELECTRICITY,GERMANY,13,3,0.1632605722538946
1,ELECTRICITY,GERMANY,13,4,0.16298607541867022
1,ELECTRICITY,GERMANY,13,5,0.16309723553971375
1,ELECTRICITY,GERMANY,13,6,0.16421516058999244
1,ELECTRICITY,GERMANY,13,7,0.16444183432949672
1,ELECTRICITY,GERMANY,13,8,0.16641016139339435
1,ELECTRICITY,GERMANY,13,9,0.16047452679417223
1,ELECTRICITY,GERMANY,13,10,0.16122110494239858
1,ELECTRICITY,GERMANY,13,11,0.17472594602467934
1,ELECTRICITY,GERMANY,13,12,0.15918844747483826
1,ELECTRICITY,GERMANY,14,1,0.15629791402702964
1,ELECTRICITY,GERMANY,14,2,0.16108601981509207
1,ELECTRICITY,GERMANY,14,3,0.1653426323838337
1,ELECTRICITY,GERMANY,14,4,0.16432551327083747
1,ELECTRICITY,GERMANY,14,5,0.16408605106792135
1,ELECTRICITY,GERMANY,14,6,0.16485958937559878
1,ELECTRICITY,GERMANY,14,7,0.165476955150289
1,ELECTRICITY,GERMANY,14,8,0.1678692177717269
1,ELECTRICITY,GERMANY,14,9,0.16087154743721635
1,ELECTRICITY,GERMANY,14,10,0.16265540045578883
1,ELECTRICITY,GERMANY,14,11,0.17658857798366953
1,ELECTRICITY,GERMANY,14,12,0.15995572133351332
1,ELECTRICITY,GERMANY,15,1,0.15679209250182294
1,ELECTRICITY,GERMANY,15,2,0.16208121544360626
1,ELECTRICITY,GERMANY,15,3,0.1657148678932372
1,ELECTRICITY,GERMANY,15,4,0.16566844021690474
1,ELECTRICITY,GERMANY,15,5,0.1651825156590292
1,ELECTRICITY,GERMANY,15,6,0.1666859283713919
1,ELECTRICITY,GERMANY,15,7,0.1668601028025785
1,ELECTRICITY,GERMANY,15,8,0.16912261806354414
1,ELECTRICITY,GERMANY,15,9,0.16204554755420478
1,ELECTRICITY,GERMANY,15,10,0.16486599652553827
1,ELECTRICITY,GERMANY,15,11,0.177268594682576
1,ELECTRICITY,GERMANY,15,12,0.16047901388662328
1,ELECTRICITY,GERMANY,16,1,0.15698306225104902
1,ELECTRICITY,GERMANY,16,2,0.162579104176701
1,ELECTRICITY,GERMANY,16,3,0.16558732460741332
1,ELECTRICITY,GERMANY,16,4,0.16609161056149627
1,ELECTRICITY,GERMANY,16,5,0.16590027493299017
1,ELECTRICITY,GERMANY,16,6,0.1674523267617242
1,ELECTRICITY,GERMANY,16,7,0.16728824338396447
1,ELECTRICITY,GERMANY,16,8,0.1695134131982166
1,ELECTRICITY,GERMANY,16,9,0.16246039792762682
1,ELECTRICITY,GERMANY,16,10,0.16437922206399086
1,ELECTRICITY,GERMANY,16,11,0.17663269483778912
1,ELECTRICITY,GERMANY,16,12,0.16048587698399244
1,ELECTRICITY,GERMANY,17,1,0.15482984007623907
1,ELECTRICITY,GERMANY,17,2,0.15934092247284828
1,ELECTRICITY,GERMANY,17,3,0.1627958479228055
1,ELECTRICITY,GERMANY,17,4,0.16617081549333246
1,ELECTRICITY,GERMANY,17,5,0.16732195254602317
1,ELECTRICITY,GERMANY,17,6,0.16767347891850257
1,ELECTRICITY,GERMANY,17,7,0.1682510436634867
1,ELECTRICITY,GERMANY,17,8,0.16924216256846805
1,ELECTRICITY,GERMANY,17,9,0.16340206721062983
1,ELECTRICITY,GERMANY,17,10,0.16421681893115395
1,ELECTRICITY,GERMANY,17,11,0.17163311548254234
1,ELECTRICITY,GERMANY,17,12,0.15839004957277256
1,ELECTRICITY,GERMANY,18,1,0.15565807131942985
1,ELECTRICITY,GERMANY,18,2,0.1586392111984468
1,ELECTRICITY,GERMANY,18,3,0.15879541644785
1,ELECTRICITY,GERMANY,18,4,0.16573288320906923
1,ELECTRICITY,GERMANY,18,5,0.16807800835289824
1,ELECTRICITY,GERMANY,18,6,0.1680324176515723
1,ELECTRICITY,GERMANY,18,7,0.16908407715902138
1,ELECTRICITY,GERMANY,18,8,0.17010063153327565
1,ELECTRICITY,GERMANY,18,9,0.16467969625898773
1,ELECTRICITY,GERMANY,18,10,0.1627638018435392
1,ELECTRICITY,GERMANY,18,11,0.17208325008585473
1,ELECTRICITY,GERMANY,18,12,0.1579261411565761
1,ELECTRICITY,GERMANY,19,1,0.15749824062923484
1,ELECTRICITY,GERMANY,19,2,0.15968620488527913
1,ELECTRICITY,GERMANY,19,3,0.15967157049041064
1,ELECTRICITY,GERMANY,19,4,0.16607408253611605
1,ELECTRICITY,GERMANY,19,5,0.1698410986553689
1,ELECTRICITY,GERMANY,19,6,0.16992525264907374
1,ELECTRICITY,GERMANY,19,7,0.17141992218899255
1,ELECTRICITY,GERMANY,19,8,0.17286972489834943
1,ELECTRICITY,GERMANY,19,9,0.1658151278166587
1,ELECTRICITY,GERMANY,19,10,0.16592735988606314
1,ELECTRICITY,GERMANY,19,11,0.1745245140059603
1,ELECTRICITY,GERMANY,19,12,0.16027826435940176
1,ELECTRICITY,GERMANY,20,1,0.16139431816261995
1,ELECTRICITY,GERMANY,20,2,0.1629843057115776
1,ELECTRICITY,GERMANY,20,3,0.16342136231960316
1,ELECTRICITY,GERMANY,20,4,0.16917070891383895
1,ELECTRICITY,GERMANY,20,5,0.17060403435540242
1,ELECTRICITY,GERMANY,20,6,0.17204653355481517
1,ELECTRICITY,GERMANY,20,7,0.1729561412211265
1,ELECTRICITY,GERMANY,20,8,0.17487203625082445
1,ELECTRICITY,GERMANY,20,9,0.1686771749840787
1,ELECTRICITY,GERMANY,20,10,0.1706850644595219
1,ELECTRICITY,GERMANY,20,11,0.17988235866851607
1,ELECTRICITY,GERMANY,20,12,0.1636833227505131
1,ELECTRICITY,GERMANY,21,1,0.16520614974115155
1,ELECTRICITY,GERMANY,21,2,0.16648654550105685
1,ELECTRICITY,GERMANY,21,3,0.16719851415876205
1,ELECTRICITY,GERMANY,21,4,0.1730744140502117
1,ELECTRICITY,GERMANY,21,5,0.1743414567471736
1,ELECTRICITY,GERMANY,21,6,0.17552781897074624
1,ELECTRICITY,GERMANY,21,7,0.17823262253021782
1,ELECTRICITY,GERMANY,21,8,0.1797325815172517
1,ELECTRICITY,GERMANY,21,9,0.17421351388011797
1,ELECTRICITY,GERMANY,21,10,0.17403995544445158
1,ELECTRICITY,GERMANY,21,11,0.18262698227847737
1,ELECTRICITY,GERMANY,21,12,0.1681968050148007
1,ELECTRICITY,GERMANY,22,1,0.16794102133477995
1,ELECTRICITY,GERMANY,22,2,0.16805180876807335
1,ELECTRICITY,GERMANY,22,3,0.1697348790884964
1,ELECTRICITY,GERMANY,22,4,0.17831731519691774
