p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,65539.36420718503
AMMONIA,GERMANY,1,2,41265.52561149767
AMMONIA,GERMANY,1,3,24273.83860185471
AMMONIA,GERMANY,1,4,84958.43508569534
AMMONIA,GERMANY,1,5,87385.8189449306
AMMONIA,GERMANY,1,6,36410.75789383464
AMMONIA,GERMANY,1,7,92240.58666270741
AMMONIA,GERMANY,1,8,138360.8799945897
AMMONIA,GERMANY,1,9,55829.82876974288
AMMONIA,GERMANY,1,10,63111.98034833596
AMMONIA,GERMANY,1,11,82531.05122359851
AMMONIA,GERMANY,1,12,114087.0413967588
AMMONIA,GERMANY,2,1,65539.36420718463
AMMONIA,GERMANY,2,2,41265.52561149741
AMMONIA,GERMANY,2,3,24273.83860185471
AMMONIA,GERMANY,2,4,84958.43508569481
AMMONIA,GERMANY,2,5,87385.81894493004
AMMONIA,GERMANY,2,6,36410.75789383441
AMMONIA,GERMANY,2,7,92240.58666270683
AMMONIA,GERMANY,2,8,138360.8799945889
AMMONIA,GERMANY,2,9,55829.82876974253
AMMONIA,GERMANY,2,10,63111.98034833556
AMMONIA,GERMANY,2,11,82531.051223598
AMMONIA,GERMANY,2,12,114087.0413967581
AMMONIA,GERMANY,3,1,65539.36420718423
AMMONIA,GERMANY,3,2,41265.52561149716
AMMONIA,GERMANY,3,3,24273.83860185471
AMMONIA,GERMANY,3,4,84958.43508569428
AMMONIA,GERMANY,3,5,87385.8189449295
AMMONIA,GERMANY,3,6,36410.75789383418
AMMONIA,GERMANY,3,7,92240.58666270625
AMMONIA,GERMANY,3,8,138360.879994588
AMMONIA,GERMANY,3,9,55829.82876974218
AMMONIA,GERMANY,3,10,63111.98034833516
AMMONIA,GERMANY,3,11,82531.05122359747
AMMONIA,GERMANY,3,12,114087.0413967574
AMMONIA,GERMANY,4,1,65539.36420718381
AMMONIA,GERMANY,4,2,41265.52561149689
AMMONIA,GERMANY,4,3,24273.83860185471
AMMONIA,GERMANY,4,4,84958.43508569374
AMMONIA,GERMANY,4,5,87385.81894492895
AMMONIA,GERMANY,4,6,36410.75789383395
AMMONIA,GERMANY,4,7,92240.58666270567
AMMONIA,GERMANY,4,8,138360.8799945872
AMMONIA,GERMANY,4,9,55829.82876974183
AMMONIA,GERMANY,4,10,63111.98034833479
AMMONIA,GERMANY,4,11,82531.05122359697
AMMONIA,GERMANY,4,12,114087.0413967567
AMMONIA,GERMANY,5,1,65539.3642071834
AMMONIA,GERMANY,5,2,41265.52561149664
AMMONIA,GERMANY,5,3,24273.83860185471
AMMONIA,GERMANY,5,4,84958.43508569321
AMMONIA,GERMANY,5,5,87385.8189449284
AMMONIA,GERMANY,5,6,36410.75789383372
AMMONIA,GERMANY,5,7,92240.58666270509
AMMONIA,GERMANY,5,8,138360.8799945863
AMMONIA,GERMANY,5,9,55829.82876974149
AMMONIA,GERMANY,5,10,63111.98034833436
AMMONIA,GERMANY,5,11,82531.05122359644
AMMONIA,GERMANY,5,12,114087.0413967559
AMMONIA,GERMANY,6,1,65539.364207183
AMMONIA,GERMANY,6,2,41265.52561149638
AMMONIA,GERMANY,6,3,24273.83860185471
AMMONIA,GERMANY,6,4,84958.43508569268
AMMONIA,GERMANY,6,5,87385.81894492786
AMMONIA,GERMANY,6,6,36410.75789383349
AMMONIA,GERMANY,6,7,92240.58666270452
AMMONIA,GERMANY,6,8,138360.8799945854
AMMONIA,GERMANY,6,9,55829.82876974114
