pt,n,h,td,val
CCGT,GERMANY,1,1,2.170478523531278e-11
CCGT,GERMANY,1,2,4.164487625655834e-10
CCGT,GERMANY,1,3,3.785755840679952e-10
CCGT,GERMANY,1,4,4.819022580039916e-10
CCGT,GERMANY,1,5,2.783856849413653e-11
CCGT,GERMANY,1,6,4.064536440720866e-10
CCGT,GERMANY,1,7,4.895756777049928e-10
CCGT,GERMANY,1,8,5.241650533517747e-10
CCGT,GERMANY,1,9,4.430462838483184e-10
CCGT,GERMANY,1,10,2.250869865156011e-11
CCGT,GERMANY,1,11,4.791460041701954e-10
CCGT,GERMANY,1,12,1.267322002720058e-11
CCGT,GERMANY,2,1,2.170475491137445e-11
CCGT,GERMANY,2,2,4.164502165471888e-10
CCGT,GERMANY,2,3,3.785765698038051e-10
CCGT,GERMANY,2,4,4.819026055470097e-10
CCGT,GERMANY,2,5,2.799978714792468e-11
CCGT,GERMANY,2,6,4.064547841477816e-10
CCGT,GERMANY,2,7,4.895760779912173e-10
CCGT,GERMANY,2,8,5.241634304768818e-10
CCGT,GERMANY,2,9,4.430474056068201e-10
CCGT,GERMANY,2,10,2.250868907944591e-11
CCGT,GERMANY,2,11,4.791453348189789e-10
CCGT,GERMANY,2,12,1.267315880798366e-11
CCGT,GERMANY,3,1,2.170472351908934e-11
CCGT,GERMANY,3,2,4.16451623483102e-10
CCGT,GERMANY,3,3,3.785775400775051e-10
CCGT,GERMANY,3,4,4.819024680100349e-10
CCGT,GERMANY,3,5,2.948559429263483e-11
CCGT,GERMANY,3,6,4.064558959222e-10
CCGT,GERMANY,3,7,4.895764810343752e-10
CCGT,GERMANY,3,8,5.2416143901989e-10
CCGT,GERMANY,3,9,4.430485273123821e-10
CCGT,GERMANY,3,10,2.250867911269377e-11
CCGT,GERMANY,3,11,4.791446293490599e-10
CCGT,GERMANY,3,12,1.267309559027521e-11
CCGT,GERMANY,4,1,2.170469097700002e-11
CCGT,GERMANY,4,2,4.164529777610415e-10
CCGT,GERMANY,4,3,3.785784863944664e-10
CCGT,GERMANY,4,4,4.81902330665813e-10
CCGT,GERMANY,4,5,2.948560382582853e-11
CCGT,GERMANY,4,6,4.064570286290789e-10
CCGT,GERMANY,4,7,4.895768867798858e-10
CCGT,GERMANY,4,8,2.468913130737175e-10
CCGT,GERMANY,4,9,4.43049649672436e-10
CCGT,GERMANY,4,10,2.250866884346815e-11
CCGT,GERMANY,4,11,4.791438826554768e-10
CCGT,GERMANY,4,12,1.267303006104032e-11
CCGT,GERMANY,5,1,2.170465758058864e-11
CCGT,GERMANY,5,2,4.164543006623925e-10
CCGT,GERMANY,5,3,3.785794035213488e-10
CCGT,GERMANY,5,4,4.81902170403156e-10
CCGT,GERMANY,5,5,2.948561058305372e-11
CCGT,GERMANY,5,6,4.064581343472647e-10
CCGT,GERMANY,5,7,4.895772981670594e-10
CCGT,GERMANY,5,8,5.241584172139159e-10
CCGT,GERMANY,5,9,4.430507714729716e-10
CCGT,GERMANY,5,10,2.250865852720573e-11
CCGT,GERMANY,5,11,4.791430443888441e-10
CCGT,GERMANY,5,12,1.267296232481145e-11
CCGT,GERMANY,6,1,2.17046246965594e-11
CCGT,GERMANY,6,2,4.164556692306777e-10
CCGT,GERMANY,6,3,3.785803257262466e-10
CCGT,GERMANY,6,4,4.819020261853146e-10
CCGT,GERMANY,6,5,2.948560841584051e-11
CCGT,GERMANY,6,6,4.064592374130197e-10
CCGT,GERMANY,6,7,4.895777142324489e-10
CCGT,GERMANY,6,8,5.241568013667495e-10
CCGT,GERMANY,6,9,4.430518924796257e-10
CCGT,GERMANY,6,10,2.25086481080619e-11
CCGT,GERMANY,6,11,4.791423111219508e-10
CCGT,GERMANY,6,12,1.267289311477669e-11
CCGT,GERMANY,7,1,2.170459225839375e-11
CCGT,GERMANY,7,2,4.164570780153992e-10
CCGT,GERMANY,7,3,3.785812439460662e-10
CCGT,GERMANY,7,4,4.81901873975294e-10
CCGT,GERMANY,7,5,2.948558201163648e-11
CCGT,GERMANY,7,6,4.064603275431523e-10
CCGT,GERMANY,7,7,4.895781322180091e-10
CCGT,GERMANY,7,8,3.552915717630706e-10
CCGT,GERMANY,7,9,4.430530130753099e-10
CCGT,GERMANY,7,10,2.250863753383824e-11
CCGT,GERMANY,7,11,4.791416065266992e-10
CCGT,GERMANY,7,12,1.26728223727323e-11
CCGT,GERMANY,8,1,2.170455984047417e-11
CCGT,GERMANY,8,2,4.164585040368705e-10
CCGT,GERMANY,8,3,3.78582152847994e-10
CCGT,GERMANY,8,4,4.819017230576338e-10
CCGT,GERMANY,8,5,2.94855777105256e-11
CCGT,GERMANY,8,6,1.16127808731636e-10
CCGT,GERMANY,8,7,4.895785487786482e-10
CCGT,GERMANY,8,8,1.899886085854764e-11
CCGT,GERMANY,8,9,4.430541357226138e-10
CCGT,GERMANY,8,10,2.250862673589201e-11
CCGT,GERMANY,8,11,4.791409095433092e-10
CCGT,GERMANY,8,12,1.267274972600363e-11
CCGT,GERMANY,9,1,2.170452737835336e-11
CCGT,GERMANY,9,2,4.164599436640732e-10
CCGT,GERMANY,9,3,3.785830420320007e-10
CCGT,GERMANY,9,4,4.819015961713572e-10
CCGT,GERMANY,9,5,2.948386665205829e-11
CCGT,GERMANY,9,6,6.56587046963518e-11
CCGT,GERMANY,9,7,4.895789750383969e-10
CCGT,GERMANY,9,8,1.899879328976329e-11
CCGT,GERMANY,9,9,4.430552523939943e-10
CCGT,GERMANY,9,10,2.250861569171065e-11
CCGT,GERMANY,9,11,4.791402133849823e-10
CCGT,GERMANY,9,12,1.267267493906093e-11
CCGT,GERMANY,10,1,2.170449476917639e-11
CCGT,GERMANY,10,2,4.16461393081018e-10
CCGT,GERMANY,10,3,3.785839289411415e-10
CCGT,GERMANY,10,4,4.818994959737579e-10
CCGT,GERMANY,10,5,2.406600293922611e-11
CCGT,GERMANY,10,6,6.488365603744675e-11
CCGT,GERMANY,10,7,4.895793085972716e-10
CCGT,GERMANY,10,8,1.899873178073702e-11
CCGT,GERMANY,10,9,4.430563539558953e-10
