st,n,h,td,val
AMMONIA,GERMANY,1,1,7.219141842715583e-11
AMMONIA,GERMANY,1,2,1.146569635286385e-10
AMMONIA,GERMANY,1,3,1.949168212404722e-10
AMMONIA,GERMANY,1,4,5.569052432070439e-11
AMMONIA,GERMANY,1,5,5.414356844247181e-11
AMMONIA,GERMANY,1,6,1.299445583800773e-10
AMMONIA,GERMANY,1,7,5.129391386586745e-11
AMMONIA,GERMANY,1,8,3.419594268120282e-11
AMMONIA,GERMANY,1,9,8.47464671590477e-11
AMMONIA,GERMANY,1,10,7.496801862515145e-11
AMMONIA,GERMANY,1,11,5.732848464485333e-11
AMMONIA,GERMANY,1,12,4.147166819440251e-11
AMMONIA,GERMANY,2,1,7.219141842342359e-11
AMMONIA,GERMANY,2,2,1.146569635202476e-10
AMMONIA,GERMANY,2,3,1.949168212374811e-10
AMMONIA,GERMANY,2,4,5.569052432538293e-11
AMMONIA,GERMANY,2,5,5.414356844754077e-11
AMMONIA,GERMANY,2,6,1.299445583907446e-10
AMMONIA,GERMANY,2,7,5.129391386574172e-11
AMMONIA,GERMANY,2,8,3.419594268242705e-11
AMMONIA,GERMANY,2,9,8.474646716222408e-11
AMMONIA,GERMANY,2,10,7.49680186228552e-11
AMMONIA,GERMANY,2,11,5.732848464003583e-11
AMMONIA,GERMANY,2,12,4.147166819101438e-11
AMMONIA,GERMANY,3,1,7.219141841970458e-11
AMMONIA,GERMANY,3,2,1.146569635118038e-10
AMMONIA,GERMANY,3,3,1.9491682123449e-10
AMMONIA,GERMANY,3,4,5.569052433004823e-11
AMMONIA,GERMANY,3,5,5.414356845272223e-11
AMMONIA,GERMANY,3,6,1.299445584013325e-10
AMMONIA,GERMANY,3,7,5.129391386558952e-11
AMMONIA,GERMANY,3,8,3.419594268364797e-11
AMMONIA,GERMANY,3,9,8.474646716536075e-11
AMMONIA,GERMANY,3,10,7.496801862056556e-11
AMMONIA,GERMANY,3,11,5.73284846352051e-11
AMMONIA,GERMANY,3,12,4.147166818761963e-11
AMMONIA,GERMANY,4,1,7.21914184159922e-11
AMMONIA,GERMANY,4,2,1.146569635033202e-10
