st,n,h,td,val
AMMONIA,GERMANY,1,1,4.053061450969843e-09
AMMONIA,GERMANY,1,2,6.437215522390119e-09
AMMONIA,GERMANY,1,3,1.094326543413816e-08
AMMONIA,GERMANY,1,4,3.126647486667798e-09
AMMONIA,GERMANY,1,5,3.039796342874669e-09
AMMONIA,GERMANY,1,6,7.29551089481803e-09
AMMONIA,GERMANY,1,7,2.879807452645584e-09
AMMONIA,GERMANY,1,8,1.919871640054043e-09
AMMONIA,GERMANY,1,9,4.757942789220232e-09
AMMONIA,GERMANY,1,10,4.2089488314098e-09
AMMONIA,GERMANY,1,11,3.21860792364105e-09
AMMONIA,GERMANY,1,12,2.328354580371993e-09
AMMONIA,GERMANY,2,1,4.0530614507633e-09
AMMONIA,GERMANY,2,2,6.437215521939537e-09
AMMONIA,GERMANY,2,3,1.094326543390181e-08
AMMONIA,GERMANY,2,4,3.126647486931258e-09
AMMONIA,GERMANY,2,5,3.039796343157175e-09
AMMONIA,GERMANY,2,6,7.295510895433585e-09
AMMONIA,GERMANY,2,7,2.879807452642011e-09
AMMONIA,GERMANY,2,8,1.919871640124247e-09
AMMONIA,GERMANY,2,9,4.757942789407956e-09
AMMONIA,GERMANY,2,10,4.208948831281819e-09
AMMONIA,GERMANY,2,11,3.218607923375565e-09
AMMONIA,GERMANY,2,12,2.328354580182801e-09
AMMONIA,GERMANY,3,1,4.053061450555155e-09
AMMONIA,GERMANY,3,2,6.437215521479069e-09
AMMONIA,GERMANY,3,3,1.094326543366711e-08
AMMONIA,GERMANY,3,4,3.126647487189981e-09
AMMONIA,GERMANY,3,5,3.039796343445404e-09
AMMONIA,GERMANY,3,6,7.295510896034078e-09
AMMONIA,GERMANY,3,7,2.879807452633309e-09
AMMONIA,GERMANY,3,8,1.919871640192354e-09
AMMONIA,GERMANY,3,9,4.757942789587169e-09
AMMONIA,GERMANY,3,10,4.208948831148212e-09
AMMONIA,GERMANY,3,11,3.218607923105242e-09
AMMONIA,GERMANY,3,12,2.328354579992867e-09
AMMONIA,GERMANY,4,1,4.053061450345884e-09
AMMONIA,GERMANY,4,2,6.437215521006967e-09
AMMONIA,GERMANY,4,3,1.094326543343502e-08
AMMONIA,GERMANY,4,4,3.12664748744192e-09
AMMONIA,GERMANY,4,5,3.039796343727155e-09
AMMONIA,GERMANY,4,6,7.295510896617525e-09
AMMONIA,GERMANY,4,7,2.879807452618102e-09
AMMONIA,GERMANY,4,8,1.919871640216078e-09
AMMONIA,GERMANY,4,9,4.757942789755358e-09
AMMONIA,GERMANY,4,10,4.208948831026306e-09
AMMONIA,GERMANY,4,11,3.218607922829122e-09
AMMONIA,GERMANY,4,12,2.328354579800048e-09
AMMONIA,GERMANY,5,1,4.053061450135847e-09
AMMONIA,GERMANY,5,2,6.437215520520109e-09
AMMONIA,GERMANY,5,3,1.094326543320291e-08
AMMONIA,GERMANY,5,4,3.12664748768656e-09
AMMONIA,GERMANY,5,5,3.039796344005538e-09
AMMONIA,GERMANY,5,6,7.295510897183079e-09
