j,n,h,td,val
BATT_LI,GERMANY,1,1,9.81466790691039e-10
BATT_LI,GERMANY,1,2,9.657032076240458e-10
BATT_LI,GERMANY,1,3,9.724104278395664e-10
BATT_LI,GERMANY,1,4,9.513965475515847e-10
BATT_LI,GERMANY,1,5,1.106964697567988e-09
BATT_LI,GERMANY,1,6,9.048957137752194e-10
BATT_LI,GERMANY,1,7,9.270080514415763e-10
BATT_LI,GERMANY,1,8,8.250761267214958e-10
BATT_LI,GERMANY,1,9,9.600803818137617e-10
BATT_LI,GERMANY,1,10,9.81466793366075e-10
BATT_LI,GERMANY,1,11,9.490717399179915e-10
BATT_LI,GERMANY,1,12,9.927943446736757e-10
BATT_LI,GERMANY,2,1,1.063534793566156e-09
BATT_LI,GERMANY,2,2,1.038660936559272e-09
BATT_LI,GERMANY,2,3,1.049224518365334e-09
BATT_LI,GERMANY,2,4,9.882080505832943e-10
BATT_LI,GERMANY,2,5,1.324060310728874e-09
BATT_LI,GERMANY,2,6,9.093803714114541e-10
BATT_LI,GERMANY,2,7,9.688428430203631e-10
BATT_LI,GERMANY,2,8,7.663106937419351e-10
BATT_LI,GERMANY,2,9,1.029879827044705e-09
BATT_LI,GERMANY,2,10,1.063534799100669e-09
BATT_LI,GERMANY,2,11,1.012046671946834e-09
BATT_LI,GERMANY,2,12,1.088135316731059e-09
BATT_LI,GERMANY,3,1,1.122857300930888e-09
BATT_LI,GERMANY,3,2,1.093435187190878e-09
BATT_LI,GERMANY,3,3,1.105867923972951e-09
BATT_LI,GERMANY,3,4,1.010902423515438e-09
BATT_LI,GERMANY,3,5,1.533800038038034e-09
BATT_LI,GERMANY,3,6,8.818194637120775e-10
BATT_LI,GERMANY,3,7,9.965246399055051e-10
BATT_LI,GERMANY,3,8,7.497781290258741e-10
BATT_LI,GERMANY,3,9,1.083246806062363e-09
BATT_LI,GERMANY,3,10,1.12285731104425e-09
BATT_LI,GERMANY,3,11,1.061482639074302e-09
BATT_LI,GERMANY,3,12,1.163891758852236e-09
BATT_LI,GERMANY,4,1,1.165615706724777e-09
BATT_LI,GERMANY,4,2,1.134503281950256e-09
BATT_LI,GERMANY,4,3,1.147498104574698e-09
BATT_LI,GERMANY,4,4,1.020864664919755e-09
BATT_LI,GERMANY,4,5,1.75139095549169e-09
BATT_LI,GERMANY,4,6,8.187183940169482e-10
BATT_LI,GERMANY,4,7,1.011703276874812e-09
BATT_LI,GERMANY,4,8,6.866866752074275e-10
BATT_LI,GERMANY,4,9,1.124126537386221e-09
BATT_LI,GERMANY,4,10,1.165615718725751e-09
BATT_LI,GERMANY,4,11,1.100387907737368e-09
BATT_LI,GERMANY,4,12,1.227856891322841e-09
BATT_LI,GERMANY,5,1,1.19634021330772e-09
BATT_LI,GERMANY,5,2,1.165124211453408e-09
BATT_LI,GERMANY,5,3,1.177869712465948e-09
BATT_LI,GERMANY,5,4,1.018663565981287e-09
BATT_LI,GERMANY,5,5,1.34020343192659e-09
BATT_LI,GERMANY,5,6,7.119366761259906e-10
BATT_LI,GERMANY,5,7,1.015228173912215e-09
BATT_LI,GERMANY,5,8,5.594242496430838e-10
BATT_LI,GERMANY,5,9,1.155404017445063e-09
BATT_LI,GERMANY,5,10,1.196340223301862e-09
BATT_LI,GERMANY,5,11,1.130965810230918e-09
BATT_LI,GERMANY,5,12,1.286716486585891e-09
BATT_LI,GERMANY,6,1,1.218325579446841e-09
BATT_LI,GERMANY,6,2,1.187687960665699e-09
BATT_LI,GERMANY,6,3,1.199712098530471e-09
BATT_LI,GERMANY,6,4,1.004127937075419e-09
BATT_LI,GERMANY,6,5,7.988244550265521e-10
BATT_LI,GERMANY,6,6,5.460121204697648e-10
BATT_LI,GERMANY,6,7,1.007269608232734e-09
BATT_LI,GERMANY,6,8,3.68422922176141e-10
BATT_LI,GERMANY,6,9,1.179225399190861e-09
BATT_LI,GERMANY,6,10,1.218325588039884e-09
BATT_LI,GERMANY,6,11,1.154868060473345e-09
BATT_LI,GERMANY,6,12,1.346669062661257e-09
BATT_LI,GERMANY,7,1,1.233949957546391e-09
BATT_LI,GERMANY,7,2,1.203940126802086e-09
BATT_LI,GERMANY,7,3,1.214986773557634e-09
BATT_LI,GERMANY,7,4,9.763140589525625e-10
BATT_LI,GERMANY,7,5,9.873186637017942e-10
BATT_LI,GERMANY,7,6,2.926537030066147e-10
BATT_LI,GERMANY,7,7,9.873371384415918e-10
BATT_LI,GERMANY,7,8,6.009579480688333e-11
BATT_LI,GERMANY,7,9,1.197198392752645e-09
BATT_LI,GERMANY,7,10,1.233949962675388e-09
BATT_LI,GERMANY,7,11,1.173346695112894e-09
BATT_LI,GERMANY,7,12,1.414017542629235e-09
BATT_LI,GERMANY,8,1,1.244913907738698e-09
