pt,n,h,td,val
CCGT,GERMANY,1,1,1.892638775242114e-11
CCGT,GERMANY,1,2,4.884161456689415
CCGT,GERMANY,1,3,4.884161456581063
CCGT,GERMANY,1,4,4.884161456764693
CCGT,GERMANY,1,5,2.079776456678115e-11
CCGT,GERMANY,1,6,4.884161456668801
CCGT,GERMANY,1,7,4.88416145677479
CCGT,GERMANY,1,8,4.884161456798061
CCGT,GERMANY,1,9,4.884161456729794
CCGT,GERMANY,1,10,1.970815704406491e-11
CCGT,GERMANY,1,11,4.884161456766592
CCGT,GERMANY,1,12,1.077157537382075e-11
CCGT,GERMANY,2,1,1.892606164509875e-11
CCGT,GERMANY,2,2,4.884161456689371
CCGT,GERMANY,2,3,4.884161456581107
CCGT,GERMANY,2,4,4.884161456768829
CCGT,GERMANY,2,5,2.087892341681653e-11
CCGT,GERMANY,2,6,4.884161456668711
CCGT,GERMANY,2,7,4.884161456774889
CCGT,GERMANY,2,8,4.884161456797973
CCGT,GERMANY,2,9,4.884161456729774
CCGT,GERMANY,2,10,1.97081331432833e-11
CCGT,GERMANY,2,11,4.884161456766823
CCGT,GERMANY,2,12,1.077109580366715e-11
CCGT,GERMANY,3,1,1.892570800874235e-11
CCGT,GERMANY,3,2,4.884161456689325
CCGT,GERMANY,3,3,4.884161456581029
CCGT,GERMANY,3,4,4.884161456768857
CCGT,GERMANY,3,5,2.096138425036857e-11
CCGT,GERMANY,3,6,4.884161456668727
CCGT,GERMANY,3,7,4.884161456774763
CCGT,GERMANY,3,8,4.884161456792199
CCGT,GERMANY,3,9,4.884161456729752
CCGT,GERMANY,3,10,1.970810278341224e-11
CCGT,GERMANY,3,11,4.884161456766719
CCGT,GERMANY,3,12,1.077061714561997e-11
CCGT,GERMANY,4,1,1.892527568887002e-11
CCGT,GERMANY,4,2,4.884161456689328
CCGT,GERMANY,4,3,4.884161456581004
CCGT,GERMANY,4,4,4.884161456768881
CCGT,GERMANY,4,5,2.104520202758032e-11
CCGT,GERMANY,4,6,4.884161456668764
CCGT,GERMANY,4,7,4.884161456775023
CCGT,GERMANY,4,8,4.884161456795202
CCGT,GERMANY,4,9,4.884161456729772
CCGT,GERMANY,4,10,1.970801741756239e-11
CCGT,GERMANY,4,11,4.884161456766796
CCGT,GERMANY,4,12,1.077011830671587e-11
CCGT,GERMANY,5,1,1.892483130171964e-11
CCGT,GERMANY,5,2,4.884161456689347
CCGT,GERMANY,5,3,4.884161456581062
CCGT,GERMANY,5,4,4.884161456768903
CCGT,GERMANY,5,5,2.742296844538568e-11
CCGT,GERMANY,5,6,4.88416145666874
CCGT,GERMANY,5,7,4.884161456774899
CCGT,GERMANY,5,8,4.884161456798217
CCGT,GERMANY,5,9,4.884161456729771
CCGT,GERMANY,5,10,1.970796772837466e-11
CCGT,GERMANY,5,11,4.884161456766674
CCGT,GERMANY,5,12,1.07696123487968e-11
CCGT,GERMANY,6,1,1.892442795375561e-11
CCGT,GERMANY,6,2,4.884161456689335
CCGT,GERMANY,6,3,4.884161456581071
CCGT,GERMANY,6,4,4.884161456768907
CCGT,GERMANY,6,5,3.537141948062877e-11
CCGT,GERMANY,6,6,4.884161456668815
CCGT,GERMANY,6,7,4.884161456774944
CCGT,GERMANY,6,8,4.884161456798067
CCGT,GERMANY,6,9,4.884161456729786
CCGT,GERMANY,6,10,1.970792560072119e-11
CCGT,GERMANY,6,11,4.884161456766671
CCGT,GERMANY,6,12,1.076911612456015e-11
CCGT,GERMANY,7,1,1.892407060952407e-11
CCGT,GERMANY,7,2,4.884161456689409
CCGT,GERMANY,7,3,4.88416145658105
CCGT,GERMANY,7,4,4.884161456768959
CCGT,GERMANY,7,5,2.130506065479878e-11
CCGT,GERMANY,7,6,4.884161456668795
CCGT,GERMANY,7,7,4.884161456774852
CCGT,GERMANY,7,8,4.884161456798005
CCGT,GERMANY,7,9,4.884161456729696
CCGT,GERMANY,7,10,1.970789561037819e-11
CCGT,GERMANY,7,11,4.884161456766692
CCGT,GERMANY,7,12,1.076863558323034e-11
CCGT,GERMANY,8,1,1.892371503396184e-11
CCGT,GERMANY,8,2,4.884161456689419
CCGT,GERMANY,8,3,4.884161456581101
CCGT,GERMANY,8,4,4.884161456769042
CCGT,GERMANY,8,5,2.591844331738089e-11
CCGT,GERMANY,8,6,4.884161456367885
CCGT,GERMANY,8,7,4.884161456774876
CCGT,GERMANY,8,8,0.4692912614351206
CCGT,GERMANY,8,9,4.884161456729757
CCGT,GERMANY,8,10,1.970786141851022e-11
CCGT,GERMANY,8,11,4.884161456766856
CCGT,GERMANY,8,12,1.076816825666751e-11
CCGT,GERMANY,9,1,1.892339442953789e-11
CCGT,GERMANY,9,2,4.884161456689414
CCGT,GERMANY,9,3,4.884161456581039
CCGT,GERMANY,9,4,4.884161456768915
CCGT,GERMANY,9,5,2.096472553753976e-11
CCGT,GERMANY,9,6,5.995479034410302e-11
CCGT,GERMANY,9,7,4.884161456774886
CCGT,GERMANY,9,8,2.832145489012242e-11
CCGT,GERMANY,9,9,4.884161456729751
CCGT,GERMANY,9,10,1.970782271190702e-11
CCGT,GERMANY,9,11,4.884161456766693
CCGT,GERMANY,9,12,1.076770623977289e-11
CCGT,GERMANY,10,1,1.89230629865217e-11
CCGT,GERMANY,10,2,4.8841614566894
CCGT,GERMANY,10,3,4.884161456581156
CCGT,GERMANY,10,4,4.884161456769103
CCGT,GERMANY,10,5,2.079724358131804e-11
CCGT,GERMANY,10,6,5.164820827078349e-11
CCGT,GERMANY,10,7,4.884161456774958
CCGT,GERMANY,10,8,1.902198388476021e-11
CCGT,GERMANY,10,9,4.884161456729745
CCGT,GERMANY,10,10,1.970778518563927e-11
CCGT,GERMANY,10,11,4.884161456766626
CCGT,GERMANY,10,12,1.076723996166893e-11
CCGT,GERMANY,11,1,1.892276808398573e-11
CCGT,GERMANY,11,2,4.884161456689402
CCGT,GERMANY,11,3,4.88416145658116
CCGT,GERMANY,11,4,4.884161456728278
CCGT,GERMANY,11,5,2.079718697957053e-11
CCGT,GERMANY,11,6,5.186126174546741e-11
CCGT,GERMANY,11,7,4.884161456774785
CCGT,GERMANY,11,8,1.299235722956176e-11
CCGT,GERMANY,11,9,4.884161456729708
CCGT,GERMANY,11,10,1.97077484111298e-11
CCGT,GERMANY,11,11,4.88416145676691
CCGT,GERMANY,11,12,1.076678563373657e-11
CCGT,GERMANY,12,1,1.892245046960132e-11
CCGT,GERMANY,12,2,4.884161456689318
CCGT,GERMANY,12,3,4.884161456581007
CCGT,GERMANY,12,4,4.884161456728602
CCGT,GERMANY,12,5,2.079712017129935e-11
CCGT,GERMANY,12,6,5.207742425508053e-11
CCGT,GERMANY,12,7,4.884161456698893
CCGT,GERMANY,12,8,1.299193917179858e-11
CCGT,GERMANY,12,9,4.884161456729784
CCGT,GERMANY,12,10,1.970770312453147e-11
CCGT,GERMANY,12,11,4.884161456766876
CCGT,GERMANY,12,12,1.07663173599444e-11
CCGT,GERMANY,13,1,1.89221422457054e-11
CCGT,GERMANY,13,2,4.884161456689357
CCGT,GERMANY,13,3,4.884161456581017
CCGT,GERMANY,13,4,4.88416145672771
