st,n,h,td,val
AMMONIA,GERMANY,1,1,5.761947132789079e-11
AMMONIA,GERMANY,1,2,9.151328304080936e-11
AMMONIA,GERMANY,1,3,1.555725630297888e-10
AMMONIA,GERMANY,1,4,4.444930934905292e-11
AMMONIA,GERMANY,1,5,4.321460979548741e-11
AMMONIA,GERMANY,1,6,1.037150570958016e-10
AMMONIA,GERMANY,1,7,4.094016359988832e-11
AMMONIA,GERMANY,1,8,2.729344263421729e-11
AMMONIA,GERMANY,1,9,6.764027146970737e-11
AMMONIA,GERMANY,1,10,5.98356130747368e-11
AMMONIA,GERMANY,1,11,4.575664478233187e-11
AMMONIA,GERMANY,1,12,3.310054980516173e-11
AMMONIA,GERMANY,2,1,5.761947132417179e-11
AMMONIA,GERMANY,2,2,9.151328303137288e-11
AMMONIA,GERMANY,2,3,1.555725630296168e-10
AMMONIA,GERMANY,2,4,4.444930935501524e-11
AMMONIA,GERMANY,2,5,4.321460980105268e-11
AMMONIA,GERMANY,2,6,1.037150571081497e-10
AMMONIA,GERMANY,2,7,4.094016359940856e-11
AMMONIA,GERMANY,2,8,2.729344263535218e-11
AMMONIA,GERMANY,2,9,6.764027147258596e-11
AMMONIA,GERMANY,2,10,5.983561307259274e-11
AMMONIA,GERMANY,2,11,4.57566447769949e-11
AMMONIA,GERMANY,2,12,3.310054980139971e-11
AMMONIA,GERMANY,3,1,5.761947132047925e-11
AMMONIA,GERMANY,3,2,9.151328302192979e-11
AMMONIA,GERMANY,3,3,1.555725630294447e-10
AMMONIA,GERMANY,3,4,4.444930936062021e-11
AMMONIA,GERMANY,3,5,4.321460980662126e-11
AMMONIA,GERMANY,3,6,1.037150571204714e-10
AMMONIA,GERMANY,3,7,4.094016359892218e-11
AMMONIA,GERMANY,3,8,2.729344263628524e-11
AMMONIA,GERMANY,3,9,6.764027147543146e-11
AMMONIA,GERMANY,3,10,5.983561307046854e-11
AMMONIA,GERMANY,3,11,4.5756644771648e-11
AMMONIA,GERMANY,3,12,3.310054979764762e-11
AMMONIA,GERMANY,4,1,5.761947131681319e-11
AMMONIA,GERMANY,4,2,9.151328301244699e-11
AMMONIA,GERMANY,4,3,1.555725630292991e-10
AMMONIA,GERMANY,4,4,4.444930936622519e-11
AMMONIA,GERMANY,4,5,4.321460981220308e-11
AMMONIA,GERMANY,4,6,1.037150571327666e-10
AMMONIA,GERMANY,4,7,4.094016359842256e-11
AMMONIA,GERMANY,4,8,2.729344263749954e-11
AMMONIA,GERMANY,4,9,6.764027147827034e-11
AMMONIA,GERMANY,4,10,5.983561306837081e-11
AMMONIA,GERMANY,4,11,4.575664476628126e-11
AMMONIA,GERMANY,4,12,3.310054979389884e-11
AMMONIA,GERMANY,5,1,5.761947131316698e-11
AMMONIA,GERMANY,5,2,9.151328300296419e-11
AMMONIA,GERMANY,5,3,1.555725630291668e-10
AMMONIA,GERMANY,5,4,4.444930937181031e-11
AMMONIA,GERMANY,5,5,4.321460981836392e-11
AMMONIA,GERMANY,5,6,1.037150571450486e-10
AMMONIA,GERMANY,5,7,4.094016359791302e-11
AMMONIA,GERMANY,5,8,2.729344263871715e-11
AMMONIA,GERMANY,5,9,6.764027148108938e-11
AMMONIA,GERMANY,5,10,5.983561306628632e-11
AMMONIA,GERMANY,5,11,4.575664476090789e-11
AMMONIA,GERMANY,5,12,3.310054979015998e-11
AMMONIA,GERMANY,6,1,5.761947130952738e-11
AMMONIA,GERMANY,6,2,9.151328299344831e-11
AMMONIA,GERMANY,6,3,1.555725630290344e-10
AMMONIA,GERMANY,6,4,4.444930937738551e-11
AMMONIA,GERMANY,6,5,4.321460982449829e-11
AMMONIA,GERMANY,6,6,1.037150571573174e-10
AMMONIA,GERMANY,6,7,4.094016359739355e-11
AMMONIA,GERMANY,6,8,2.729344263984873e-11
AMMONIA,GERMANY,6,9,6.764027148388855e-11
AMMONIA,GERMANY,6,10,5.983561306423491e-11
AMMONIA,GERMANY,6,11,4.57566447555246e-11
AMMONIA,GERMANY,6,12,3.310054978642444e-11
AMMONIA,GERMANY,7,1,5.761947130591426e-11
AMMONIA,GERMANY,7,2,9.151328298389933e-11
AMMONIA,GERMANY,7,3,1.555725630289418e-10
AMMONIA,GERMANY,7,4,4.444930938295409e-11
AMMONIA,GERMANY,7,5,4.321460982900146e-11
AMMONIA,GERMANY,7,6,1.037150571695596e-10
AMMONIA,GERMANY,7,7,4.094016359686084e-11
AMMONIA,GERMANY,7,8,2.729344264096047e-11
AMMONIA,GERMANY,7,9,6.76402714866745e-11
AMMONIA,GERMANY,7,10,5.983561306219674e-11
AMMONIA,GERMANY,7,11,4.575664475012146e-11
AMMONIA,GERMANY,7,12,3.310054978269551e-11
AMMONIA,GERMANY,8,1,5.76194713023276e-11
AMMONIA,GERMANY,8,2,9.151328297434374e-11
AMMONIA,GERMANY,8,3,1.555725630288359e-10
AMMONIA,GERMANY,8,4,4.444930938850282e-11
