st,n,h,td,val
AMMONIA,GERMANY,1,1,1.896184670504783e-07
AMMONIA,GERMANY,1,2,3.011587540314319e-07
AMMONIA,GERMANY,1,3,5.119698403058202e-07
AMMONIA,GERMANY,1,4,1.462771129517007e-07
AMMONIA,GERMANY,1,5,1.422138686587483e-07
AMMONIA,GERMANY,1,6,3.413132687293338e-07
AMMONIA,GERMANY,1,7,1.34728944896872e-07
AMMONIA,GERMANY,1,8,8.981929745844783e-08
AMMONIA,GERMANY,1,9,2.225956518680562e-07
AMMONIA,GERMANY,1,10,1.969115071455854e-07
AMMONIA,GERMANY,1,11,1.505793853809025e-07
AMMONIA,GERMANY,1,12,1.089297636193376e-07
AMMONIA,GERMANY,2,1,1.896184670421584e-07
AMMONIA,GERMANY,2,2,3.011587540086201e-07
AMMONIA,GERMANY,2,3,5.119698403102619e-07
AMMONIA,GERMANY,2,4,1.462771129665742e-07
AMMONIA,GERMANY,2,5,1.422138686729413e-07
AMMONIA,GERMANY,2,6,3.413132687614496e-07
AMMONIA,GERMANY,2,7,1.347289448949368e-07
AMMONIA,GERMANY,2,8,8.981929746100481e-08
AMMONIA,GERMANY,2,9,2.225956518745212e-07
AMMONIA,GERMANY,2,10,1.969115071401523e-07
AMMONIA,GERMANY,2,11,1.505793853670936e-07
AMMONIA,GERMANY,2,12,1.089297636099292e-07
AMMONIA,GERMANY,3,1,1.896184670338913e-07
AMMONIA,GERMANY,3,2,3.011587539857146e-07
AMMONIA,GERMANY,3,3,5.11969840314749e-07
AMMONIA,GERMANY,3,4,1.462771129814135e-07
AMMONIA,GERMANY,3,5,1.422138686870444e-07
AMMONIA,GERMANY,3,6,3.41313268793457e-07
AMMONIA,GERMANY,3,7,1.3472894489297e-07
AMMONIA,GERMANY,3,8,8.981929746354414e-08
AMMONIA,GERMANY,3,9,2.22595651880916e-07
AMMONIA,GERMANY,3,10,1.969115071347796e-07
AMMONIA,GERMANY,3,11,1.505793853532439e-07
AMMONIA,GERMANY,3,12,1.089297636005403e-07
AMMONIA,GERMANY,4,1,1.896184670256771e-07
AMMONIA,GERMANY,4,2,3.011587539627169e-07
AMMONIA,GERMANY,4,3,5.119698403192611e-07
AMMONIA,GERMANY,4,4,1.462771129962235e-07
AMMONIA,GERMANY,4,5,1.422138687011531e-07
AMMONIA,GERMANY,4,6,3.4131326882533e-07
AMMONIA,GERMANY,4,7,1.347289448909741e-07
AMMONIA,GERMANY,4,8,8.981929746606574e-08
AMMONIA,GERMANY,4,9,2.225956518871842e-07
AMMONIA,GERMANY,4,10,1.969115071294592e-07
AMMONIA,GERMANY,4,11,1.505793853393481e-07
AMMONIA,GERMANY,4,12,1.089297635911754e-07
AMMONIA,GERMANY,5,1,1.896184670175195e-07
AMMONIA,GERMANY,5,2,3.011587539396122e-07
AMMONIA,GERMANY,5,3,5.11969840323769e-07
AMMONIA,GERMANY,5,4,1.462771130109942e-07
AMMONIA,GERMANY,5,5,1.422138687153332e-07
AMMONIA,GERMANY,5,6,3.413132688570754e-07
AMMONIA,GERMANY,5,7,1.347289448889425e-07
AMMONIA,GERMANY,5,8,8.981929746857074e-08
AMMONIA,GERMANY,5,9,2.225956518934225e-07
AMMONIA,GERMANY,5,10,1.969115071242037e-07
AMMONIA,GERMANY,5,11,1.505793853254091e-07
AMMONIA,GERMANY,5,12,1.089297635818414e-07
AMMONIA,GERMANY,6,1,1.896184670094182e-07
AMMONIA,GERMANY,6,2,3.011587539163935e-07
