pt,n,h,td,val
CCGT,GERMANY,1,1,5.834303436957335e-08
CCGT,GERMANY,1,2,2.805166582328907e-06
CCGT,GERMANY,1,3,2.553035299159543e-06
CCGT,GERMANY,1,4,3.061591115225731e-06
CCGT,GERMANY,1,5,7.144367667203154e-08
CCGT,GERMANY,1,6,2.749522151515606e-06
CCGT,GERMANY,1,7,3.083844206883534e-06
CCGT,GERMANY,1,8,3.173279089830747e-06
CCGT,GERMANY,1,9,2.927114382800796e-06
CCGT,GERMANY,1,10,6.054809785408156e-08
CCGT,GERMANY,1,11,3.053377989756116e-06
CCGT,GERMANY,1,12,3.380141778950345e-08
CCGT,GERMANY,2,1,5.834294942707609e-08
CCGT,GERMANY,2,2,2.805171753023944e-06
CCGT,GERMANY,2,3,2.553041862030493e-06
CCGT,GERMANY,2,4,3.061590962674106e-06
CCGT,GERMANY,2,5,7.257615398244698e-08
CCGT,GERMANY,2,6,2.749527510108509e-06
CCGT,GERMANY,2,7,3.083845102872892e-06
CCGT,GERMANY,2,8,3.173276928775236e-06
CCGT,GERMANY,2,9,2.927117700051764e-06
CCGT,GERMANY,2,10,6.05480737927277e-08
CCGT,GERMANY,2,11,3.053376144430842e-06
CCGT,GERMANY,2,12,3.380123591015744e-08
CCGT,GERMANY,3,1,5.834285975789194e-08
CCGT,GERMANY,3,2,2.805176734922121e-06
CCGT,GERMANY,3,3,2.553048241073278e-06
CCGT,GERMANY,3,4,3.0615905931769e-06
CCGT,GERMANY,3,5,7.25788976615314e-08
CCGT,GERMANY,3,6,2.749532712307843e-06
CCGT,GERMANY,3,7,3.083846022062856e-06
CCGT,GERMANY,3,8,3.173274632581406e-06
CCGT,GERMANY,3,9,2.927121017593447e-06
CCGT,GERMANY,3,10,6.05480480711541e-08
CCGT,GERMANY,3,11,3.053374168511964e-06
CCGT,GERMANY,3,12,3.380104757321824e-08
CCGT,GERMANY,4,1,5.834276494592492e-08
CCGT,GERMANY,4,2,2.805181483401335e-06
CCGT,GERMANY,4,3,2.553054441921203e-06
CCGT,GERMANY,4,4,3.061590141918366e-06
CCGT,GERMANY,4,5,7.258219618241114e-08
CCGT,GERMANY,4,6,2.749537819992949e-06
CCGT,GERMANY,4,7,3.083846939541826e-06
CCGT,GERMANY,4,8,3.173272505006409e-06
CCGT,GERMANY,4,9,2.927124351203066e-06
CCGT,GERMANY,4,10,6.054802111000583e-08
CCGT,GERMANY,4,11,3.053372053434962e-06
CCGT,GERMANY,4,12,3.380085160028689e-08
CCGT,GERMANY,5,1,5.834266658316354e-08
CCGT,GERMANY,5,2,2.805186086600735e-06
CCGT,GERMANY,5,3,2.553060525814441e-06
CCGT,GERMANY,5,4,3.061589422189208e-06
CCGT,GERMANY,5,5,7.297642192952604e-08
CCGT,GERMANY,5,6,2.749542927277338e-06
CCGT,GERMANY,5,7,3.08384790865313e-06
CCGT,GERMANY,5,8,3.173269838154583e-06
CCGT,GERMANY,5,9,2.927127683157764e-06
CCGT,GERMANY,5,10,6.05479944826685e-08
CCGT,GERMANY,5,11,3.053369869765203e-06
CCGT,GERMANY,5,12,3.380064871801587e-08
CCGT,GERMANY,6,1,5.834257225914119e-08
CCGT,GERMANY,6,2,2.805190981430525e-06
CCGT,GERMANY,6,3,2.553066670378104e-06
CCGT,GERMANY,6,4,3.061588935616939e-06
CCGT,GERMANY,6,5,7.337831966740936e-08
CCGT,GERMANY,6,6,2.749548089353626e-06
CCGT,GERMANY,6,7,3.083848886813122e-06
CCGT,GERMANY,6,8,3.173267271977256e-06
CCGT,GERMANY,6,9,2.927131002367276e-06
CCGT,GERMANY,6,10,6.054796803738429e-08
CCGT,GERMANY,6,11,3.053367844894145e-06
CCGT,GERMANY,6,12,3.380044336144118e-08
CCGT,GERMANY,7,1,5.834248162327412e-08
CCGT,GERMANY,7,2,2.805196146630243e-06
CCGT,GERMANY,7,3,2.553072872726324e-06
CCGT,GERMANY,7,4,3.061589043231528e-06
CCGT,GERMANY,7,5,7.259030124643192e-08
CCGT,GERMANY,7,6,2.749553389687951e-06
CCGT,GERMANY,7,7,3.083849863305751e-06
CCGT,GERMANY,7,8,3.173264744810512e-06
CCGT,GERMANY,7,9,2.927134324782345e-06
CCGT,GERMANY,7,10,6.054794133541739e-08
CCGT,GERMANY,7,11,3.053365990155144e-06
CCGT,GERMANY,7,12,3.380023547308937e-08
CCGT,GERMANY,8,1,5.834239231436341e-08
CCGT,GERMANY,8,2,2.805201451917931e-06
CCGT,GERMANY,8,3,2.553079109815766e-06
CCGT,GERMANY,8,4,3.061589004312507e-06
CCGT,GERMANY,8,5,7.298459104554218e-08
CCGT,GERMANY,8,6,2.307558919025478e-06
CCGT,GERMANY,8,7,3.083850817151448e-06
CCGT,GERMANY,8,8,7.153101401477651e-08
CCGT,GERMANY,8,9,2.927137461219272e-06
CCGT,GERMANY,8,10,6.054791420899312e-08
CCGT,GERMANY,8,11,3.053364226263838e-06
CCGT,GERMANY,8,12,3.380002340116392e-08
CCGT,GERMANY,9,1,5.834230398197367e-08
CCGT,GERMANY,9,2,2.805206892653666e-06
CCGT,GERMANY,9,3,2.553084923597456e-06
CCGT,GERMANY,9,4,3.061589335038892e-06
CCGT,GERMANY,9,5,7.257877286858485e-08
CCGT,GERMANY,9,6,1.684776216626827e-07
CCGT,GERMANY,9,7,3.083851609914929e-06
CCGT,GERMANY,9,8,4.628538887931508e-08
CCGT,GERMANY,9,9,2.927140555518394e-06
CCGT,GERMANY,9,10,6.054788655574895e-08
CCGT,GERMANY,9,11,3.053362534355255e-06
CCGT,GERMANY,9,12,3.37998065061263e-08
CCGT,GERMANY,10,1,5.834221607973118e-08
CCGT,GERMANY,10,2,2.805212394875696e-06
CCGT,GERMANY,10,3,2.553090625446428e-06
CCGT,GERMANY,10,4,3.061590155752185e-06
CCGT,GERMANY,10,5,7.257869799972622e-08
CCGT,GERMANY,10,6,1.684775754168997e-07
CCGT,GERMANY,10,7,3.083853227137318e-06
CCGT,GERMANY,10,8,4.628512170968612e-08
CCGT,GERMANY,10,9,2.927143935439493e-06
CCGT,GERMANY,10,10,6.054785844359736e-08
CCGT,GERMANY,10,11,3.053360876803549e-06
CCGT,GERMANY,10,12,3.379958474088207e-08
CCGT,GERMANY,11,1,5.834212799210979e-08
CCGT,GERMANY,11,2,2.805217875440196e-06
CCGT,GERMANY,11,3,2.553096411764227e-06
CCGT,GERMANY,11,4,2.891164507058742e-06
CCGT,GERMANY,11,5,7.257866891503052e-08
CCGT,GERMANY,11,6,1.684782584106976e-07
CCGT,GERMANY,11,7,3.083854280497814e-06
CCGT,GERMANY,11,8,4.628499584481435e-08
CCGT,GERMANY,11,9,2.92714721020612e-06
CCGT,GERMANY,11,10,6.054783024752464e-08
CCGT,GERMANY,11,11,3.053359221899098e-06
CCGT,GERMANY,11,12,3.379935969234811e-08
CCGT,GERMANY,12,1,5.834203922491229e-08
CCGT,GERMANY,12,2,2.805223395250455e-06
CCGT,GERMANY,12,3,2.553102240532624e-06
CCGT,GERMANY,12,4,2.891494617749626e-06
CCGT,GERMANY,12,5,4.397922598786237e-08
CCGT,GERMANY,12,6,1.684786731230444e-07
CCGT,GERMANY,12,7,3.083854704547037e-06
CCGT,GERMANY,12,8,4.628484598208448e-08
CCGT,GERMANY,12,9,2.927150492238595e-06
CCGT,GERMANY,12,10,6.054779998683815e-08
CCGT,GERMANY,12,11,3.053357532362946e-06
CCGT,GERMANY,12,12,3.37991227720818e-08
CCGT,GERMANY,13,1,5.834194967865095e-08
CCGT,GERMANY,13,2,2.805228992844464e-06
CCGT,GERMANY,13,3,2.553108095552372e-06
CCGT,GERMANY,13,4,2.891815231397398e-06
CCGT,GERMANY,13,5,4.39792077114183e-08
CCGT,GERMANY,13,6,1.684789869700379e-07
CCGT,GERMANY,13,7,2.646180191350103e-06
CCGT,GERMANY,13,8,4.532997704006318e-08
CCGT,GERMANY,13,9,2.927153668334372e-06
CCGT,GERMANY,13,10,6.054776816713743e-08
CCGT,GERMANY,13,11,3.053355784431015e-06
CCGT,GERMANY,13,12,3.379888093028077e-08
CCGT,GERMANY,14,1,5.834185879735877e-08
CCGT,GERMANY,14,2,2.805234557686976e-06
CCGT,GERMANY,14,3,2.553113888979528e-06
CCGT,GERMANY,14,4,2.892135331523485e-06
CCGT,GERMANY,14,5,4.397920057878348e-08
CCGT,GERMANY,14,6,1.684793220110323e-07
CCGT,GERMANY,14,7,2.735261258613673e-06
CCGT,GERMANY,14,8,2.793609785483803e-08
CCGT,GERMANY,14,9,2.927157078232399e-06
CCGT,GERMANY,14,10,6.054773444520728e-08
CCGT,GERMANY,14,11,3.053353962397897e-06
CCGT,GERMANY,14,12,3.379907974012314e-08
CCGT,GERMANY,15,1,5.834176678240068e-08
CCGT,GERMANY,15,2,2.80524023459015e-06
CCGT,GERMANY,15,3,2.553119626206151e-06
CCGT,GERMANY,15,4,2.892455822464246e-06
CCGT,GERMANY,15,5,4.397919847573349e-08
CCGT,GERMANY,15,6,1.684796564375902e-07
CCGT,GERMANY,15,7,2.806543429923588e-06
CCGT,GERMANY,15,8,2.793605120062819e-08
CCGT,GERMANY,15,9,2.927160524703411e-06
