ct,n,h,td,val
ELECTRICITY,GERMANY,1,1,71.12971692847904
ELECTRICITY,GERMANY,1,2,65.30667478966221
ELECTRICITY,GERMANY,1,3,65.2192206349409
ELECTRICITY,GERMANY,1,4,62.41210637847829
ELECTRICITY,GERMANY,1,5,65.33113567027625
ELECTRICITY,GERMANY,1,6,60.29679250380527
ELECTRICITY,GERMANY,1,7,60.75552221342198
ELECTRICITY,GERMANY,1,8,60.69354305233245
ELECTRICITY,GERMANY,1,9,62.00139925713225
ELECTRICITY,GERMANY,1,10,67.49098283591319
ELECTRICITY,GERMANY,1,11,61.93354586219305
ELECTRICITY,GERMANY,1,12,68.60345786299126
ELECTRICITY,GERMANY,2,1,70.54103718968587
ELECTRICITY,GERMANY,2,2,64.63095807503203
ELECTRICITY,GERMANY,2,3,64.79231968207993
ELECTRICITY,GERMANY,2,4,62.47541396301426
ELECTRICITY,GERMANY,2,5,65.37295964643664
ELECTRICITY,GERMANY,2,6,60.65823770820512
ELECTRICITY,GERMANY,2,7,60.8151037280446
ELECTRICITY,GERMANY,2,8,60.73424310110844
ELECTRICITY,GERMANY,2,9,62.03196924954349
ELECTRICITY,GERMANY,2,10,67.6673465668453
ELECTRICITY,GERMANY,2,11,61.45215839344738
ELECTRICITY,GERMANY,2,12,68.22359733088659
ELECTRICITY,GERMANY,3,1,70.53298820005844
ELECTRICITY,GERMANY,3,2,64.31620703550988
ELECTRICITY,GERMANY,3,3,64.94439040903761
ELECTRICITY,GERMANY,3,4,62.98904977666787
ELECTRICITY,GERMANY,3,5,66.09570339816824
ELECTRICITY,GERMANY,3,6,61.15413093805515
ELECTRICITY,GERMANY,3,7,61.45173880531338
ELECTRICITY,GERMANY,3,8,61.09412700752426
ELECTRICITY,GERMANY,3,9,62.41037780267335
ELECTRICITY,GERMANY,3,10,68.37273658539851
ELECTRICITY,GERMANY,3,11,61.28084655361737
ELECTRICITY,GERMANY,3,12,68.36672663436696
ELECTRICITY,GERMANY,4,1,70.76842114813776
ELECTRICITY,GERMANY,4,2,64.35462932008915
ELECTRICITY,GERMANY,4,3,65.16323559000969
ELECTRICITY,GERMANY,4,4,64.4894369924766
ELECTRICITY,GERMANY,4,5,67.78557266258524
ELECTRICITY,GERMANY,4,6,62.70588772934936
ELECTRICITY,GERMANY,4,7,62.80826723330206
ELECTRICITY,GERMANY,4,8,62.99493549860659
ELECTRICITY,GERMANY,4,9,64.40857636550382
ELECTRICITY,GERMANY,4,10,69.82811064711923
ELECTRICITY,GERMANY,4,11,61.11498935949227
ELECTRICITY,GERMANY,4,12,68.93976311003996
ELECTRICITY,GERMANY,5,1,72.01400231692061
ELECTRICITY,GERMANY,5,2,65.31824343384159
ELECTRICITY,GERMANY,5,3,66.63143440204367
ELECTRICITY,GERMANY,5,4,68.00732382514941
ELECTRICITY,GERMANY,5,5,70.55443305110414
ELECTRICITY,GERMANY,5,6,66.10940682570615
ELECTRICITY,GERMANY,5,7,66.06984565900761
ELECTRICITY,GERMANY,5,8,66.40702228463428
ELECTRICITY,GERMANY,5,9,67.71313260407076
ELECTRICITY,GERMANY,5,10,73.9280971112483
ELECTRICITY,GERMANY,5,11,61.00841397418163
ELECTRICITY,GERMANY,5,12,70.59052100244017
ELECTRICITY,GERMANY,6,1,75.57165594669426
ELECTRICITY,GERMANY,6,2,68.58677503429142
ELECTRICITY,GERMANY,6,3,70.22442751019098
ELECTRICITY,GERMANY,6,4,70.18031081518266
ELECTRICITY,GERMANY,6,5,72.88710328537341
ELECTRICITY,GERMANY,6,6,68.67279060118999
ELECTRICITY,GERMANY,6,7,68.68405953951962
ELECTRICITY,GERMANY,6,8,68.87760955029607
ELECTRICITY,GERMANY,6,9,70.10154812886584
ELECTRICITY,GERMANY,6,10,76.78185351412908
ELECTRICITY,GERMANY,6,11,61.73568008777741
ELECTRICITY,GERMANY,6,12,74.74717770720491
