st,n,h,td,val
AMMONIA,GERMANY,1,1,2.170413077093029e-09
AMMONIA,GERMANY,1,2,3.44712680675414e-09
AMMONIA,GERMANY,1,3,5.860115032407012e-09
AMMONIA,GERMANY,1,4,1.674318688256182e-09
AMMONIA,GERMANY,1,5,1.627809933102938e-09
AMMONIA,GERMANY,1,6,3.906743654659355e-09
AMMONIA,GERMANY,1,7,1.542135950274005e-09
AMMONIA,GERMANY,1,8,1.028090634966888e-09
AMMONIA,GERMANY,1,9,2.547876806123996e-09
AMMONIA,GERMANY,1,10,2.253890719292418e-09
AMMONIA,GERMANY,1,11,1.723563491787368e-09
AMMONIA,GERMANY,1,12,1.246833116929721e-09
AMMONIA,GERMANY,2,1,2.170413076969439e-09
AMMONIA,GERMANY,2,2,3.447126806489482e-09
AMMONIA,GERMANY,2,3,5.860115032275199e-09
AMMONIA,GERMANY,2,4,1.674318688395473e-09
AMMONIA,GERMANY,2,5,1.627809933260334e-09
AMMONIA,GERMANY,2,6,3.906743654983523e-09
AMMONIA,GERMANY,2,7,1.542135950274848e-09
AMMONIA,GERMANY,2,8,1.028090635007837e-09
AMMONIA,GERMANY,2,9,2.547876806230028e-09
AMMONIA,GERMANY,2,10,2.253890719217065e-09
AMMONIA,GERMANY,2,11,1.723563491638803e-09
AMMONIA,GERMANY,2,12,1.24683311682387e-09
AMMONIA,GERMANY,3,1,2.170413076846351e-09
AMMONIA,GERMANY,3,2,3.447126806223619e-09
AMMONIA,GERMANY,3,3,5.860115032142718e-09
AMMONIA,GERMANY,3,4,1.674318688534317e-09
AMMONIA,GERMANY,3,5,1.627809933421489e-09
AMMONIA,GERMANY,3,6,3.9067436553057e-09
AMMONIA,GERMANY,3,7,1.542135950275298e-09
AMMONIA,GERMANY,3,8,1.028090635048569e-09
AMMONIA,GERMANY,3,9,2.547876806335225e-09
AMMONIA,GERMANY,3,10,2.253890719141996e-09
AMMONIA,GERMANY,3,11,1.723563491489639e-09
AMMONIA,GERMANY,3,12,1.246833116718205e-09
AMMONIA,GERMANY,4,1,2.170413076723819e-09
AMMONIA,GERMANY,4,2,3.447126805956321e-09
AMMONIA,GERMANY,4,3,5.860115032009429e-09
AMMONIA,GERMANY,4,4,1.674318688672707e-09
AMMONIA,GERMANY,4,5,1.627809933578797e-09
AMMONIA,GERMANY,4,6,3.906743655625832e-09
AMMONIA,GERMANY,4,7,1.542135950275328e-09
AMMONIA,GERMANY,4,8,1.02809063506901e-09
AMMONIA,GERMANY,4,9,2.547876806439132e-09
AMMONIA,GERMANY,4,10,2.253890719068149e-09
AMMONIA,GERMANY,4,11,1.723563491339734e-09
AMMONIA,GERMANY,4,12,1.246833116612734e-09
AMMONIA,GERMANY,5,1,2.170413076601826e-09
AMMONIA,GERMANY,5,2,3.447126805687401e-09
AMMONIA,GERMANY,5,3,5.860115031874407e-09
AMMONIA,GERMANY,5,4,1.674318688810555e-09
AMMONIA,GERMANY,5,5,1.627809933736309e-09
AMMONIA,GERMANY,5,6,3.906743655942325e-09
AMMONIA,GERMANY,5,7,1.542135950274926e-09
AMMONIA,GERMANY,5,8,1.028090635129464e-09
AMMONIA,GERMANY,5,9,2.547876806541537e-09
