st,n,h,td,val
AMMONIA,GERMANY,1,1,7.759605564795965e-11
AMMONIA,GERMANY,1,2,1.232407994013375e-10
AMMONIA,GERMANY,1,3,2.095093412734313e-10
AMMONIA,GERMANY,1,4,5.985981614980167e-11
AMMONIA,GERMANY,1,5,5.819704681712518e-11
AMMONIA,GERMANY,1,6,1.396729061108893e-10
AMMONIA,GERMANY,1,7,5.513405164894489e-11
AMMONIA,GERMANY,1,8,3.675603455927238e-11
AMMONIA,GERMANY,1,9,9.109104272584717e-11
AMMONIA,GERMANY,1,10,8.058052703797276e-11
AMMONIA,GERMANY,1,11,6.16204027783431e-11
AMMONIA,GERMANY,1,12,4.457645992671615e-11
AMMONIA,GERMANY,2,1,7.759605564402227e-11
AMMONIA,GERMANY,2,2,1.232407993923245e-10
AMMONIA,GERMANY,2,3,2.095093412713137e-10
AMMONIA,GERMANY,2,4,5.985981615483755e-11
AMMONIA,GERMANY,2,5,5.819704682251178e-11
AMMONIA,GERMANY,2,6,1.396729061222713e-10
AMMONIA,GERMANY,2,7,5.513405164876622e-11
AMMONIA,GERMANY,2,8,3.675603456055948e-11
AMMONIA,GERMANY,2,9,9.10910427291559e-11
AMMONIA,GERMANY,2,10,8.058052703553092e-11
AMMONIA,GERMANY,2,11,6.162040277318149e-11
AMMONIA,GERMANY,2,12,4.457645992310303e-11
AMMONIA,GERMANY,3,1,7.759605564011798e-11
AMMONIA,GERMANY,3,2,1.232407993832851e-10
AMMONIA,GERMANY,3,3,2.095093412691961e-10
AMMONIA,GERMANY,3,4,5.985981615984695e-11
AMMONIA,GERMANY,3,5,5.819704682801087e-11
AMMONIA,GERMANY,3,6,1.396729061336401e-10
AMMONIA,GERMANY,3,7,5.513405164857431e-11
AMMONIA,GERMANY,3,8,3.675603456183002e-11
AMMONIA,GERMANY,3,9,9.109104273239844e-11
AMMONIA,GERMANY,3,10,8.058052703312879e-11
AMMONIA,GERMANY,3,11,6.162040276803312e-11
AMMONIA,GERMANY,3,12,4.45764599194899e-11
AMMONIA,GERMANY,4,1,7.759605563622031e-11
AMMONIA,GERMANY,4,2,1.232407993742324e-10
AMMONIA,GERMANY,4,3,2.09509341267105e-10
AMMONIA,GERMANY,4,4,5.985981616486297e-11
AMMONIA,GERMANY,4,5,5.819704683339086e-11
AMMONIA,GERMANY,4,6,1.396729061449691e-10
AMMONIA,GERMANY,4,7,5.513405164836256e-11
AMMONIA,GERMANY,4,8,3.675603456226347e-11
AMMONIA,GERMANY,4,9,9.109104273565423e-11
AMMONIA,GERMANY,4,10,8.058052703072665e-11
AMMONIA,GERMANY,4,11,6.162040276285166e-11
AMMONIA,GERMANY,4,12,4.45764599158834e-11
AMMONIA,GERMANY,5,1,7.759605563234248e-11
AMMONIA,GERMANY,5,2,1.2324079936514e-10
AMMONIA,GERMANY,5,3,2.095093412649345e-10
AMMONIA,GERMANY,5,4,5.985981616985915e-11
AMMONIA,GERMANY,5,5,5.819704683877084e-11
AMMONIA,GERMANY,5,6,1.396729061562717e-10
AMMONIA,GERMANY,5,7,5.51340516481508e-11
AMMONIA,GERMANY,5,8,3.675603456436781e-11
AMMONIA,GERMANY,5,9,9.109104273889678e-11
AMMONIA,GERMANY,5,10,8.058052702837084e-11
AMMONIA,GERMANY,5,11,6.16204027576702e-11
AMMONIA,GERMANY,5,12,4.457645991227689e-11
AMMONIA,GERMANY,6,1,7.759605562849113e-11
AMMONIA,GERMANY,6,2,1.232407993560344e-10
AMMONIA,GERMANY,6,3,2.095093412628169e-10
AMMONIA,GERMANY,6,4,5.985981617483546e-11
AMMONIA,GERMANY,6,5,5.819704684417729e-11
AMMONIA,GERMANY,6,6,1.396729061675876e-10
AMMONIA,GERMANY,6,7,5.513405164791919e-11
AMMONIA,GERMANY,6,8,3.675603456562844e-11
AMMONIA,GERMANY,6,9,9.109104274209962e-11
AMMONIA,GERMANY,6,10,8.058052702601503e-11
AMMONIA,GERMANY,6,11,6.162040275246889e-11
