j,n,h,td,val
BATT_LI,GERMANY,1,1,2.251301528792946e-09
BATT_LI,GERMANY,1,2,2.250538804927472e-09
BATT_LI,GERMANY,1,3,2.250643306536314e-09
BATT_LI,GERMANY,1,4,2.16976112773538e-09
BATT_LI,GERMANY,1,5,2.357847633976898e-09
BATT_LI,GERMANY,1,6,2.11248588708916e-09
BATT_LI,GERMANY,1,7,2.216820760344401e-09
BATT_LI,GERMANY,1,8,1.902465494259903e-09
BATT_LI,GERMANY,1,9,2.252097947585652e-09
BATT_LI,GERMANY,1,10,2.25130153335443e-09
BATT_LI,GERMANY,1,11,2.253353234835911e-09
BATT_LI,GERMANY,1,12,2.266247375623138e-09
BATT_LI,GERMANY,2,1,2.237095475245989e-09
BATT_LI,GERMANY,2,2,2.234494865177171e-09
BATT_LI,GERMANY,2,3,2.235229100349426e-09
BATT_LI,GERMANY,2,4,2.06827480829247e-09
BATT_LI,GERMANY,2,5,2.421190852218873e-09
BATT_LI,GERMANY,2,6,1.947748602476031e-09
BATT_LI,GERMANY,2,7,2.164316851073189e-09
BATT_LI,GERMANY,2,8,1.517742290679994e-09
BATT_LI,GERMANY,2,9,2.237225206201268e-09
BATT_LI,GERMANY,2,10,2.237095483223557e-09
BATT_LI,GERMANY,2,11,2.238951284648921e-09
BATT_LI,GERMANY,2,12,2.268622925482873e-09
BATT_LI,GERMANY,3,1,2.226910413982008e-09
BATT_LI,GERMANY,3,2,2.221829616506413e-09
BATT_LI,GERMANY,3,3,2.223517933136204e-09
BATT_LI,GERMANY,3,4,1.962056469046764e-09
BATT_LI,GERMANY,3,5,2.225808508711446e-09
BATT_LI,GERMANY,3,6,1.763389374537848e-09
BATT_LI,GERMANY,3,7,2.111583632206475e-09
BATT_LI,GERMANY,3,8,1.087457297079765e-09
BATT_LI,GERMANY,3,9,2.225607253394128e-09
BATT_LI,GERMANY,3,10,2.226910426560024e-09
BATT_LI,GERMANY,3,11,2.227297894336325e-09
BATT_LI,GERMANY,3,12,2.278487344701919e-09
BATT_LI,GERMANY,4,1,2.219612887070446e-09
BATT_LI,GERMANY,4,2,2.211636367409034e-09
BATT_LI,GERMANY,4,3,2.214484719610583e-09
BATT_LI,GERMANY,4,4,1.846085319847813e-09
BATT_LI,GERMANY,4,5,2.033413485503739e-09
BATT_LI,GERMANY,4,6,1.543133475116644e-09
BATT_LI,GERMANY,4,7,2.056587817793278e-09
BATT_LI,GERMANY,4,8,1.482192316856491e-09
BATT_LI,GERMANY,4,9,2.216552620497442e-09
BATT_LI,GERMANY,4,10,2.219612900676336e-09
BATT_LI,GERMANY,4,11,2.217901578011033e-09
BATT_LI,GERMANY,4,12,2.296911614454514e-09
BATT_LI,GERMANY,5,1,2.214392113989739e-09
BATT_LI,GERMANY,5,2,2.203186722484875e-09
BATT_LI,GERMANY,5,3,2.207340159094073e-09
BATT_LI,GERMANY,5,4,1.714397503368541e-09
BATT_LI,GERMANY,5,5,1.828405197749313e-09
BATT_LI,GERMANY,5,6,1.264902885982957e-09
BATT_LI,GERMANY,5,7,1.997177544566768e-09
BATT_LI,GERMANY,5,8,9.102044870736157e-10
BATT_LI,GERMANY,5,9,2.209523405853383e-09
BATT_LI,GERMANY,5,10,2.21439212421512e-09
BATT_LI,GERMANY,5,11,2.210366921895488e-09
BATT_LI,GERMANY,5,12,2.325899045700175e-09
BATT_LI,GERMANY,6,1,2.210668733299404e-09
BATT_LI,GERMANY,6,2,2.195877614698512e-09
BATT_LI,GERMANY,6,3,2.201460737243457e-09
BATT_LI,GERMANY,6,4,1.559238223753769e-09
BATT_LI,GERMANY,6,5,1.593270389597734e-09
BATT_LI,GERMANY,6,6,8.952927323871796e-10
BATT_LI,GERMANY,6,7,1.930962800461819e-09
BATT_LI,GERMANY,6,8,2.358352256921008e-10
BATT_LI,GERMANY,6,9,2.204102552948836e-09
BATT_LI,GERMANY,6,10,2.21066874064085e-09
BATT_LI,GERMANY,6,11,2.204377322845816e-09
BATT_LI,GERMANY,6,12,2.368590611455252e-09
BATT_LI,GERMANY,7,1,2.20802990237063e-09
BATT_LI,GERMANY,7,2,2.189187783647153e-09
BATT_LI,GERMANY,7,3,2.196333782201355e-09
BATT_LI,GERMANY,7,4,1.369443390503056e-09
BATT_LI,GERMANY,7,5,1.305486471579439e-09
BATT_LI,GERMANY,7,6,3.790133089271306e-10
BATT_LI,GERMANY,7,7,1.855159369194775e-09
