st,n,h,td,val
AMMONIA,GERMANY,1,1,1.048311578098041e-10
AMMONIA,GERMANY,1,2,1.664965518273428e-10
AMMONIA,GERMANY,1,3,2.830441136751078e-10
AMMONIA,GERMANY,1,4,8.086975250256202e-11
AMMONIA,GERMANY,1,5,7.862337504497931e-11
AMMONIA,GERMANY,1,6,1.886960915501912e-10
AMMONIA,GERMANY,1,7,7.448531276448415e-11
AMMONIA,GERMANY,1,8,4.965687532430427e-11
AMMONIA,GERMANY,1,9,1.23062691768546e-10
AMMONIA,GERMANY,1,10,1.088631358563792e-10
AMMONIA,GERMANY,1,11,8.324828010275226e-11
AMMONIA,GERMANY,1,12,6.022215782094543e-11
AMMONIA,GERMANY,2,1,1.048311578043381e-10
AMMONIA,GERMANY,2,2,1.664965518150079e-10
AMMONIA,GERMANY,2,3,2.830441136716932e-10
AMMONIA,GERMANY,2,4,8.08697525093449e-11
AMMONIA,GERMANY,2,5,7.862337505232468e-11
AMMONIA,GERMANY,2,6,1.886960915656496e-10
AMMONIA,GERMANY,2,7,7.448531276429224e-11
AMMONIA,GERMANY,2,8,4.965687532609098e-11
AMMONIA,GERMANY,2,9,1.230626917731518e-10
AMMONIA,GERMANY,2,10,1.088631358530043e-10
AMMONIA,GERMANY,2,11,8.324828009573777e-11
AMMONIA,GERMANY,2,12,6.022215781599558e-11
AMMONIA,GERMANY,3,1,1.048311577988986e-10
AMMONIA,GERMANY,3,2,1.664965518025936e-10
AMMONIA,GERMANY,3,3,2.830441136682522e-10
AMMONIA,GERMANY,3,4,8.086975251611455e-11
AMMONIA,GERMANY,3,5,7.862337505986195e-11
AMMONIA,GERMANY,3,6,1.886960915810814e-10
AMMONIA,GERMANY,3,7,7.448531276410034e-11
AMMONIA,GERMANY,3,8,4.965687532787769e-11
AMMONIA,GERMANY,3,9,1.230626917777178e-10
AMMONIA,GERMANY,3,10,1.088631358496692e-10
AMMONIA,GERMANY,3,11,8.324828008870342e-11
AMMONIA,GERMANY,3,12,6.022215781104573e-11
AMMONIA,GERMANY,4,1,1.048311577934723e-10
AMMONIA,GERMANY,4,2,1.664965517901792e-10
AMMONIA,GERMANY,4,3,2.830441136648376e-10
AMMONIA,GERMANY,4,4,8.086975252286434e-11
AMMONIA,GERMANY,4,5,7.862337506721393e-11
AMMONIA,GERMANY,4,6,1.886960915964604e-10
AMMONIA,GERMANY,4,7,7.44853127638952e-11
AMMONIA,GERMANY,4,8,4.965687532863208e-11
AMMONIA,GERMANY,4,9,1.230626917822574e-10
AMMONIA,GERMANY,4,10,1.088631358463604e-10
AMMONIA,GERMANY,4,11,8.324828008164923e-11
AMMONIA,GERMANY,4,12,6.022215780612897e-11
AMMONIA,GERMANY,5,1,1.048311577880857e-10
AMMONIA,GERMANY,5,2,1.664965517777385e-10
