st,n,h,td,val
AMMONIA,GERMANY,1,1,1.642409268081279e-09
AMMONIA,GERMANY,1,2,2.608533305213202e-09
AMMONIA,GERMANY,1,3,4.434502400159242e-09
AMMONIA,GERMANY,1,4,1.267000876221366e-09
AMMONIA,GERMANY,1,5,1.231806654947744e-09
AMMONIA,GERMANY,1,6,2.956335064732601e-09
AMMONIA,GERMANY,1,7,1.166976062253367e-09
AMMONIA,GERMANY,1,8,7.779838799296687e-10
AMMONIA,GERMANY,1,9,1.928047108607439e-09
AMMONIA,GERMANY,1,10,1.705579512743914e-09
AMMONIA,GERMANY,1,11,1.304267264858903e-09
AMMONIA,GERMANY,1,12,9.435122746866058e-10
AMMONIA,GERMANY,2,1,1.642409272461393e-09
AMMONIA,GERMANY,2,2,2.608533285141486e-09
AMMONIA,GERMANY,2,3,4.434502450874916e-09
AMMONIA,GERMANY,2,4,1.267000881896857e-09
AMMONIA,GERMANY,2,5,1.231806660781525e-09
AMMONIA,GERMANY,2,6,2.956335055370982e-09
AMMONIA,GERMANY,2,7,1.166976068173862e-09
AMMONIA,GERMANY,2,8,7.779838814225643e-10
AMMONIA,GERMANY,2,9,1.928047121433741e-09
AMMONIA,GERMANY,2,10,1.705579520277107e-09
AMMONIA,GERMANY,2,11,1.304267272960191e-09
AMMONIA,GERMANY,2,12,9.435122767496074e-10
AMMONIA,GERMANY,3,1,1.642409275025414e-09
AMMONIA,GERMANY,3,2,2.608533268152017e-09
AMMONIA,GERMANY,3,3,4.434502512841517e-09
AMMONIA,GERMANY,3,4,1.267000884324507e-09
AMMONIA,GERMANY,3,5,1.231806663928305e-09
AMMONIA,GERMANY,3,6,2.95633504893819e-09
AMMONIA,GERMANY,3,7,1.166976070969283e-09
AMMONIA,GERMANY,3,8,7.779838819683447e-10
AMMONIA,GERMANY,3,9,1.928047127449052e-09
AMMONIA,GERMANY,3,10,1.705579518975271e-09
AMMONIA,GERMANY,3,11,1.304267278256794e-09
AMMONIA,GERMANY,3,12,9.435122780973163e-10
AMMONIA,GERMANY,4,1,1.642409275635331e-09
AMMONIA,GERMANY,4,2,2.6085332642563e-09
AMMONIA,GERMANY,4,3,4.434502585823147e-09
AMMONIA,GERMANY,4,4,1.26700088213265e-09
AMMONIA,GERMANY,4,5,1.231806664911604e-09
AMMONIA,GERMANY,4,6,2.956335048150026e-09
AMMONIA,GERMANY,4,7,1.166976068585732e-09
AMMONIA,GERMANY,4,8,7.779838801420093e-10
AMMONIA,GERMANY,4,9,1.928047123210287e-09
AMMONIA,GERMANY,4,10,1.705579526582368e-09
AMMONIA,GERMANY,4,11,1.304267279446716e-09
AMMONIA,GERMANY,4,12,9.435122785911365e-10
AMMONIA,GERMANY,5,1,1.64240927475897e-09
AMMONIA,GERMANY,5,2,2.608533275994271e-09
AMMONIA,GERMANY,5,3,4.434502669587082e-09
AMMONIA,GERMANY,5,4,1.267000874561075e-09
AMMONIA,GERMANY,5,5,1.231806657571323e-09
AMMONIA,GERMANY,5,6,2.956335052408907e-09
AMMONIA,GERMANY,5,7,1.166976061461762e-09
AMMONIA,GERMANY,5,8,7.779838749685703e-10
AMMONIA,GERMANY,5,9,1.928047105874911e-09
AMMONIA,GERMANY,5,10,1.705579525278043e-09
AMMONIA,GERMANY,5,11,1.304267278518421e-09
AMMONIA,GERMANY,5,12,9.435122778431534e-10
AMMONIA,GERMANY,6,1,1.642409272803382e-09
AMMONIA,GERMANY,6,2,2.608533298311048e-09
AMMONIA,GERMANY,6,3,4.434502766598824e-09
AMMONIA,GERMANY,6,4,1.26700085899298e-09
AMMONIA,GERMANY,6,5,1.231806637873889e-09
AMMONIA,GERMANY,6,6,2.956335068378125e-09
AMMONIA,GERMANY,6,7,1.166976047006297e-09
AMMONIA,GERMANY,6,8,7.779838625061216e-10
AMMONIA,GERMANY,6,9,1.928047070810182e-09
AMMONIA,GERMANY,6,10,1.70557951806794e-09
AMMONIA,GERMANY,6,11,1.30426727538874e-09
AMMONIA,GERMANY,6,12,9.43512275591687e-10
AMMONIA,GERMANY,7,1,1.642409269610703e-09
AMMONIA,GERMANY,7,2,2.60853332901864e-09
AMMONIA,GERMANY,7,3,4.434502880348149e-09
AMMONIA,GERMANY,7,4,1.267000821919936e-09
AMMONIA,GERMANY,7,5,1.231806596344287e-09
AMMONIA,GERMANY,7,6,2.956335092981044e-09
AMMONIA,GERMANY,7,7,1.166976020212898e-09
AMMONIA,GERMANY,7,8,7.779838348473989e-10
AMMONIA,GERMANY,7,9,1.92804700389585e-09
AMMONIA,GERMANY,7,10,1.705579504325942e-09
AMMONIA,GERMANY,7,11,1.30426726994793e-09
AMMONIA,GERMANY,7,12,9.435122716025853e-10
AMMONIA,GERMANY,8,1,1.642409265116982e-09
AMMONIA,GERMANY,8,2,2.608533371978562e-09
AMMONIA,GERMANY,8,3,4.434503018738933e-09
AMMONIA,GERMANY,8,4,1.267000772817595e-09
AMMONIA,GERMANY,8,5,1.231806563223234e-09
AMMONIA,GERMANY,8,6,2.956335119328004e-09
AMMONIA,GERMANY,8,7,1.16697598742727e-09
AMMONIA,GERMANY,8,8,7.779838057064479e-10
AMMONIA,GERMANY,8,9,1.928046936268527e-09
AMMONIA,GERMANY,8,10,1.705579475988984e-09
AMMONIA,GERMANY,8,11,1.304267260658096e-09
AMMONIA,GERMANY,8,12,9.435122657192268e-10
AMMONIA,GERMANY,9,1,1.642409259168905e-09
AMMONIA,GERMANY,9,2,2.608533432151995e-09
AMMONIA,GERMANY,9,3,4.434503226261582e-09
AMMONIA,GERMANY,9,4,1.267000745470078e-09
AMMONIA,GERMANY,9,5,1.231806548198723e-09
AMMONIA,GERMANY,9,6,2.95633514345055e-09
AMMONIA,GERMANY,9,7,1.166975954154863e-09
AMMONIA,GERMANY,9,8,7.779837829937095e-10
AMMONIA,GERMANY,9,9,1.928046895536142e-09
AMMONIA,GERMANY,9,10,1.705579431337271e-09
AMMONIA,GERMANY,9,11,1.304267240414273e-09
AMMONIA,GERMANY,9,12,9.435122549055277e-10
AMMONIA,GERMANY,10,1,1.64240924857464e-09
AMMONIA,GERMANY,10,2,2.608533507304781e-09
AMMONIA,GERMANY,10,3,4.434503363908247e-09
AMMONIA,GERMANY,10,4,1.267000733418546e-09
AMMONIA,GERMANY,10,5,1.231806517000329e-09
AMMONIA,GERMANY,10,6,2.956335161626288e-09
AMMONIA,GERMANY,10,7,1.166975939193773e-09
AMMONIA,GERMANY,10,8,7.779837741831374e-10
AMMONIA,GERMANY,10,9,1.928046860269767e-09
AMMONIA,GERMANY,10,10,1.705579395893284e-09
AMMONIA,GERMANY,10,11,1.304267207873809e-09
AMMONIA,GERMANY,10,12,9.435122407253227e-10
AMMONIA,GERMANY,11,1,1.642409237220852e-09
AMMONIA,GERMANY,11,2,2.608533571029929e-09
AMMONIA,GERMANY,11,3,4.434503426817596e-09
AMMONIA,GERMANY,11,4,1.267000727378142e-09
AMMONIA,GERMANY,11,5,1.231806513858472e-09
AMMONIA,GERMANY,11,6,2.95633518700689e-09
AMMONIA,GERMANY,11,7,1.166975933747351e-09
AMMONIA,GERMANY,11,8,7.779837715752289e-10
AMMONIA,GERMANY,11,9,1.92804684952256e-09
AMMONIA,GERMANY,11,10,1.705579385491666e-09
AMMONIA,GERMANY,11,11,1.304267176809934e-09
AMMONIA,GERMANY,11,12,9.435122231315484e-10
AMMONIA,GERMANY,12,1,1.642409229772573e-09
AMMONIA,GERMANY,12,2,2.608533605424549e-09
AMMONIA,GERMANY,12,3,4.434503471683237e-09
AMMONIA,GERMANY,12,4,1.267000727201324e-09
AMMONIA,GERMANY,12,5,1.231806511938513e-09
AMMONIA,GERMANY,12,6,2.956335204438298e-09
AMMONIA,GERMANY,12,7,1.166975933397103e-09
AMMONIA,GERMANY,12,8,7.779837722652166e-10
AMMONIA,GERMANY,12,9,1.928046847284963e-09
AMMONIA,GERMANY,12,10,1.705579376158051e-09
AMMONIA,GERMANY,12,11,1.304267147792544e-09
AMMONIA,GERMANY,12,12,9.435122221506313e-10
AMMONIA,GERMANY,13,1,1.642409223773357e-09
AMMONIA,GERMANY,13,2,2.60853359849296e-09
