k,ct,n,h,td,b
1,ELECTRICITY,GERMANY,22,4,0.168292478372862
1,ELECTRICITY,GERMANY,22,5,0.16928888592994515
1,ELECTRICITY,GERMANY,22,6,0.17046487860739898
1,ELECTRICITY,GERMANY,22,7,0.17425209455770274
1,ELECTRICITY,GERMANY,22,8,0.17500683548359905
1,ELECTRICITY,GERMANY,22,9,0.16967459508319796
1,ELECTRICITY,GERMANY,22,10,0.16914056065981478
1,ELECTRICITY,GERMANY,22,11,0.1730689830981955
1,ELECTRICITY,GERMANY,22,12,0.16183644753972734
1,ELECTRICITY,GERMANY,23,1,0.16280341722717107
1,ELECTRICITY,GERMANY,23,2,0.16211309980640431
1,ELECTRICITY,GERMANY,23,3,0.1650623384254597
1,ELECTRICITY,GERMANY,23,4,0.17209410784263163
1,ELECTRICITY,GERMANY,23,5,0.1723272813256761
1,ELECTRICITY,GERMANY,23,6,0.17469209170796246
1,ELECTRICITY,GERMANY,23,7,0.17785034946559594
1,ELECTRICITY,GERMANY,23,8,0.17829284850293356
1,ELECTRICITY,GERMANY,23,9,0.17347049630527095
1,ELECTRICITY,GERMANY,23,10,0.1723387308076044
1,ELECTRICITY,GERMANY,23,11,0.1764178956657257
1,ELECTRICITY,GERMANY,23,12,0.16596509874175652
1,ELECTRICITY,GERMANY,24,1,0.1660590774765078
1,ELECTRICITY,GERMANY,24,2,0.16513500910155943
1,ELECTRICITY,GERMANY,24,3,0.16985596766188982
1,ELECTRICITY,GERMANY,24,4,0.17476237912928036
1,ELECTRICITY,GERMANY,24,5,0.17554414265878265
1,ELECTRICITY,GERMANY,24,6,0.17689677408787563
1,ELECTRICITY,GERMANY,24,7,0.18032842403360944
1,ELECTRICITY,GERMANY,24,8,0.18125931878936252
1,ELECTRICITY,GERMANY,24,9,0.17587960167228087
1,ELECTRICITY,GERMANY,24,10,0.17556171363997358
1,ELECTRICITY,GERMANY,24,11,0.17860581558062819
1,ELECTRICITY,GERMANY,24,12,0.1704334855599605
1,HEAT_HIGH_T,GERMANY,1,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,1,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,2,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,3,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,4,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,5,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,6,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,10,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,11,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,7,12,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,1,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,2,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,3,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,4,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,5,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,6,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,7,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,8,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,9,0.4725549943992392
1,HEAT_HIGH_T,GERMANY,8,10,0.4725549943992392
