ct,n,h,td,val
ELECTRICITY,GERMANY,1,1,6.465599329210718
ELECTRICITY,GERMANY,1,2,1.335762146087802
ELECTRICITY,GERMANY,1,3,-1.386024667225477
ELECTRICITY,GERMANY,1,4,1.307067528972532
ELECTRICITY,GERMANY,1,5,6.078267004721106
ELECTRICITY,GERMANY,1,6,1.233291649894682
ELECTRICITY,GERMANY,1,7,-1.049923127201865
ELECTRICITY,GERMANY,1,8,5.974582115477837
ELECTRICITY,GERMANY,1,9,-2.811861522142465
ELECTRICITY,GERMANY,1,10,6.134810743645687
ELECTRICITY,GERMANY,1,11,-3.651448896390903
ELECTRICITY,GERMANY,1,12,6.236128276178761
ELECTRICITY,GERMANY,2,1,6.412086050805669
ELECTRICITY,GERMANY,2,2,1.321599579944888
ELECTRICITY,GERMANY,2,3,-1.376937691669674
ELECTRICITY,GERMANY,2,4,1.279441688014188
ELECTRICITY,GERMANY,2,5,6.083347519114774
ELECTRICITY,GERMANY,2,6,1.240684533542264
ELECTRICITY,GERMANY,2,7,-1.051134513703033
ELECTRICITY,GERMANY,2,8,5.978588948557949
ELECTRICITY,GERMANY,2,9,-3.092084485121426
ELECTRICITY,GERMANY,2,10,6.150842852990472
ELECTRICITY,GERMANY,2,11,-3.623645087253635
ELECTRICITY,GERMANY,2,12,6.201597017594068
ELECTRICITY,GERMANY,3,1,6.411354366389162
ELECTRICITY,GERMANY,3,2,0.5802583803124435
ELECTRICITY,GERMANY,3,3,-1.38015484155892
ELECTRICITY,GERMANY,3,4,1.289628048941111
ELECTRICITY,GERMANY,3,5,6.151819466236311
ELECTRICITY,GERMANY,3,6,1.250827438687239
ELECTRICITY,GERMANY,3,7,-1.062321871997526
ELECTRICITY,GERMANY,3,8,6.00776828466126
ELECTRICITY,GERMANY,3,9,-3.111419747948645
ELECTRICITY,GERMANY,3,10,6.214965403273553
ELECTRICITY,GERMANY,3,11,-3.614119461802652
ELECTRICITY,GERMANY,3,12,6.214608196927443
ELECTRICITY,GERMANY,4,1,6.432756135674509
ELECTRICITY,GERMANY,4,2,-0.9440565794115372
ELECTRICITY,GERMANY,4,3,-1.395043737155056
ELECTRICITY,GERMANY,4,4,1.320006276177537
ELECTRICITY,GERMANY,4,5,6.310365987942653
ELECTRICITY,GERMANY,4,6,1.282566524867448
ELECTRICITY,GERMANY,4,7,-1.085960088283052
ELECTRICITY,GERMANY,4,8,6.19682324195373
ELECTRICITY,GERMANY,4,9,-3.211526456530052
ELECTRICITY,GERMANY,4,10,6.347264326463517
ELECTRICITY,GERMANY,4,11,-3.581806220248062
ELECTRICITY,GERMANY,4,12,6.266700127015277
ELECTRICITY,GERMANY,5,1,6.545984334670408
ELECTRICITY,GERMANY,5,2,-0.9603879663079553
ELECTRICITY,GERMANY,5,3,-1.437031388494347
ELECTRICITY,GERMANY,5,4,1.391810019076772
ELECTRICITY,GERMANY,5,5,6.619646776615255
ELECTRICITY,GERMANY,5,6,1.351984213930365
ELECTRICITY,GERMANY,5,7,-1.142550623023872
ELECTRICITY,GERMANY,5,8,6.534748963514858
ELECTRICITY,GERMANY,5,9,-3.376810782951885
ELECTRICITY,GERMANY,5,10,6.719968795362945
ELECTRICITY,GERMANY,5,11,-3.599199840539356
ELECTRICITY,GERMANY,5,12,6.416762469702007
ELECTRICITY,GERMANY,6,1,6.869389262837728
ELECTRICITY,GERMANY,6,2,-1.456793985644964
ELECTRICITY,GERMANY,6,3,-1.514791105029971
ELECTRICITY,GERMANY,6,4,1.435748951906461
ELECTRICITY,GERMANY,6,5,6.880488776316767
ELECTRICITY,GERMANY,6,6,1.404202801454545
ELECTRICITY,GERMANY,6,7,-1.187963847806969
ELECTRICITY,GERMANY,6,8,6.78024516956603
ELECTRICITY,GERMANY,6,9,-3.496450997601684
ELECTRICITY,GERMANY,6,10,6.979386531172366
ELECTRICITY,GERMANY,6,11,-3.642685742607632
ELECTRICITY,GERMANY,6,12,6.794624173811457
ELECTRICITY,GERMANY,7,1,7.186274357883718
ELECTRICITY,GERMANY,7,2,-1.520311304997406
ELECTRICITY,GERMANY,7,3,-1.571801911759778
ELECTRICITY,GERMANY,7,4,1.462882021825607
ELECTRICITY,GERMANY,7,5,7.046753948912908
ELECTRICITY,GERMANY,7,6,1.430426689885778
ELECTRICITY,GERMANY,7,7,-1.209983122960082
ELECTRICITY,GERMANY,7,8,6.922855517561899
ELECTRICITY,GERMANY,7,9,-3.577587670226279
ELECTRICITY,GERMANY,7,10,7.118518910790911
ELECTRICITY,GERMANY,7,11,-3.724870067616457
ELECTRICITY,GERMANY,7,12,7.108197342953019
ELECTRICITY,GERMANY,8,1,7.335261177705263
ELECTRICITY,GERMANY,8,2,-1.54105906846128
ELECTRICITY,GERMANY,8,3,-1.584143436417904
ELECTRICITY,GERMANY,8,4,1.469386284211609
ELECTRICITY,GERMANY,8,5,7.10080473256707
ELECTRICITY,GERMANY,8,6,6.917376603367288
ELECTRICITY,GERMANY,8,7,-1.22035163789046
ELECTRICITY,GERMANY,8,8,6.985905843776806
ELECTRICITY,GERMANY,8,9,-3.608910756901523
ELECTRICITY,GERMANY,8,10,7.153321195550433
ELECTRICITY,GERMANY,8,11,-3.865622646547997
ELECTRICITY,GERMANY,8,12,7.208392593398258
ELECTRICITY,GERMANY,9,1,7.324386181356445
ELECTRICITY,GERMANY,9,2,-1.547505129840133
ELECTRICITY,GERMANY,9,3,-1.555982016901226
ELECTRICITY,GERMANY,9,4,1.47987072002303
ELECTRICITY,GERMANY,9,5,7.144806609451123
ELECTRICITY,GERMANY,9,6,6.987170224929002
ELECTRICITY,GERMANY,9,7,0.9417438364391444
