st,n,h,td,val
AMMONIA,GERMANY,1,1,8.197407556719602e-11
AMMONIA,GERMANY,1,2,1.301941258191847e-10
AMMONIA,GERMANY,1,3,2.213299937335296e-10
AMMONIA,GERMANY,1,4,6.323714517082425e-11
AMMONIA,GERMANY,1,5,6.148056144955595e-11
AMMONIA,GERMANY,1,6,1.475533405736133e-10
AMMONIA,GERMANY,1,7,5.824475079075226e-11
AMMONIA,GERMANY,1,8,3.88298339203574e-11
AMMONIA,GERMANY,1,9,9.623045854691764e-11
AMMONIA,GERMANY,1,10,8.512693276368391e-11
AMMONIA,GERMANY,1,11,6.50970662313677e-11
AMMONIA,GERMANY,1,12,4.70914929388684e-11
AMMONIA,GERMANY,2,1,8.197407556257705e-11
AMMONIA,GERMANY,2,2,1.301941258091923e-10
AMMONIA,GERMANY,2,3,2.21329993729526e-10
AMMONIA,GERMANY,2,4,6.323714517606858e-11
AMMONIA,GERMANY,2,5,6.148056145544878e-11
AMMONIA,GERMANY,2,6,1.475533405857431e-10
AMMONIA,GERMANY,2,7,5.824475079077212e-11
AMMONIA,GERMANY,2,8,3.882983392188272e-11
AMMONIA,GERMANY,2,9,9.62304585508484e-11
AMMONIA,GERMANY,2,10,8.51269327608748e-11
AMMONIA,GERMANY,2,11,6.509706622578258e-11
AMMONIA,GERMANY,2,12,4.709149293489628e-11
AMMONIA,GERMANY,3,1,8.197407555797461e-11
AMMONIA,GERMANY,3,2,1.301941257991801e-10
AMMONIA,GERMANY,3,3,2.213299937255092e-10
AMMONIA,GERMANY,3,4,6.323714518129967e-11
AMMONIA,GERMANY,3,5,6.148056146146404e-11
AMMONIA,GERMANY,3,6,1.475533405978663e-10
AMMONIA,GERMANY,3,7,5.824475079077542e-11
AMMONIA,GERMANY,3,8,3.882983392340308e-11
AMMONIA,GERMANY,3,9,9.623045855474607e-11
AMMONIA,GERMANY,3,10,8.512693275809217e-11
AMMONIA,GERMANY,3,11,6.509706622018422e-11
AMMONIA,GERMANY,3,12,4.709149293092912e-11
AMMONIA,GERMANY,4,1,8.197407555339865e-11
AMMONIA,GERMANY,4,2,1.301941257891415e-10
AMMONIA,GERMANY,4,3,2.213299937214925e-10
AMMONIA,GERMANY,4,4,6.323714518652083e-11
AMMONIA,GERMANY,4,5,6.148056146735357e-11
AMMONIA,GERMANY,4,6,1.475533406099299e-10
AMMONIA,GERMANY,4,7,5.82447507907688e-11
AMMONIA,GERMANY,4,8,3.882983392415416e-11
AMMONIA,GERMANY,4,9,9.62304585586272e-11
AMMONIA,GERMANY,4,10,8.512693275531946e-11
AMMONIA,GERMANY,4,11,6.509706621457263e-11
AMMONIA,GERMANY,4,12,4.709149292696858e-11
AMMONIA,GERMANY,5,1,8.197407554884585e-11
AMMONIA,GERMANY,5,2,1.301941257790631e-10
AMMONIA,GERMANY,5,3,2.213299937174955e-10
AMMONIA,GERMANY,5,4,6.323714519172545e-11
AMMONIA,GERMANY,5,5,6.148056147325302e-11
AMMONIA,GERMANY,5,6,1.475533406220001e-10
AMMONIA,GERMANY,5,7,5.824475079075226e-11
AMMONIA,GERMANY,5,8,3.882983392642725e-11
AMMONIA,GERMANY,5,9,9.623045856249179e-11
AMMONIA,GERMANY,5,10,8.512693275257984e-11
AMMONIA,GERMANY,5,11,6.50970662089478e-11
AMMONIA,GERMANY,5,12,4.709149292301631e-11
AMMONIA,GERMANY,6,1,8.197407554430628e-11
AMMONIA,GERMANY,6,2,1.301941257689781e-10
AMMONIA,GERMANY,6,3,2.213299937134787e-10
AMMONIA,GERMANY,6,4,6.323714519692346e-11
AMMONIA,GERMANY,6,5,6.148056147915909e-11
AMMONIA,GERMANY,6,6,1.47553340634024e-10
AMMONIA,GERMANY,6,7,5.824475079072579e-11
AMMONIA,GERMANY,6,8,3.882983392793437e-11
AMMONIA,GERMANY,6,9,9.62304585663266e-11
