st,n,h,td,val
AMMONIA,GERMANY,1,1,6.162818117878679e-09
AMMONIA,GERMANY,1,2,9.7880057003574e-09
AMMONIA,GERMANY,1,3,1.663960810377708e-08
AMMONIA,GERMANY,1,4,4.75417403838566e-09
AMMONIA,GERMANY,1,5,4.622113931419286e-09
AMMONIA,GERMANY,1,6,1.109307289565174e-08
AMMONIA,GERMANY,1,7,4.378845439572647e-09
AMMONIA,GERMANY,1,8,2.919230295474978e-09
AMMONIA,GERMANY,1,9,7.234614253488322e-09
AMMONIA,GERMANY,1,10,6.399850204486515e-09
AMMONIA,GERMANY,1,11,4.894003105773148e-09
AMMONIA,GERMANY,1,12,3.540342535628015e-09
AMMONIA,GERMANY,2,1,6.162818117510828e-09
AMMONIA,GERMANY,2,2,9.788005699579135e-09
AMMONIA,GERMANY,2,3,1.663960810340856e-08
AMMONIA,GERMANY,2,4,4.754174038782992e-09
AMMONIA,GERMANY,2,5,4.622113931877464e-09
AMMONIA,GERMANY,2,6,1.109307289658109e-08
AMMONIA,GERMANY,2,7,4.378845439580489e-09
AMMONIA,GERMANY,2,8,2.919230295597388e-09
AMMONIA,GERMANY,2,9,7.234614253803564e-09
AMMONIA,GERMANY,2,10,6.399850204262422e-09
AMMONIA,GERMANY,2,11,4.894003105341909e-09
AMMONIA,GERMANY,2,12,3.540342535319973e-09
AMMONIA,GERMANY,3,1,6.1628181171445e-09
AMMONIA,GERMANY,3,2,9.788005698798846e-09
AMMONIA,GERMANY,3,3,1.663960810303984e-08
AMMONIA,GERMANY,3,4,4.754174039179357e-09
AMMONIA,GERMANY,3,5,4.622113932355178e-09
AMMONIA,GERMANY,3,6,1.109307289750844e-08
AMMONIA,GERMANY,3,7,4.378845439587477e-09
AMMONIA,GERMANY,3,8,2.91923029571936e-09
AMMONIA,GERMANY,3,9,7.234614254117178e-09
AMMONIA,GERMANY,3,10,6.399850204039996e-09
AMMONIA,GERMANY,3,11,4.894003104909678e-09
