k,ct,n,h,td,D
2,HEAT_HIGH_T,GERMANY,8,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,8,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,8,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,8,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,8,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,9,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,10,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,11,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,12,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,13,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,14,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,15,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,16,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,17,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,18,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,19,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,20,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,21,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,22,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,23,12,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,1,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,2,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,3,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,4,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,5,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,6,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,7,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,8,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,9,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,10,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,11,0.8869863013698662
2,HEAT_HIGH_T,GERMANY,24,12,0.8869863013698662
2,HEAT_LOW_T_DECEN,GERMANY,1,1,1.550280141480762
2,HEAT_LOW_T_DECEN,GERMANY,1,2,1.889344877269366
2,HEAT_LOW_T_DECEN,GERMANY,1,3,1.414733769334866
2,HEAT_LOW_T_DECEN,GERMANY,1,4,1.1543904204094773
2,HEAT_LOW_T_DECEN,GERMANY,1,5,0.6066550629300753
2,HEAT_LOW_T_DECEN,GERMANY,1,6,1.1508758741748366
2,HEAT_LOW_T_DECEN,GERMANY,1,7,0.5607685467036152
2,HEAT_LOW_T_DECEN,GERMANY,1,8,0.5926867806773721
2,HEAT_LOW_T_DECEN,GERMANY,1,9,0.560587814500094
2,HEAT_LOW_T_DECEN,GERMANY,1,10,0.9530742091542912
2,HEAT_LOW_T_DECEN,GERMANY,1,11,1.4393661784271643
2,HEAT_LOW_T_DECEN,GERMANY,1,12,1.4753986188185308
2,HEAT_LOW_T_DECEN,GERMANY,2,1,1.5642020821428204
2,HEAT_LOW_T_DECEN,GERMANY,2,2,1.9080372212725791
2,HEAT_LOW_T_DECEN,GERMANY,2,3,1.4267492169577238
2,HEAT_LOW_T_DECEN,GERMANY,2,4,1.2140978526303776
2,HEAT_LOW_T_DECEN,GERMANY,2,5,0.6112873683311104
2,HEAT_LOW_T_DECEN,GERMANY,2,6,1.2102301834750122
2,HEAT_LOW_T_DECEN,GERMANY,2,7,0.560788010171688
2,HEAT_LOW_T_DECEN,GERMANY,2,8,0.595914935881817
2,HEAT_LOW_T_DECEN,GERMANY,2,9,0.5605887413319071
2,HEAT_LOW_T_DECEN,GERMANY,2,10,0.9925396345807584
2,HEAT_LOW_T_DECEN,GERMANY,2,11,1.4646937113791694
2,HEAT_LOW_T_DECEN,GERMANY,2,12,1.4882676785410993
2,HEAT_LOW_T_DECEN,GERMANY,3,1,1.6651164567666825
2,HEAT_LOW_T_DECEN,GERMANY,3,2,2.0435242761824384
2,HEAT_LOW_T_DECEN,GERMANY,3,3,1.5138426755871492
2,HEAT_LOW_T_DECEN,GERMANY,3,4,1.4109875151469993
2,HEAT_LOW_T_DECEN,GERMANY,3,5,0.6265652639354844
2,HEAT_LOW_T_DECEN,GERMANY,3,6,1.4059538915709666
2,HEAT_LOW_T_DECEN,GERMANY,3,7,0.5608510347349664
2,HEAT_LOW_T_DECEN,GERMANY,3,8,0.6065605260851559
2,HEAT_LOW_T_DECEN,GERMANY,3,9,0.5605915218273463
2,HEAT_LOW_T_DECEN,GERMANY,3,10,1.1226788699300023
2,HEAT_LOW_T_DECEN,GERMANY,3,11,1.5741747924499663
2,HEAT_LOW_T_DECEN,GERMANY,3,12,1.5815468126900285
2,HEAT_LOW_T_DECEN,GERMANY,4,1,1.9978870777136635
2,HEAT_LOW_T_DECEN,GERMANY,4,2,2.4902998442791358
2,HEAT_LOW_T_DECEN,GERMANY,4,3,1.8010381957968136
2,HEAT_LOW_T_DECEN,GERMANY,4,4,1.7573936857258374
2,HEAT_LOW_T_DECEN,GERMANY,4,5,0.6534433865105171
2,HEAT_LOW_T_DECEN,GERMANY,4,6,1.750310837011412
2,HEAT_LOW_T_DECEN,GERMANY,4,7,0.5609613277207046
2,HEAT_LOW_T_DECEN,GERMANY,4,8,0.6252908701927016
2,HEAT_LOW_T_DECEN,GERMANY,4,9,0.5605961559864099
2,HEAT_LOW_T_DECEN,GERMANY,4,10,1.35164525466039
2,HEAT_LOW_T_DECEN,GERMANY,4,11,1.87630528049322
2,HEAT_LOW_T_DECEN,GERMANY,4,12,1.8891391206068917
2,HEAT_LOW_T_DECEN,GERMANY,5,1,2.5833630266156717
2,HEAT_LOW_T_DECEN,GERMANY,5,2,3.2763560999768515
2,HEAT_LOW_T_DECEN,GERMANY,5,3,2.306329290402985
2,HEAT_LOW_T_DECEN,GERMANY,5,4,1.845372268736611
2,HEAT_LOW_T_DECEN,GERMANY,5,5,0.6602695028127634
2,HEAT_LOW_T_DECEN,GERMANY,5,6,1.8377685405433155
2,HEAT_LOW_T_DECEN,GERMANY,5,7,0.5609891326750933
2,HEAT_LOW_T_DECEN,GERMANY,5,8,0.6300473710566674
2,HEAT_LOW_T_DECEN,GERMANY,5,9,0.560597082818223
2,HEAT_LOW_T_DECEN,GERMANY,5,10,1.4097974630991956
2,HEAT_LOW_T_DECEN,GERMANY,5,11,2.336440202341521
2,HEAT_LOW_T_DECEN,GERMANY,5,12,2.4303180698416114
2,HEAT_LOW_T_DECEN,GERMANY,6,1,2.7320592885234305
2,HEAT_LOW_T_DECEN,GERMANY,6,2,3.475994745650638
2,HEAT_LOW_T_DECEN,GERMANY,6,3,2.4346612037170132
2,HEAT_LOW_T_DECEN,GERMANY,6,4,1.7803336999277235
2,HEAT_LOW_T_DECEN,GERMANY,6,5,0.6552229035913477
2,HEAT_LOW_T_DECEN,GERMANY,6,6,1.7731146069367867
2,HEAT_LOW_T_DECEN,GERMANY,6,7,0.5609687423752092
2,HEAT_LOW_T_DECEN,GERMANY,6,8,0.626530971158406
2,HEAT_LOW_T_DECEN,GERMANY,6,9,0.5605961559864099
2,HEAT_LOW_T_DECEN,GERMANY,6,10,1.3668082231199605
2,HEAT_LOW_T_DECEN,GERMANY,6,11,2.46001468795977
2,HEAT_LOW_T_DECEN,GERMANY,6,12,2.5677635203722105
2,HEAT_LOW_T_DECEN,GERMANY,7,1,2.6221333281824286
2,HEAT_LOW_T_DECEN,GERMANY,7,2,3.3284088282547657
2,HEAT_LOW_T_DECEN,GERMANY,7,3,2.339790699345272
2,HEAT_LOW_T_DECEN,GERMANY,7,4,1.725091743381526
2,HEAT_LOW_T_DECEN,GERMANY,7,5,0.6509372332883494
2,HEAT_LOW_T_DECEN,GERMANY,7,6,1.7181998220205585
2,HEAT_LOW_T_DECEN,GERMANY,7,7,0.5609511325707626
2,HEAT_LOW_T_DECEN,GERMANY,7,8,0.6235437922253233
2,HEAT_LOW_T_DECEN,GERMANY,7,9,0.5605961559864099
2,HEAT_LOW_T_DECEN,GERMANY,7,10,1.3302947570176897
2,HEAT_LOW_T_DECEN,GERMANY,7,11,2.353346541441219
2,HEAT_LOW_T_DECEN,GERMANY,7,12,2.466154948720444
2,HEAT_LOW_T_DECEN,GERMANY,8,1,2.528767998674894
2,HEAT_LOW_T_DECEN,GERMANY,8,2,3.203057606051118
2,HEAT_LOW_T_DECEN,GERMANY,8,3,2.259211941528953
2,HEAT_LOW_T_DECEN,GERMANY,8,4,1.6683603681119479
2,HEAT_LOW_T_DECEN,GERMANY,8,5,0.6465347821769214
2,HEAT_LOW_T_DECEN,GERMANY,8,6,1.6618048866990804
2,HEAT_LOW_T_DECEN,GERMANY,8,7,0.5609325959345046
2,HEAT_LOW_T_DECEN,GERMANY,8,8,0.6204769057563322
2,HEAT_LOW_T_DECEN,GERMANY,8,9,0.5605952291545986
2,HEAT_LOW_T_DECEN,GERMANY,8,10,1.2927969955300753
2,HEAT_LOW_T_DECEN,GERMANY,8,11,2.269577628524786
2,HEAT_LOW_T_DECEN,GERMANY,8,12,2.3798539312910805
2,HEAT_LOW_T_DECEN,GERMANY,9,1,2.432884467131629
2,HEAT_LOW_T_DECEN,GERMANY,9,2,3.074324374562096
2,HEAT_LOW_T_DECEN,GERMANY,9,3,2.1764597631113034
2,HEAT_LOW_T_DECEN,GERMANY,9,4,1.6125243123736652
2,HEAT_LOW_T_DECEN,GERMANY,9,5,0.6422027702832764
2,HEAT_LOW_T_DECEN,GERMANY,9,6,1.6062987830861957
2,HEAT_LOW_T_DECEN,GERMANY,9,7,0.5609149861300597
2,HEAT_LOW_T_DECEN,GERMANY,9,8,0.6174572877097972
2,HEAT_LOW_T_DECEN,GERMANY,9,9,0.5605943023227837
2,HEAT_LOW_T_DECEN,GERMANY,9,10,1.2558905527391175
2,HEAT_LOW_T_DECEN,GERMANY,9,11,2.191746000201995
2,HEAT_LOW_T_DECEN,GERMANY,9,12,2.291224712347635
2,HEAT_LOW_T_DECEN,GERMANY,10,1,2.3385135251070537
2,HEAT_LOW_T_DECEN,GERMANY,10,2,2.9476227584070074
2,HEAT_LOW_T_DECEN,GERMANY,10,3,2.095013490718081
2,HEAT_LOW_T_DECEN,GERMANY,10,4,1.5731432286421736
2,HEAT_LOW_T_DECEN,GERMANY,10,5,0.6391470057960369
2,HEAT_LOW_T_DECEN,GERMANY,10,6,1.567150334139754
2,HEAT_LOW_T_DECEN,GERMANY,10,7,0.5609020104846767
2,HEAT_LOW_T_DECEN,GERMANY,10,8,0.6153283550354942
2,HEAT_LOW_T_DECEN,GERMANY,10,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,10,10,1.2298595544411022
2,HEAT_LOW_T_DECEN,GERMANY,10,11,2.1172945275009667
2,HEAT_LOW_T_DECEN,GERMANY,10,12,2.2039940826098885
2,HEAT_LOW_T_DECEN,GERMANY,11,1,2.2719530984613314
2,HEAT_LOW_T_DECEN,GERMANY,11,2,2.858258561835896
2,HEAT_LOW_T_DECEN,GERMANY,11,3,2.037569381784351
2,HEAT_LOW_T_DECEN,GERMANY,11,4,1.550608239942541
2,HEAT_LOW_T_DECEN,GERMANY,11,5,0.6373980741650342
2,HEAT_LOW_T_DECEN,GERMANY,11,6,1.5447488092211827
2,HEAT_LOW_T_DECEN,GERMANY,11,7,0.560895522661987
2,HEAT_LOW_T_DECEN,GERMANY,11,8,0.6141095712014888
2,HEAT_LOW_T_DECEN,GERMANY,11,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,11,10,1.2149653672072844
2,HEAT_LOW_T_DECEN,GERMANY,11,11,2.054997527194736
2,HEAT_LOW_T_DECEN,GERMANY,11,12,2.142469133203832
2,HEAT_LOW_T_DECEN,GERMANY,12,1,2.2338667987725103
2,HEAT_LOW_T_DECEN,GERMANY,12,2,2.807124323884622
2,HEAT_LOW_T_DECEN,GERMANY,12,3,2.0046992915387136
2,HEAT_LOW_T_DECEN,GERMANY,12,4,1.5311855524707383
2,HEAT_LOW_T_DECEN,GERMANY,12,5,0.6358910456372087
2,HEAT_LOW_T_DECEN,GERMANY,12,6,1.52544104889418
2,HEAT_LOW_T_DECEN,GERMANY,12,7,0.5608890348392954
2,HEAT_LOW_T_DECEN,GERMANY,12,8,0.6130594707574364
2,HEAT_LOW_T_DECEN,GERMANY,12,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,12,10,1.2021268929345474
2,HEAT_LOW_T_DECEN,GERMANY,12,11,2.01312141222283
2,HEAT_LOW_T_DECEN,GERMANY,12,12,2.107265280453227
2,HEAT_LOW_T_DECEN,GERMANY,13,1,2.2010384159584575
2,HEAT_LOW_T_DECEN,GERMANY,13,2,2.763049763852436
2,HEAT_LOW_T_DECEN,GERMANY,13,3,1.9763669698491881
2,HEAT_LOW_T_DECEN,GERMANY,13,4,1.530065939640707
2,HEAT_LOW_T_DECEN,GERMANY,13,5,0.6358048502786033
2,HEAT_LOW_T_DECEN,GERMANY,13,6,1.524327923886851
2,HEAT_LOW_T_DECEN,GERMANY,13,7,0.5608881080074841
2,HEAT_LOW_T_DECEN,GERMANY,13,8,0.6129992266895936
2,HEAT_LOW_T_DECEN,GERMANY,13,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,13,10,1.2013872811478272
2,HEAT_LOW_T_DECEN,GERMANY,13,11,1.9934827729386129
2,HEAT_LOW_T_DECEN,GERMANY,13,12,2.0769208068978244
2,HEAT_LOW_T_DECEN,GERMANY,14,1,2.199146752228259
2,HEAT_LOW_T_DECEN,GERMANY,14,2,2.760509317853206
2,HEAT_LOW_T_DECEN,GERMANY,14,3,1.9747338921948057
2,HEAT_LOW_T_DECEN,GERMANY,14,4,1.5415150930258648
2,HEAT_LOW_T_DECEN,GERMANY,14,5,0.6366927551553907
2,HEAT_LOW_T_DECEN,GERMANY,14,6,1.5357094185496578
2,HEAT_LOW_T_DECEN,GERMANY,14,7,0.5608918153347346
2,HEAT_LOW_T_DECEN,GERMANY,14,8,0.6136183503406336
2,HEAT_LOW_T_DECEN,GERMANY,14,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,14,10,1.2089548629004199
2,HEAT_LOW_T_DECEN,GERMANY,14,11,1.9938349690275246
2,HEAT_LOW_T_DECEN,GERMANY,14,12,2.0751718752668253
2,HEAT_LOW_T_DECEN,GERMANY,15,1,2.218497146818656
2,HEAT_LOW_T_DECEN,GERMANY,15,2,2.786489340401502
2,HEAT_LOW_T_DECEN,GERMANY,15,3,1.9914344746320296
2,HEAT_LOW_T_DECEN,GERMANY,15,4,1.5782241206406695
2,HEAT_LOW_T_DECEN,GERMANY,15,5,0.6395409093165334
2,HEAT_LOW_T_DECEN,GERMANY,15,6,1.5722015675202314
2,HEAT_LOW_T_DECEN,GERMANY,15,7,0.5609038641483028
2,HEAT_LOW_T_DECEN,GERMANY,15,8,0.61560269725212
2,HEAT_LOW_T_DECEN,GERMANY,15,9,0.5605933754909707
2,HEAT_LOW_T_DECEN,GERMANY,15,10,1.233218392931171
2,HEAT_LOW_T_DECEN,GERMANY,15,11,2.016320835641075
2,HEAT_LOW_T_DECEN,GERMANY,15,12,2.093057875592791
2,HEAT_LOW_T_DECEN,GERMANY,16,1,2.2805411220399563
2,HEAT_LOW_T_DECEN,GERMANY,16,2,2.8697892764206046
2,HEAT_LOW_T_DECEN,GERMANY,16,3,2.044981255792372
2,HEAT_LOW_T_DECEN,GERMANY,16,4,1.6145077324533403
2,HEAT_LOW_T_DECEN,GERMANY,16,5,0.6423566243642185
2,HEAT_LOW_T_DECEN,GERMANY,16,6,1.6082701543523044
2,HEAT_LOW_T_DECEN,GERMANY,16,7,0.560915912961871
2,HEAT_LOW_T_DECEN,GERMANY,16,8,0.617564800200098
2,HEAT_LOW_T_DECEN,GERMANY,16,9,0.5605943023227837
2,HEAT_LOW_T_DECEN,GERMANY,16,10,1.2572010929226032
2,HEAT_LOW_T_DECEN,GERMANY,16,11,2.0793083256479434
2,HEAT_LOW_T_DECEN,GERMANY,16,12,2.150408374513411
2,HEAT_LOW_T_DECEN,GERMANY,17,1,2.341865875774431
2,HEAT_LOW_T_DECEN,GERMANY,17,2,2.9521234536906036
2,HEAT_LOW_T_DECEN,GERMANY,17,3,2.0979070596380467
2,HEAT_LOW_T_DECEN,GERMANY,17,4,1.6471414805866758
2,HEAT_LOW_T_DECEN,GERMANY,17,5,0.6448887288771523
2,HEAT_LOW_T_DECEN,GERMANY,17,6,1.6407111214685557
2,HEAT_LOW_T_DECEN,GERMANY,17,7,0.5609261081118131
2,HEAT_LOW_T_DECEN,GERMANY,17,8,0.6193294879719229
2,HEAT_LOW_T_DECEN,GERMANY,17,9,0.5605943023227837
2,HEAT_LOW_T_DECEN,GERMANY,17,10,1.278771249704974
2,HEAT_LOW_T_DECEN,GERMANY,17,11,2.1407665431634726
