p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,68189.75306407586
AMMONIA,GERMANY,1,2,42934.28896583294
AMMONIA,GERMANY,1,3,25255.46410350231
AMMONIA,GERMANY,1,4,88394.12434464652
AMMONIA,GERMANY,1,5,90919.67075413484
AMMONIA,GERMANY,1,6,37883.19614767059
AMMONIA,GERMANY,1,7,95970.76357241214
AMMONIA,GERMANY,1,8,143956.145359151
AMMONIA,GERMANY,1,9,58087.56742561849
AMMONIA,GERMANY,1,10,65664.2066549772
AMMONIA,GERMANY,1,11,85868.57793227403
AMMONIA,GERMANY,1,12,118700.6812587467
AMMONIA,GERMANY,2,1,68189.75306407546
AMMONIA,GERMANY,2,2,42934.28896583268
AMMONIA,GERMANY,2,3,25255.46410350231
AMMONIA,GERMANY,2,4,88394.12434464597
AMMONIA,GERMANY,2,5,90919.67075413429
AMMONIA,GERMANY,2,6,37883.19614767036
AMMONIA,GERMANY,2,7,95970.76357241155
AMMONIA,GERMANY,2,8,143956.1453591501
AMMONIA,GERMANY,2,9,58087.56742561814
AMMONIA,GERMANY,2,10,65664.20665497679
AMMONIA,GERMANY,2,11,85868.5779322735
AMMONIA,GERMANY,2,12,118700.6812587459
AMMONIA,GERMANY,3,1,68189.75306407505
AMMONIA,GERMANY,3,2,42934.28896583242
AMMONIA,GERMANY,3,3,25255.46410350231
AMMONIA,GERMANY,3,4,88394.12434464543
AMMONIA,GERMANY,3,5,90919.67075413372
AMMONIA,GERMANY,3,6,37883.19614767013
AMMONIA,GERMANY,3,7,95970.76357241097
AMMONIA,GERMANY,3,8,143956.1453591493
AMMONIA,GERMANY,3,9,58087.5674256178
AMMONIA,GERMANY,3,10,65664.2066549764
AMMONIA,GERMANY,3,11,85868.577932273
AMMONIA,GERMANY,3,12,118700.6812587452
AMMONIA,GERMANY,4,1,68189.75306407463
AMMONIA,GERMANY,4,2,42934.28896583216
AMMONIA,GERMANY,4,3,25255.46410350231
AMMONIA,GERMANY,4,4,88394.12434464491
AMMONIA,GERMANY,4,5,90919.67075413319
AMMONIA,GERMANY,4,6,37883.1961476699
AMMONIA,GERMANY,4,7,95970.76357241039
AMMONIA,GERMANY,4,8,143956.1453591484
AMMONIA,GERMANY,4,9,58087.56742561744
AMMONIA,GERMANY,4,10,65664.20665497599
AMMONIA,GERMANY,4,11,85868.57793227246
AMMONIA,GERMANY,4,12,118700.6812587445
AMMONIA,GERMANY,5,1,68189.75306407422
AMMONIA,GERMANY,5,2,42934.2889658319
AMMONIA,GERMANY,5,3,25255.46410350231
AMMONIA,GERMANY,5,4,88394.12434464437
AMMONIA,GERMANY,5,5,90919.6707541326
AMMONIA,GERMANY,5,6,37883.19614766967
AMMONIA,GERMANY,5,7,95970.76357240979
AMMONIA,GERMANY,5,8,143956.1453591475
AMMONIA,GERMANY,5,9,58087.56742561708
AMMONIA,GERMANY,5,10,65664.20665497558
AMMONIA,GERMANY,5,11,85868.57793227193
AMMONIA,GERMANY,5,12,118700.6812587438
AMMONIA,GERMANY,6,1,68189.7530640738
AMMONIA,GERMANY,6,2,42934.28896583164
AMMONIA,GERMANY,6,3,25255.46410350231
AMMONIA,GERMANY,6,4,88394.12434464385
AMMONIA,GERMANY,6,5,90919.6707541321
AMMONIA,GERMANY,6,6,37883.19614766944
AMMONIA,GERMANY,6,7,95970.76357240923
AMMONIA,GERMANY,6,8,143956.1453591466
AMMONIA,GERMANY,6,9,58087.56742561673
AMMONIA,GERMANY,6,10,65664.20665497519
AMMONIA,GERMANY,6,11,85868.57793227141
AMMONIA,GERMANY,6,12,118700.6812587431
AMMONIA,GERMANY,7,1,68189.75306407337
AMMONIA,GERMANY,7,2,42934.28896583138
AMMONIA,GERMANY,7,3,25255.46410350231
AMMONIA,GERMANY,7,4,88394.12434464328
AMMONIA,GERMANY,7,5,90919.67075413151
AMMONIA,GERMANY,7,6,37883.19614766921
AMMONIA,GERMANY,7,7,95970.76357240863
AMMONIA,GERMANY,7,8,143956.1453591457
AMMONIA,GERMANY,7,9,58087.56742561638
AMMONIA,GERMANY,7,10,65664.2066549748
AMMONIA,GERMANY,7,11,85868.5779322709
AMMONIA,GERMANY,7,12,118700.6812587424
AMMONIA,GERMANY,8,1,68189.75306407297
AMMONIA,GERMANY,8,2,42934.28896583111
AMMONIA,GERMANY,8,3,25255.46410350231
AMMONIA,GERMANY,8,4,88394.12434464275
AMMONIA,GERMANY,8,5,90919.67075413097
AMMONIA,GERMANY,8,6,37883.19614766898
AMMONIA,GERMANY,8,7,95970.76357240805
AMMONIA,GERMANY,8,8,143956.1453591449
AMMONIA,GERMANY,8,9,58087.56742561602
AMMONIA,GERMANY,8,10,65664.20665497439
AMMONIA,GERMANY,8,11,85868.57793227037
AMMONIA,GERMANY,8,12,118700.6812587416
AMMONIA,GERMANY,9,1,68189.75306407256
AMMONIA,GERMANY,9,2,42934.28896583086
AMMONIA,GERMANY,9,3,25255.46410350231
AMMONIA,GERMANY,9,4,88394.12434464223
AMMONIA,GERMANY,9,5,90919.67075413043
AMMONIA,GERMANY,9,6,37883.19614766875
AMMONIA,GERMANY,9,7,95970.76357240746
AMMONIA,GERMANY,9,8,143956.145359144
AMMONIA,GERMANY,9,9,58087.56742561566
AMMONIA,GERMANY,9,10,65664.20665497398
AMMONIA,GERMANY,9,11,85868.57793226984
AMMONIA,GERMANY,9,12,118700.6812587409
AMMONIA,GERMANY,10,1,68189.75306407215
AMMONIA,GERMANY,10,2,42934.28896583059
AMMONIA,GERMANY,10,3,25255.46410350231
AMMONIA,GERMANY,10,4,88394.12434464168
AMMONIA,GERMANY,10,5,90919.67075412987
AMMONIA,GERMANY,10,6,37883.19614766852
AMMONIA,GERMANY,10,7,95970.76357240688
AMMONIA,GERMANY,10,8,143956.1453591431
