p,n,h,td,dual_raw,mult,t_op,price_M€_per_GWh,price_€_per_MWh
AMMONIA,GERMANY,1,1,1.446619999166688,27,1,0.05357851848765511,53.57851848765511
AMMONIA,GERMANY,1,2,0.9108348228694674,17,1,0.05357851899232161,53.57851899232161
AMMONIA,GERMANY,1,3,0.535785181211174,10,1,0.0535785181211174,53.5785181211174
AMMONIA,GERMANY,1,4,1.875248213864137,35,1,0.053578520396118205,53.57852039611821
AMMONIA,GERMANY,1,5,1.928826750831661,36,1,0.053578520856435025,53.57852085643503
AMMONIA,GERMANY,1,6,0.8036778097302096,15,1,0.05357852064868064,53.578520648680644
AMMONIA,GERMANY,1,7,2.03598381047677,38,1,0.05357852132833605,53.57852132833605
AMMONIA,GERMANY,1,8,3.053975719056643,57,1,0.05357852138695865,53.57852138695865
AMMONIA,GERMANY,1,9,1.232305995019845,23,1,0.05357852152260195,53.57852152260195
AMMONIA,GERMANY,1,10,1.393041514514101,26,1,0.05357851978900389,53.57851978900389
AMMONIA,GERMANY,1,11,1.821669670075946,34,1,0.05357851970811606,53.578519708116055
AMMONIA,GERMANY,1,12,2.518190399296334,47,1,0.05357851913396455,53.578519133964555
AMMONIA,GERMANY,2,1,1.446619999157674,27,1,0.05357851848732126,53.57851848732126
AMMONIA,GERMANY,2,2,0.9108348228601605,17,1,0.05357851899177415,53.578518991774146
AMMONIA,GERMANY,2,3,0.5357851812277832,10,1,0.05357851812277832,53.57851812277832
AMMONIA,GERMANY,2,4,1.875248213927402,35,1,0.05357852039792577,53.57852039792577
AMMONIA,GERMANY,2,5,1.928826750857397,36,1,0.05357852085714992,53.57852085714992
AMMONIA,GERMANY,2,6,0.8036778097361804,15,1,0.05357852064907869,53.57852064907869
AMMONIA,GERMANY,2,7,2.035983810467703,38,1,0.05357852132809745,53.57852132809745
AMMONIA,GERMANY,2,8,3.053975719065772,57,1,0.053578521387118806,53.578521387118805
AMMONIA,GERMANY,2,9,1.232305995035014,23,1,0.05357852152326147,53.57852152326147
AMMONIA,GERMANY,2,10,1.393041514515405,26,1,0.053578519789054035,53.578519789054035
AMMONIA,GERMANY,2,11,1.821669670038783,34,1,0.053578519707023035,53.578519707023034
AMMONIA,GERMANY,2,12,2.518190399248891,47,1,0.053578519132955124,53.57851913295512
AMMONIA,GERMANY,3,1,1.446619999148833,27,1,0.05357851848699382,53.57851848699382
AMMONIA,GERMANY,3,2,0.9108348228568943,17,1,0.053578518991582016,53.578518991582015
AMMONIA,GERMANY,3,3,0.5357851812442932,10,1,0.05357851812442932,53.57851812442932
AMMONIA,GERMANY,3,4,1.875248213982863,35,1,0.053578520399510374,53.578520399510374
AMMONIA,GERMANY,3,5,1.928826750881176,36,1,0.053578520857810445,53.578520857810446
AMMONIA,GERMANY,3,6,0.8036778097322312,15,1,0.053578520648815416,53.57852064881541
AMMONIA,GERMANY,3,7,2.035983810459503,38,1,0.053578521327881656,53.57852132788166
AMMONIA,GERMANY,3,8,3.053975719063358,57,1,0.05357852138707646,53.57852138707646
AMMONIA,GERMANY,3,9,1.232305995051796,23,1,0.05357852152399113,53.578521523991135
AMMONIA,GERMANY,3,10,1.393041514517083,26,1,0.053578519789118574,53.57851978911857
AMMONIA,GERMANY,3,11,1.821669670003427,34,1,0.053578519705983145,53.57851970598315
AMMONIA,GERMANY,3,12,2.51819039920111,47,1,0.053578519131938514,53.57851913193851
AMMONIA,GERMANY,4,1,1.446619999140442,27,1,0.05357851848668304,53.57851848668304
AMMONIA,GERMANY,4,2,0.9108348228546034,17,1,0.053578518991447256,53.578518991447254
AMMONIA,GERMANY,4,3,0.5357851812486816,10,1,0.053578518124868156,53.578518124868154
AMMONIA,GERMANY,4,4,1.875248214037318,35,1,0.053578520401066226,53.57852040106623
AMMONIA,GERMANY,4,5,1.928826750904289,36,1,0.053578520858452466,53.578520858452464
AMMONIA,GERMANY,4,6,0.8036778097319036,15,1,0.05357852064879357,53.57852064879357
AMMONIA,GERMANY,4,7,2.035983810449547,38,1,0.05357852132761966,53.578521327619654
AMMONIA,GERMANY,4,8,3.053975719073911,57,1,0.053578521387261595,53.578521387261596
AMMONIA,GERMANY,4,9,1.232305995074545,23,1,0.053578521524980216,53.57852152498022
AMMONIA,GERMANY,4,10,1.393041514518411,26,1,0.05357851978916965,53.578519789169654
AMMONIA,GERMANY,4,11,1.821669669968471,34,1,0.05357851970495503,53.57851970495503
AMMONIA,GERMANY,4,12,2.518190399153316,47,1,0.05357851913092161,53.57851913092161
AMMONIA,GERMANY,5,1,1.446619999131932,27,1,0.05357851848636785,53.57851848636785
AMMONIA,GERMANY,5,2,0.9108348228512676,17,1,0.05357851899125104,53.57851899125104
AMMONIA,GERMANY,5,3,0.5357851812591463,10,1,0.05357851812591463,53.578518125914634
AMMONIA,GERMANY,5,4,1.875248214092156,35,1,0.05357852040263303,53.57852040263303
AMMONIA,GERMANY,5,5,1.928826750926633,36,1,0.05357852085907314,53.57852085907314
AMMONIA,GERMANY,5,6,0.8036778097366504,15,1,0.05357852064911003,53.578520649110025
AMMONIA,GERMANY,5,7,2.035983810442045,38,1,0.05357852132742223,53.57852132742223
AMMONIA,GERMANY,5,8,3.053975719079639,57,1,0.053578521387362084,53.57852138736208
AMMONIA,GERMANY,5,9,1.232305995090719,23,1,0.05357852152568343,53.57852152568343
AMMONIA,GERMANY,5,10,1.393041514519465,26,1,0.053578519789210195,53.5785197892102
AMMONIA,GERMANY,5,11,1.821669669932297,34,1,0.05357851970389109,53.57851970389109
AMMONIA,GERMANY,5,12,2.518190399105305,47,1,0.0535785191299001,53.5785191299001
AMMONIA,GERMANY,6,1,1.446619999123045,27,1,0.05357851848603871,53.57851848603871
AMMONIA,GERMANY,6,2,0.9108348228482489,17,1,0.053578518991073465,53.578518991073466
AMMONIA,GERMANY,6,3,0.5357851812791395,10,1,0.053578518127913956,53.57851812791396
AMMONIA,GERMANY,6,4,1.875248214145767,35,1,0.05357852040416477,53.57852040416477
AMMONIA,GERMANY,6,5,1.928826750956733,36,1,0.053578520859909246,53.57852085990925
AMMONIA,GERMANY,6,6,0.8036778097444839,15,1,0.05357852064963226,53.57852064963226
AMMONIA,GERMANY,6,7,2.035983810434784,38,1,0.053578521327231156,53.57852132723116
AMMONIA,GERMANY,6,8,3.053975719083923,57,1,0.053578521387437246,53.57852138743725
AMMONIA,GERMANY,6,9,1.232305995084732,23,1,0.053578521525423126,53.57852152542313
AMMONIA,GERMANY,6,10,1.39304151452117,26,1,0.053578519789275775,53.578519789275774
AMMONIA,GERMANY,6,11,1.821669669895674,34,1,0.053578519702813944,53.57851970281394
AMMONIA,GERMANY,6,12,2.518190399057142,47,1,0.05357851912887537,53.578519128875364
AMMONIA,GERMANY,7,1,1.446619999114408,27,1,0.05357851848571881,53.57851848571881
AMMONIA,GERMANY,7,2,0.9108348228378873,17,1,0.05357851899046396,53.57851899046396
AMMONIA,GERMANY,7,3,0.5357851813058153,10,1,0.05357851813058153,53.57851813058153
AMMONIA,GERMANY,7,4,1.875248214194324,35,1,0.05357852040555212,53.57852040555212
AMMONIA,GERMANY,7,5,1.92882675097837,36,1,0.05357852086051028,53.57852086051028
AMMONIA,GERMANY,7,6,0.8036778097590391,15,1,0.05357852065060261,53.57852065060261
AMMONIA,GERMANY,7,7,2.035983810423532,38,1,0.05357852132693506,53.57852132693506
AMMONIA,GERMANY,7,8,3.053975719099162,57,1,0.053578521387704595,53.5785213877046
AMMONIA,GERMANY,7,9,1.232305995035244,23,1,0.05357852152327148,53.578521523271476
AMMONIA,GERMANY,7,10,1.39304151452339,26,1,0.05357851978936116,53.57851978936116
AMMONIA,GERMANY,7,11,1.821669669858401,34,1,0.053578519701717675,53.578519701717674
AMMONIA,GERMANY,7,12,2.518190399009117,47,1,0.05357851912785355,53.57851912785355
AMMONIA,GERMANY,8,1,1.446619999106204,27,1,0.053578518485414964,53.57851848541496
AMMONIA,GERMANY,8,2,0.9108348228246052,17,1,0.053578518989682654,53.57851898968266
AMMONIA,GERMANY,8,3,0.5357851812956046,10,1,0.05357851812956046,53.57851812956046
AMMONIA,GERMANY,8,4,1.875248214239343,35,1,0.05357852040683837,53.57852040683837
AMMONIA,GERMANY,8,5,1.928826751011169,36,1,0.05357852086142136,53.57852086142136
AMMONIA,GERMANY,8,6,0.8036778096684941,15,1,0.05357852064456627,53.578520644566275
AMMONIA,GERMANY,8,7,2.03598381040649,38,1,0.05357852132648657,53.57852132648657
AMMONIA,GERMANY,8,8,3.053975719054558,57,1,0.05357852138692207,53.57852138692207
AMMONIA,GERMANY,8,9,1.232305994991094,23,1,0.05357852152135191,53.57852152135191
AMMONIA,GERMANY,8,10,1.393041514526494,26,1,0.05357851978948054,53.578519789480545
AMMONIA,GERMANY,8,11,1.821669669819663,34,1,0.05357851970057832,53.578519700578326
AMMONIA,GERMANY,8,12,2.518190398961454,47,1,0.05357851912683944,53.57851912683944
AMMONIA,GERMANY,9,1,1.446619999098395,27,1,0.053578518485125744,53.57851848512574
AMMONIA,GERMANY,9,2,0.9108348228183575,17,1,0.05357851898931515,53.57851898931515
