st,n,h,td,val
AMMONIA,GERMANY,1,1,5.13131856279075e-09
AMMONIA,GERMANY,1,2,8.149741615889399e-09
AMMONIA,GERMANY,1,3,1.385455946283606e-08
AMMONIA,GERMANY,1,4,3.95844579510689e-09
AMMONIA,GERMANY,1,5,3.848489193484807e-09
AMMONIA,GERMANY,1,6,9.23637363395103e-09
AMMONIA,GERMANY,1,7,3.645937663906603e-09
AMMONIA,GERMANY,1,8,2.430625109994785e-09
AMMONIA,GERMANY,1,9,6.023723133385245e-09
AMMONIA,GERMANY,1,10,5.328677465802609e-09
AMMONIA,GERMANY,1,11,4.074871013675437e-09
AMMONIA,GERMANY,1,12,2.947778920791739e-09
AMMONIA,GERMANY,2,1,5.131318562491906e-09
AMMONIA,GERMANY,2,2,8.149741615263018e-09
AMMONIA,GERMANY,2,3,1.385455946252994e-08
AMMONIA,GERMANY,2,4,3.958445795466165e-09
AMMONIA,GERMANY,2,5,3.848489193856847e-09
AMMONIA,GERMANY,2,6,9.236373634694857e-09
AMMONIA,GERMANY,2,7,3.645937663915794e-09
AMMONIA,GERMANY,2,8,2.430625110094014e-09
AMMONIA,GERMANY,2,9,6.023723133641142e-09
AMMONIA,GERMANY,2,10,5.328677465623779e-09
AMMONIA,GERMANY,2,11,4.074871013328987e-09
AMMONIA,GERMANY,2,12,2.947778920543393e-09
AMMONIA,GERMANY,3,1,5.131318562194359e-09
AMMONIA,GERMANY,3,2,8.149741614634917e-09
AMMONIA,GERMANY,3,3,1.385455946222366e-08
AMMONIA,GERMANY,3,4,3.958445795783961e-09
AMMONIA,GERMANY,3,5,3.848489194222765e-09
AMMONIA,GERMANY,3,6,9.236373635436938e-09
AMMONIA,GERMANY,3,7,3.645937663924291e-09
AMMONIA,GERMANY,3,8,2.430625110140223e-09
AMMONIA,GERMANY,3,9,6.023723133895622e-09
AMMONIA,GERMANY,3,10,5.328677465446339e-09
AMMONIA,GERMANY,3,11,4.074871012981703e-09
AMMONIA,GERMANY,3,12,2.947778920295457e-09
AMMONIA,GERMANY,4,1,5.131318561898083e-09
AMMONIA,GERMANY,4,2,8.149741614005068e-09
AMMONIA,GERMANY,4,3,1.385455946191716e-08
AMMONIA,GERMANY,4,4,3.958445796100937e-09
AMMONIA,GERMANY,4,5,3.848489194588849e-09
AMMONIA,GERMANY,4,6,9.236373636177297e-09
AMMONIA,GERMANY,4,7,3.645937663932067e-09
AMMONIA,GERMANY,4,8,2.430625110234515e-09
AMMONIA,GERMANY,4,9,6.023723134148713e-09
AMMONIA,GERMANY,4,10,5.328677465270288e-09
AMMONIA,GERMANY,4,11,4.074871012633586e-09
AMMONIA,GERMANY,4,12,2.947778920047951e-09
AMMONIA,GERMANY,5,1,5.131318561603051e-09
AMMONIA,GERMANY,5,2,8.149741613373473e-09
AMMONIA,GERMANY,5,3,1.385455946161041e-08
AMMONIA,GERMANY,5,4,3.958445796417118e-09
AMMONIA,GERMANY,5,5,3.848489194955396e-09
AMMONIA,GERMANY,5,6,9.236373636915857e-09
AMMONIA,GERMANY,5,7,3.645937663939141e-09
AMMONIA,GERMANY,5,8,2.430625110390092e-09
AMMONIA,GERMANY,5,9,6.023723134400454e-09
AMMONIA,GERMANY,5,10,5.328677465095614e-09
AMMONIA,GERMANY,5,11,4.074871012284661e-09
AMMONIA,GERMANY,5,12,2.947778919800836e-09
AMMONIA,GERMANY,6,1,5.131318561309315e-09
AMMONIA,GERMANY,6,2,8.14974161274021e-09
AMMONIA,GERMANY,6,3,1.385455946130338e-08
AMMONIA,GERMANY,6,4,3.958445796732519e-09
AMMONIA,GERMANY,6,5,3.848489195322419e-09
AMMONIA,GERMANY,6,6,9.236373637652723e-09
AMMONIA,GERMANY,6,7,3.645937663945533e-09
AMMONIA,GERMANY,6,8,2.430625110488275e-09
AMMONIA,GERMANY,6,9,6.023723134650871e-09
AMMONIA,GERMANY,6,10,5.32867746492225e-09
AMMONIA,GERMANY,6,11,4.07487101193485e-09
