st,n,h,td,val
AMMONIA,GERMANY,1,1,1.144982528374721e-10
AMMONIA,GERMANY,1,2,1.818507480360573e-10
AMMONIA,GERMANY,1,3,3.09144360124633e-10
AMMONIA,GERMANY,1,4,8.832675828255414e-11
AMMONIA,GERMANY,1,5,8.587335828971631e-11
AMMONIA,GERMANY,1,6,2.060958006416898e-10
AMMONIA,GERMANY,1,7,8.135434167679832e-11
AMMONIA,GERMANY,1,8,5.423614901639956e-11
AMMONIA,GERMANY,1,9,1.344113414283684e-10
AMMONIA,GERMANY,1,10,1.189021880837101e-10
AMMONIA,GERMANY,1,11,9.09255730436662e-11
AMMONIA,GERMANY,1,12,6.57758356716809e-11
AMMONIA,GERMANY,2,1,1.144982518612269e-10
AMMONIA,GERMANY,2,2,1.818507517868515e-10
AMMONIA,GERMANY,2,3,3.091443727236657e-10
AMMONIA,GERMANY,2,4,8.832675813693065e-11
AMMONIA,GERMANY,2,5,8.587335824007224e-11
AMMONIA,GERMANY,2,6,2.060958080348845e-10
AMMONIA,GERMANY,2,7,8.135434189668278e-11
AMMONIA,GERMANY,2,8,5.423614912063755e-11
AMMONIA,GERMANY,2,9,1.344113410812569e-10
AMMONIA,GERMANY,2,10,1.189021875745506e-10
AMMONIA,GERMANY,2,11,9.09255723001698e-11
AMMONIA,GERMANY,2,12,6.577583511872721e-11
AMMONIA,GERMANY,3,1,1.144982509793465e-10
AMMONIA,GERMANY,3,2,1.818507557365927e-10
AMMONIA,GERMANY,3,3,3.091443852334424e-10
AMMONIA,GERMANY,3,4,8.83267583073828e-11
AMMONIA,GERMANY,3,5,8.587335840873767e-11
AMMONIA,GERMANY,3,6,2.060958165591594e-10
AMMONIA,GERMANY,3,7,8.135434247773415e-11
AMMONIA,GERMANY,3,8,5.423614960609993e-11
AMMONIA,GERMANY,3,9,1.344113418988687e-10
AMMONIA,GERMANY,3,10,1.189021859549045e-10
AMMONIA,GERMANY,3,11,9.092557191577566e-11
AMMONIA,GERMANY,3,12,6.577583468891754e-11
AMMONIA,GERMANY,4,1,1.144982502225226e-10
AMMONIA,GERMANY,4,2,1.818507601949506e-10
AMMONIA,GERMANY,4,3,3.091443980315279e-10
AMMONIA,GERMANY,4,4,8.832675884563253e-11
AMMONIA,GERMANY,4,5,8.587335933516672e-11
AMMONIA,GERMANY,4,6,2.060958258753571e-10
AMMONIA,GERMANY,4,7,8.135434346536133e-11
AMMONIA,GERMANY,4,8,5.423615042915787e-11
AMMONIA,GERMANY,4,9,1.34411344181649e-10
AMMONIA,GERMANY,4,10,1.18902187032701e-10
AMMONIA,GERMANY,4,11,9.092557196314333e-11
AMMONIA,GERMANY,4,12,6.577583446475822e-11
AMMONIA,GERMANY,5,1,1.144982495381332e-10
AMMONIA,GERMANY,5,2,1.818507652713778e-10
AMMONIA,GERMANY,5,3,3.091444113952196e-10
AMMONIA,GERMANY,5,4,8.832675991431017e-11
AMMONIA,GERMANY,5,5,8.58733599106065e-11
AMMONIA,GERMANY,5,6,2.060958364977855e-10
AMMONIA,GERMANY,5,7,8.13543450892029e-11
AMMONIA,GERMANY,5,8,5.423615143726604e-11
AMMONIA,GERMANY,5,9,1.344113484138756e-10
AMMONIA,GERMANY,5,10,1.189021870639353e-10
AMMONIA,GERMANY,5,11,9.092557253082746e-11
AMMONIA,GERMANY,5,12,6.577583438735396e-11
AMMONIA,GERMANY,6,1,1.144982489331928e-10
AMMONIA,GERMANY,6,2,1.818507706629543e-10
