st,n,h,td,val
AMMONIA,GERMANY,1,1,5.755642422014327e-11
AMMONIA,GERMANY,1,2,9.141314680229756e-11
AMMONIA,GERMANY,1,3,1.554023405316958e-10
AMMONIA,GERMANY,1,4,4.440067385255344e-11
AMMONIA,GERMANY,1,5,4.316732366421244e-11
AMMONIA,GERMANY,1,6,1.036015736436476e-10
AMMONIA,GERMANY,1,7,4.089536177122917e-11
AMMONIA,GERMANY,1,8,2.726357482861156e-11
AMMONIA,GERMANY,1,9,6.75662510768428e-11
AMMONIA,GERMANY,1,10,5.977013775523933e-11
AMMONIA,GERMANY,1,11,4.570657490942991e-11
AMMONIA,GERMANY,1,12,3.306432982950602e-11
AMMONIA,GERMANY,2,1,5.755642422267775e-11
AMMONIA,GERMANY,2,2,9.141314676453842e-11
AMMONIA,GERMANY,2,3,1.554023404223756e-10
AMMONIA,GERMANY,2,4,4.440067385835032e-11
AMMONIA,GERMANY,2,5,4.316732366932772e-11
AMMONIA,GERMANY,2,6,1.036015735917536e-10
AMMONIA,GERMANY,2,7,4.089536177054758e-11
AMMONIA,GERMANY,2,8,2.726357482940234e-11
AMMONIA,GERMANY,2,9,6.756625108391023e-11
AMMONIA,GERMANY,2,10,5.977013775729074e-11
AMMONIA,GERMANY,2,11,4.570657491003872e-11
AMMONIA,GERMANY,2,12,3.306432982955896e-11
AMMONIA,GERMANY,3,1,5.75564242245174e-11
AMMONIA,GERMANY,3,2,9.141314672536315e-11
AMMONIA,GERMANY,3,3,1.554023403134789e-10
AMMONIA,GERMANY,3,4,4.440067386152008e-11
AMMONIA,GERMANY,3,5,4.316732367263645e-11
AMMONIA,GERMANY,3,6,1.036015735303172e-10
AMMONIA,GERMANY,3,7,4.089536176702709e-11
AMMONIA,GERMANY,3,8,2.726357482713918e-11
AMMONIA,GERMANY,3,9,6.756625108159412e-11
AMMONIA,GERMANY,3,10,5.977013776804409e-11
AMMONIA,GERMANY,3,11,4.570657490799393e-11
AMMONIA,GERMANY,3,12,3.306432982871193e-11
AMMONIA,GERMANY,4,1,5.755642422541738e-11
AMMONIA,GERMANY,4,2,9.141314668236299e-11
AMMONIA,GERMANY,4,3,1.554023402017235e-10
AMMONIA,GERMANY,4,4,4.440067386161934e-11
AMMONIA,GERMANY,4,5,4.316732366974462e-11
AMMONIA,GERMANY,4,6,1.03601573462184e-10
AMMONIA,GERMANY,4,7,4.089536176029054e-11
AMMONIA,GERMANY,4,8,2.726357482216617e-11
AMMONIA,GERMANY,4,9,6.75662510675122e-11
AMMONIA,GERMANY,4,10,5.977013775774072e-11
AMMONIA,GERMANY,4,11,4.570657490277276e-11
AMMONIA,GERMANY,4,12,3.306432982634288e-11
AMMONIA,GERMANY,5,1,5.755642422580119e-11
AMMONIA,GERMANY,5,2,9.141314663458504e-11
AMMONIA,GERMANY,5,3,1.554023400852565e-10
AMMONIA,GERMANY,5,4,4.440067385730476e-11
AMMONIA,GERMANY,5,5,4.316732366967845e-11
AMMONIA,GERMANY,5,6,1.036015733830658e-10
AMMONIA,GERMANY,5,7,4.089536174857104e-11
AMMONIA,GERMANY,5,8,2.726357481571085e-11
AMMONIA,GERMANY,5,9,6.75662510377337e-11
AMMONIA,GERMANY,5,10,5.977013775564961e-11
