st,n,h,td,val
AMMONIA,GERMANY,1,1,4.879396009301858e-11
AMMONIA,GERMANY,1,2,7.749629255403678e-11
AMMONIA,GERMANY,1,3,1.317436880097624e-10
AMMONIA,GERMANY,1,4,3.76410563244565e-11
AMMONIA,GERMANY,1,5,3.659547352604879e-11
AMMONIA,GERMANY,1,6,8.78291327461521e-11
AMMONIA,GERMANY,1,7,3.466940020645152e-11
AMMONIA,GERMANY,1,8,2.31129335898964e-11
AMMONIA,GERMANY,1,9,5.727987931270257e-11
AMMONIA,GERMANY,1,10,5.067065563505873e-11
AMMONIA,GERMANY,1,11,3.874814822083989e-11
AMMONIA,GERMANY,1,12,2.803057418439964e-11
AMMONIA,GERMANY,2,1,4.879396008840623e-11
AMMONIA,GERMANY,2,2,7.749629256583569e-11
AMMONIA,GERMANY,2,3,1.317436880266898e-10
AMMONIA,GERMANY,2,4,3.764105632275251e-11
AMMONIA,GERMANY,2,5,3.659547352570138e-11
AMMONIA,GERMANY,2,6,8.782913278322303e-11
AMMONIA,GERMANY,2,7,3.466940020242481e-11
AMMONIA,GERMANY,2,8,2.3112933590846e-11
AMMONIA,GERMANY,2,9,5.727987930349109e-11
AMMONIA,GERMANY,2,10,5.067065562908317e-11
AMMONIA,GERMANY,2,11,3.874814821363018e-11
AMMONIA,GERMANY,2,12,2.803057418046557e-11
AMMONIA,GERMANY,3,1,4.879396008516368e-11
AMMONIA,GERMANY,3,2,7.749629257257886e-11
AMMONIA,GERMANY,3,3,1.317436880104374e-10
AMMONIA,GERMANY,3,4,3.764105632561125e-11
AMMONIA,GERMANY,3,5,3.659547352814652e-11
AMMONIA,GERMANY,3,6,8.782913281472207e-11
AMMONIA,GERMANY,3,7,3.466940020244466e-11
AMMONIA,GERMANY,3,8,2.311293359390657e-11
AMMONIA,GERMANY,3,9,5.727987930082426e-11
AMMONIA,GERMANY,3,10,5.067065562975154e-11
AMMONIA,GERMANY,3,11,3.874814820822373e-11
AMMONIA,GERMANY,3,12,2.803057417743147e-11
AMMONIA,GERMANY,4,1,4.879396008346299e-11
AMMONIA,GERMANY,4,2,7.74962925757817e-11
AMMONIA,GERMANY,4,3,1.317436879332515e-10
AMMONIA,GERMANY,4,4,3.764105633420069e-11
AMMONIA,GERMANY,4,5,3.65954735337912e-11
AMMONIA,GERMANY,4,6,8.782913284326973e-11
AMMONIA,GERMANY,4,7,3.466940020798346e-11
AMMONIA,GERMANY,4,8,2.311293360026925e-11
AMMONIA,GERMANY,4,9,5.727987930501972e-11
AMMONIA,GERMANY,4,10,5.067065562482816e-11
AMMONIA,GERMANY,4,11,3.874814820511022e-11
AMMONIA,GERMANY,4,12,2.803057417551572e-11
AMMONIA,GERMANY,5,1,4.879396008284757e-11
AMMONIA,GERMANY,5,2,7.749629257568906e-11
AMMONIA,GERMANY,5,3,1.31743687855748e-10
AMMONIA,GERMANY,5,4,3.764105634810394e-11
AMMONIA,GERMANY,5,5,3.659547354809812e-11
AMMONIA,GERMANY,5,6,8.782913287062624e-11
AMMONIA,GERMANY,5,7,3.466940021757214e-11
AMMONIA,GERMANY,5,8,2.311293361227991e-11
AMMONIA,GERMANY,5,9,5.727987931887003e-11
