p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,45294.89691343303
AMMONIA,GERMANY,1,2,28519.00916728116
AMMONIA,GERMANY,1,3,16775.8877517201
AMMONIA,GERMANY,1,4,58715.60711232527
AMMONIA,GERMANY,1,5,60393.19588660524
AMMONIA,GERMANY,1,6,25163.83161953299
AMMONIA,GERMANY,1,7,63748.37343446786
AMMONIA,GERMANY,1,8,95622.5601522332
AMMONIA,GERMANY,1,9,38584.54181580953
AMMONIA,GERMANY,1,10,43617.30813954135
AMMONIA,GERMANY,1,11,57038.01833516872
AMMONIA,GERMANY,1,12,78846.6724039263
AMMONIA,GERMANY,2,1,45294.8969134326
AMMONIA,GERMANY,2,2,28519.0091672809
AMMONIA,GERMANY,2,3,16775.8877517201
AMMONIA,GERMANY,2,4,58715.60711232474
AMMONIA,GERMANY,2,5,60393.19588660467
AMMONIA,GERMANY,2,6,25163.83161953276
AMMONIA,GERMANY,2,7,63748.3734344673
AMMONIA,GERMANY,2,8,95622.56015223233
AMMONIA,GERMANY,2,9,38584.54181580919
AMMONIA,GERMANY,2,10,43617.30813954095
AMMONIA,GERMANY,2,11,57038.01833516817
AMMONIA,GERMANY,2,12,78846.67240392556
AMMONIA,GERMANY,3,1,45294.89691343218
AMMONIA,GERMANY,3,2,28519.00916728064
AMMONIA,GERMANY,3,3,16775.8877517201
AMMONIA,GERMANY,3,4,58715.60711232421
AMMONIA,GERMANY,3,5,60393.19588660412
AMMONIA,GERMANY,3,6,25163.83161953253
AMMONIA,GERMANY,3,7,63748.37343446671
AMMONIA,GERMANY,3,8,95622.56015223145
AMMONIA,GERMANY,3,9,38584.54181580882
AMMONIA,GERMANY,3,10,43617.30813954055
AMMONIA,GERMANY,3,11,57038.01833516765
AMMONIA,GERMANY,3,12,78846.67240392484
AMMONIA,GERMANY,4,1,45294.89691343178
AMMONIA,GERMANY,4,2,28519.00916728038
AMMONIA,GERMANY,4,3,16775.8877517201
AMMONIA,GERMANY,4,4,58715.60711232367
AMMONIA,GERMANY,4,5,60393.19588660359
AMMONIA,GERMANY,4,6,25163.8316195323
AMMONIA,GERMANY,4,7,63748.37343446611
AMMONIA,GERMANY,4,8,95622.56015223058
AMMONIA,GERMANY,4,9,38584.54181580848
AMMONIA,GERMANY,4,10,43617.30813954016
AMMONIA,GERMANY,4,11,57038.01833516714
AMMONIA,GERMANY,4,12,78846.67240392412
AMMONIA,GERMANY,5,1,45294.89691343137
AMMONIA,GERMANY,5,2,28519.00916728012
AMMONIA,GERMANY,5,3,16775.8877517201
AMMONIA,GERMANY,5,4,58715.60711232313
AMMONIA,GERMANY,5,5,60393.19588660303
AMMONIA,GERMANY,5,6,25163.83161953207
AMMONIA,GERMANY,5,7,63748.37343446553
AMMONIA,GERMANY,5,8,95622.56015222971
AMMONIA,GERMANY,5,9,38584.54181580811
AMMONIA,GERMANY,5,10,43617.30813953977
AMMONIA,GERMANY,5,11,57038.01833516663
AMMONIA,GERMANY,5,12,78846.67240392343
AMMONIA,GERMANY,6,1,45294.89691343096
AMMONIA,GERMANY,6,2,28519.00916727986
AMMONIA,GERMANY,6,3,16775.8877517201
AMMONIA,GERMANY,6,4,58715.60711232259
AMMONIA,GERMANY,6,5,60393.19588660247
AMMONIA,GERMANY,6,6,25163.83161953184
AMMONIA,GERMANY,6,7,63748.37343446496
AMMONIA,GERMANY,6,8,95622.56015222883
AMMONIA,GERMANY,6,9,38584.54181580777
AMMONIA,GERMANY,6,10,43617.30813953937
AMMONIA,GERMANY,6,11,57038.01833516612
AMMONIA,GERMANY,6,12,78846.67240392273
AMMONIA,GERMANY,7,1,45294.89691343053
AMMONIA,GERMANY,7,2,28519.0091672796
AMMONIA,GERMANY,7,3,16775.8877517201
AMMONIA,GERMANY,7,4,58715.60711232205
AMMONIA,GERMANY,7,5,60393.19588660192
AMMONIA,GERMANY,7,6,25163.83161953161
AMMONIA,GERMANY,7,7,63748.37343446439
AMMONIA,GERMANY,7,8,95622.56015222798
AMMONIA,GERMANY,7,9,38584.54181580742
AMMONIA,GERMANY,7,10,43617.30813953896
AMMONIA,GERMANY,7,11,57038.01833516557
AMMONIA,GERMANY,7,12,78846.67240392196
AMMONIA,GERMANY,8,1,45294.89691343012
AMMONIA,GERMANY,8,2,28519.00916727934
AMMONIA,GERMANY,8,3,16775.8877517201
AMMONIA,GERMANY,8,4,58715.60711232152
AMMONIA,GERMANY,8,5,60393.19588660137
AMMONIA,GERMANY,8,6,25163.83161953139
AMMONIA,GERMANY,8,7,63748.3734344638
AMMONIA,GERMANY,8,8,95622.5601522271
AMMONIA,GERMANY,8,9,38584.54181580706
AMMONIA,GERMANY,8,10,43617.30813953856
AMMONIA,GERMANY,8,11,57038.01833516504
AMMONIA,GERMANY,8,12,78846.67240392126
AMMONIA,GERMANY,9,1,45294.89691342971
AMMONIA,GERMANY,9,2,28519.00916727908
AMMONIA,GERMANY,9,3,16775.8877517201
AMMONIA,GERMANY,9,4,58715.60711232099
AMMONIA,GERMANY,9,5,60393.19588660083
AMMONIA,GERMANY,9,6,25163.83161953115
AMMONIA,GERMANY,9,7,63748.3734344632
AMMONIA,GERMANY,9,8,95622.5601522262
AMMONIA,GERMANY,9,9,38584.54181580671
AMMONIA,GERMANY,9,10,43617.30813953816
AMMONIA,GERMANY,9,11,57038.01833516454
AMMONIA,GERMANY,9,12,78846.67240392053
AMMONIA,GERMANY,10,1,45294.8969134293
AMMONIA,GERMANY,10,2,28519.00916727882
AMMONIA,GERMANY,10,3,16775.8877517201
AMMONIA,GERMANY,10,4,58715.60711232045
AMMONIA,GERMANY,10,5,60393.19588660027
AMMONIA,GERMANY,10,6,25163.83161953093
AMMONIA,GERMANY,10,7,63748.37343446262
AMMONIA,GERMANY,10,8,95622.56015222534
AMMONIA,GERMANY,10,9,38584.54181580635
AMMONIA,GERMANY,10,10,43617.30813953777
AMMONIA,GERMANY,10,11,57038.01833516404
AMMONIA,GERMANY,10,12,78846.67240391983
AMMONIA,GERMANY,11,1,45294.89691342889
AMMONIA,GERMANY,11,2,28519.00916727856
AMMONIA,GERMANY,11,3,16775.8877517201
AMMONIA,GERMANY,11,4,58715.60711231991
