j,n,h,td,val
BATT_LI,GERMANY,1,1,63.7012830065838
BATT_LI,GERMANY,1,2,79.80714148540679
BATT_LI,GERMANY,1,3,73.46012075151411
BATT_LI,GERMANY,1,4,73.460116893414
BATT_LI,GERMANY,1,5,68.15023962899178
BATT_LI,GERMANY,1,6,52.45824459993508
BATT_LI,GERMANY,1,7,54.80749808383622
BATT_LI,GERMANY,1,8,52.45824181222441
BATT_LI,GERMANY,1,9,77.24866744723518
BATT_LI,GERMANY,1,10,63.73635563038935
BATT_LI,GERMANY,1,11,62.33596435210406
BATT_LI,GERMANY,1,12,63.79638739558993
BATT_LI,GERMANY,2,1,56.84198173973876
BATT_LI,GERMANY,2,2,79.80714732168519
BATT_LI,GERMANY,2,3,73.44542871580114
BATT_LI,GERMANY,2,4,72.13093959549417
BATT_LI,GERMANY,2,5,66.91632365151271
BATT_LI,GERMANY,2,6,31.44587567910316
BATT_LI,GERMANY,2,7,40.35132517888478
BATT_LI,GERMANY,2,8,36.96089617810464
BATT_LI,GERMANY,2,9,74.80619037653582
BATT_LI,GERMANY,2,10,56.91233779818224
BATT_LI,GERMANY,2,11,55.62772579708422
BATT_LI,GERMANY,2,12,57.10724894727672
BATT_LI,GERMANY,3,1,51.9993579062895
BATT_LI,GERMANY,3,2,79.80714732037448
BATT_LI,GERMANY,3,3,73.43073960994452
BATT_LI,GERMANY,3,4,62.94398083757142
BATT_LI,GERMANY,3,5,64.88683284675318
BATT_LI,GERMANY,3,6,10.43771281466386
BATT_LI,GERMANY,3,7,28.44612599666983
BATT_LI,GERMANY,3,8,28.04310456700794
BATT_LI,GERMANY,3,9,65.93987909265176
BATT_LI,GERMANY,3,10,52.11768875430849
BATT_LI,GERMANY,3,11,54.9399985374142
BATT_LI,GERMANY,3,12,52.46013908316412
BATT_LI,GERMANY,4,1,48.58245890433477
BATT_LI,GERMANY,4,2,79.7911880767607
BATT_LI,GERMANY,4,3,73.41605341728287
BATT_LI,GERMANY,4,4,52.88452358263653
BATT_LI,GERMANY,4,5,60.86418035298677
BATT_LI,GERMANY,4,6,5.842925999095386
BATT_LI,GERMANY,4,7,21.47259281793568
BATT_LI,GERMANY,4,8,25.8769730195888
BATT_LI,GERMANY,4,9,49.27311714651994
BATT_LI,GERMANY,4,10,48.70924889233851
BATT_LI,GERMANY,4,11,53.28846874485686
BATT_LI,GERMANY,4,12,49.27102267075129
BATT_LI,GERMANY,5,1,46.16047361976818
BATT_LI,GERMANY,5,2,79.8071473213402
BATT_LI,GERMANY,5,3,60.08558732597366
BATT_LI,GERMANY,5,4,31.872067790642
BATT_LI,GERMANY,5,5,52.39832827232578
BATT_LI,GERMANY,5,6,1.122238769290505
BATT_LI,GERMANY,5,7,14.74856489024563
BATT_LI,GERMANY,5,8,16.29353704758
BATT_LI,GERMANY,5,9,28.60930595738163
BATT_LI,GERMANY,5,10,46.24153176953312
BATT_LI,GERMANY,5,11,39.00663636075297
BATT_LI,GERMANY,5,12,47.1034813773071
BATT_LI,GERMANY,6,1,44.43162595380198
BATT_LI,GERMANY,6,2,79.74585066488096
BATT_LI,GERMANY,6,3,39.1390270984769
BATT_LI,GERMANY,6,4,10.86381557868309
BATT_LI,GERMANY,6,5,41.9313452613784
BATT_LI,GERMANY,6,6,4.760376153288342e-06
BATT_LI,GERMANY,6,7,6.723844285029071
BATT_LI,GERMANY,6,8,2.052322085461878
BATT_LI,GERMANY,6,9,10.53358343576094
BATT_LI,GERMANY,6,10,44.46996392038434
BATT_LI,GERMANY,6,11,25.56782845730264
BATT_LI,GERMANY,6,12,45.74298355049176
BATT_LI,GERMANY,7,1,43.20019646661886
BATT_LI,GERMANY,7,2,72.67650850937974
BATT_LI,GERMANY,7,3,18.12931847358328
BATT_LI,GERMANY,7,4,2.053573667133803
BATT_LI,GERMANY,7,5,35.84719231673425
BATT_LI,GERMANY,7,6,1.429089248901013e-09
BATT_LI,GERMANY,7,7,4.966777950535798e-07
BATT_LI,GERMANY,7,8,1.904535404355976e-09
BATT_LI,GERMANY,7,9,3.670969375922151
BATT_LI,GERMANY,7,10,43.17375026934243
BATT_LI,GERMANY,7,11,14.81596499104015
BATT_LI,GERMANY,7,12,45.04280849004321
BATT_LI,GERMANY,8,1,42.33157846759117
BATT_LI,GERMANY,8,2,61.04282569903291
BATT_LI,GERMANY,8,3,2.960616095498222e-08
BATT_LI,GERMANY,8,4,4.8270650383947e-06
BATT_LI,GERMANY,8,5,24.98881900784014
BATT_LI,GERMANY,8,6,0.03796927740112784
BATT_LI,GERMANY,8,7,1.40521685693434e-10
BATT_LI,GERMANY,8,8,0.7245370208015844
BATT_LI,GERMANY,8,9,1.626440582932593e-10
BATT_LI,GERMANY,8,10,42.28283973130609
BATT_LI,GERMANY,8,11,4.007753533392745
BATT_LI,GERMANY,8,12,44.93362567116871
BATT_LI,GERMANY,9,1,41.73161392614864
BATT_LI,GERMANY,9,2,53.03660621390875
BATT_LI,GERMANY,9,3,1.650943114255398e-09
BATT_LI,GERMANY,9,4,2.58850600490918e-06
BATT_LI,GERMANY,9,5,21.29191268787876
BATT_LI,GERMANY,9,6,5.030447023240976
BATT_LI,GERMANY,9,7,0.6618220705167587
BATT_LI,GERMANY,9,8,1.339008062589432
BATT_LI,GERMANY,9,9,4.365377684709246
BATT_LI,GERMANY,9,10,41.79486140559477
BATT_LI,GERMANY,9,11,9.478625540078535e-11
BATT_LI,GERMANY,9,12,45.54503083679285
BATT_LI,GERMANY,10,1,41.35227614875554
BATT_LI,GERMANY,10,2,53.02599862536099
BATT_LI,GERMANY,10,3,3.142839104400124e-08
BATT_LI,GERMANY,10,4,4.741603454936068e-09
BATT_LI,GERMANY,10,5,24.81188355452829
BATT_LI,GERMANY,10,6,17.20477243718965
BATT_LI,GERMANY,10,7,18.03746390651409
BATT_LI,GERMANY,10,8,4.905667253125095
BATT_LI,GERMANY,10,9,19.85179536458495
BATT_LI,GERMANY,10,10,41.65255978904045
BATT_LI,GERMANY,10,11,3.274161955904297e-10
BATT_LI,GERMANY,10,12,46.83698748109736
BATT_LI,GERMANY,11,1,41.11661894519265
BATT_LI,GERMANY,11,2,53.01539321119737
BATT_LI,GERMANY,11,3,4.062871536469698e-08
BATT_LI,GERMANY,11,4,3.02119449748921e-06
BATT_LI,GERMANY,11,5,27.20426103028194
BATT_LI,GERMANY,11,6,23.56708236377072
BATT_LI,GERMANY,11,7,26.04848682007729
BATT_LI,GERMANY,11,8,8.894054557100441
BATT_LI,GERMANY,11,9,38.80202247847736
BATT_LI,GERMANY,11,10,41.17895277437283
BATT_LI,GERMANY,11,11,2.516155112276957e-10
BATT_LI,GERMANY,11,12,48.14255973862115
BATT_LI,GERMANY,12,1,41.0700197145482
BATT_LI,GERMANY,12,2,53.00479012914494
BATT_LI,GERMANY,12,3,4.317533545230698e-08
BATT_LI,GERMANY,12,4,5.171569415950259e-06
BATT_LI,GERMANY,12,5,31.54392596608444
BATT_LI,GERMANY,12,6,31.76338675923525
BATT_LI,GERMANY,12,7,44.36655731168583
BATT_LI,GERMANY,12,8,19.81852654586054
BATT_LI,GERMANY,12,9,53.4571893120569
BATT_LI,GERMANY,12,10,40.9318247726552
BATT_LI,GERMANY,12,11,13.72781895336959
BATT_LI,GERMANY,12,12,50.95499002461545
BATT_LI,GERMANY,13,1,41.19438088749406
BATT_LI,GERMANY,13,2,52.99418901773475
BATT_LI,GERMANY,13,3,4.055093746796314e-08
BATT_LI,GERMANY,13,4,7.346878710957601e-06
BATT_LI,GERMANY,13,5,36.27162418110982
BATT_LI,GERMANY,13,6,41.10681706021931
BATT_LI,GERMANY,13,7,56.85127801173679
BATT_LI,GERMANY,13,8,33.55102122857551
BATT_LI,GERMANY,13,9,64.28716117693577
BATT_LI,GERMANY,13,10,41.06935506969935
BATT_LI,GERMANY,13,11,32.6792708773929
BATT_LI,GERMANY,13,12,54.66014986502434
BATT_LI,GERMANY,14,1,41.47697921852717
BATT_LI,GERMANY,14,2,53.09623399852423
BATT_LI,GERMANY,14,3,3.126311768641936e-08
BATT_LI,GERMANY,14,4,1.227473467130719
BATT_LI,GERMANY,14,5,40.8225840350412
BATT_LI,GERMANY,14,6,51.11174756545896
BATT_LI,GERMANY,14,7,71.4373823610017
BATT_LI,GERMANY,14,8,47.67856777941078
BATT_LI,GERMANY,14,9,74.40745172755105
BATT_LI,GERMANY,14,10,41.43914883206926
BATT_LI,GERMANY,14,11,51.62693251171328
BATT_LI,GERMANY,14,12,59.08912837234453
BATT_LI,GERMANY,15,1,41.92850320446571
BATT_LI,GERMANY,15,2,49.94737165418532
BATT_LI,GERMANY,15,3,2.098655416213558e-09
BATT_LI,GERMANY,15,4,2.888845826263049
BATT_LI,GERMANY,15,5,45.10431568935495
BATT_LI,GERMANY,15,6,61.85066091467279
BATT_LI,GERMANY,15,7,79.80714620350408
BATT_LI,GERMANY,15,8,61.74279395151123
BATT_LI,GERMANY,15,9,79.80714731882324
BATT_LI,GERMANY,15,10,42.04102961514554
BATT_LI,GERMANY,15,11,70.57080461276672
BATT_LI,GERMANY,15,12,63.1331928680166
BATT_LI,GERMANY,16,1,42.58661771280673
BATT_LI,GERMANY,16,2,37.12148930756609
BATT_LI,GERMANY,16,3,1.890894785802086e-09
BATT_LI,GERMANY,16,4,8.557498631407919
BATT_LI,GERMANY,16,5,48.51308004746426
BATT_LI,GERMANY,16,6,71.51085445839674
BATT_LI,GERMANY,16,7,79.80714731189653
BATT_LI,GERMANY,16,8,75.33072850702618
BATT_LI,GERMANY,16,9,79.80714730864571
BATT_LI,GERMANY,16,10,42.830513963424
BATT_LI,GERMANY,16,11,79.8071473221661
BATT_LI,GERMANY,16,12,63.1626860663932
BATT_LI,GERMANY,17,1,43.50520380968994
BATT_LI,GERMANY,17,2,16.11218413564402
BATT_LI,GERMANY,17,3,9.865509471010464
BATT_LI,GERMANY,17,4,18.47688211520836
BATT_LI,GERMANY,17,5,45.47847099538968
BATT_LI,GERMANY,17,6,77.80327856545057
BATT_LI,GERMANY,17,7,79.80714728159023
BATT_LI,GERMANY,17,8,79.80714732139349
BATT_LI,GERMANY,17,9,79.80714732214199
BATT_LI,GERMANY,17,10,43.84463810018944
BATT_LI,GERMANY,17,11,79.79118588962513
BATT_LI,GERMANY,17,12,55.89853057644966
BATT_LI,GERMANY,18,1,44.81805786176744
BATT_LI,GERMANY,18,2,1.682995290925308e-07
BATT_LI,GERMANY,18,3,9.700306977336617e-09
BATT_LI,GERMANY,18,4,19.75873299753459
