st,n,h,td,val
AMMONIA,GERMANY,1,1,2.540818843683765e-09
AMMONIA,GERMANY,1,2,4.035418326286885e-09
AMMONIA,GERMANY,1,3,6.860210605597916e-09
AMMONIA,GERMANY,1,4,1.960060399182995e-09
AMMONIA,GERMANY,1,5,1.905614397520632e-09
AMMONIA,GERMANY,1,6,4.573474336724395e-09
AMMONIA,GERMANY,1,7,1.805319122525871e-09
AMMONIA,GERMANY,1,8,1.203546094882343e-09
AMMONIA,GERMANY,1,9,2.982701214606175e-09
AMMONIA,GERMANY,1,10,2.638542952070776e-09
AMMONIA,GERMANY,1,11,2.017709277886452e-09
AMMONIA,GERMANY,1,12,1.459619415410427e-09
AMMONIA,GERMANY,2,1,2.54081884357626e-09
AMMONIA,GERMANY,2,2,4.035418325978082e-09
AMMONIA,GERMANY,2,3,6.86021060570181e-09
AMMONIA,GERMANY,2,4,1.960060399390011e-09
AMMONIA,GERMANY,2,5,1.905614397712502e-09
AMMONIA,GERMANY,2,6,4.573474337166907e-09
AMMONIA,GERMANY,2,7,1.805319122495446e-09
AMMONIA,GERMANY,2,8,1.203546094914711e-09
AMMONIA,GERMANY,2,9,2.982701214687457e-09
AMMONIA,GERMANY,2,10,2.638542951999645e-09
AMMONIA,GERMANY,2,11,2.017709277697785e-09
AMMONIA,GERMANY,2,12,1.459619415282778e-09
AMMONIA,GERMANY,3,1,2.540818843469532e-09
AMMONIA,GERMANY,3,2,4.035418325668465e-09
AMMONIA,GERMANY,3,3,6.860210605806101e-09
AMMONIA,GERMANY,3,4,1.960060399596597e-09
AMMONIA,GERMANY,3,5,1.905614397904717e-09
AMMONIA,GERMANY,3,6,4.573474337608638e-09
AMMONIA,GERMANY,3,7,1.805319122464647e-09
AMMONIA,GERMANY,3,8,1.203546094946884e-09
AMMONIA,GERMANY,3,9,2.982701214768031e-09
AMMONIA,GERMANY,3,10,2.638542951929343e-09
AMMONIA,GERMANY,3,11,2.017709277508678e-09
AMMONIA,GERMANY,3,12,1.459619415155384e-09
AMMONIA,GERMANY,4,1,2.540818843363588e-09
AMMONIA,GERMANY,4,2,4.035418325358015e-09
AMMONIA,GERMANY,4,3,6.860210605910809e-09
AMMONIA,GERMANY,4,4,1.960060399802749e-09
AMMONIA,GERMANY,4,5,1.905614398098547e-09
AMMONIA,GERMANY,4,6,4.573474338049595e-09
AMMONIA,GERMANY,4,7,1.805319122433457e-09
AMMONIA,GERMANY,4,8,1.203546094978856e-09
AMMONIA,GERMANY,4,9,2.982701214847897e-09
AMMONIA,GERMANY,4,10,2.638542951859891e-09
AMMONIA,GERMANY,4,11,2.017709277319115e-09
AMMONIA,GERMANY,4,12,1.459619415028246e-09
AMMONIA,GERMANY,5,1,2.54081884325843e-09
