k,ct,n,h,td,b
1,HEAT_HIGH_T,GERMANY,12,12,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,1,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,2,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,3,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,4,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,5,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,6,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,7,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,8,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,9,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,10,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,11,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,13,12,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,14,1,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,14,2,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,14,3,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,14,4,0.4853868839849108
1,HEAT_HIGH_T,GERMANY,14,5,0.4853868839849108
