p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,1.510161317785125
AMMONIA,GERMANY,1,2,0.950842326406243
AMMONIA,GERMANY,1,3,0.5593189977093931
AMMONIA,GERMANY,1,4,1.957616583524839
AMMONIA,GERMANY,1,5,2.013548534389163
AMMONIA,GERMANY,1,6,0.8389785410139626
AMMONIA,GERMANY,1,7,2.125412439612143
AMMONIA,GERMANY,1,8,3.188118672741842
AMMONIA,GERMANY,1,9,1.286433854283987
AMMONIA,GERMANY,1,10,1.454229482540248
AMMONIA,GERMANY,1,11,1.901684695033683
AMMONIA,GERMANY,1,12,2.628799387118463
AMMONIA,GERMANY,2,1,1.510161317760387
AMMONIA,GERMANY,2,2,0.9508423263779373
AMMONIA,GERMANY,2,3,0.5593189977129566
AMMONIA,GERMANY,2,4,1.957616583606195
AMMONIA,GERMANY,2,5,2.013548534466278
AMMONIA,GERMANY,2,6,0.8389785410449747
AMMONIA,GERMANY,2,7,2.125412439598618
AMMONIA,GERMANY,2,8,3.188118672774777
AMMONIA,GERMANY,2,9,1.286433854297235
AMMONIA,GERMANY,2,10,1.454229482526422
AMMONIA,GERMANY,2,11,1.901684694965052
AMMONIA,GERMANY,2,12,2.628799387028267
AMMONIA,GERMANY,3,1,1.510161317735843
AMMONIA,GERMANY,3,2,0.950842326349921
AMMONIA,GERMANY,3,3,0.5593189977166054
AMMONIA,GERMANY,3,4,1.957616583687403
AMMONIA,GERMANY,3,5,2.013548534543673
AMMONIA,GERMANY,3,6,0.8389785410756623
AMMONIA,GERMANY,3,7,2.125412439584884
AMMONIA,GERMANY,3,8,3.188118672808081
AMMONIA,GERMANY,3,9,1.286433854310326
AMMONIA,GERMANY,3,10,1.454229482512789
AMMONIA,GERMANY,3,11,1.90168469489622
AMMONIA,GERMANY,3,12,2.628799386938232
AMMONIA,GERMANY,4,1,1.510161317711493
AMMONIA,GERMANY,4,2,0.9508423263219286
AMMONIA,GERMANY,4,3,0.5593189977200275
AMMONIA,GERMANY,4,4,1.95761658376847
AMMONIA,GERMANY,4,5,2.013548534622038
AMMONIA,GERMANY,4,6,0.8389785411069192
AMMONIA,GERMANY,4,7,2.125412439570983
AMMONIA,GERMANY,4,8,3.188118672840641
AMMONIA,GERMANY,4,9,1.286433854323388
AMMONIA,GERMANY,4,10,1.454229482499353
AMMONIA,GERMANY,4,11,1.901684694827197
AMMONIA,GERMANY,4,12,2.628799386848401
AMMONIA,GERMANY,5,1,1.510161317687338
AMMONIA,GERMANY,5,2,0.9508423262936759
AMMONIA,GERMANY,5,3,0.559318997723554
AMMONIA,GERMANY,5,4,1.957616583849359
AMMONIA,GERMANY,5,5,2.013548534699416
AMMONIA,GERMANY,5,6,0.8389785411386212
AMMONIA,GERMANY,5,7,2.125412439556879
AMMONIA,GERMANY,5,8,3.188118672871939
AMMONIA,GERMANY,5,9,1.286433854336265
AMMONIA,GERMANY,5,10,1.454229482486114
AMMONIA,GERMANY,5,11,1.901684694757993
AMMONIA,GERMANY,5,12,2.628799386758722
AMMONIA,GERMANY,6,1,1.510161317663378
AMMONIA,GERMANY,6,2,0.9508423262653349
AMMONIA,GERMANY,6,3,0.5593189977270228
AMMONIA,GERMANY,6,4,1.957616583930298
AMMONIA,GERMANY,6,5,2.013548534778845
AMMONIA,GERMANY,6,6,0.8389785411705742
