pt,n,h,td,val
CCGT,GERMANY,1,1,2.177242259949759e-09
CCGT,GERMANY,1,2,2.96737678448282e-07
CCGT,GERMANY,1,3,2.840056409382473e-07
CCGT,GERMANY,1,4,3.070735612208832e-07
CCGT,GERMANY,1,5,2.606553909349727e-09
CCGT,GERMANY,1,6,2.941991321486868e-07
CCGT,GERMANY,1,7,3.078844954966785e-07
CCGT,GERMANY,1,8,3.110672341268733e-07
CCGT,GERMANY,1,9,3.018874761191552e-07
CCGT,GERMANY,1,10,2.260349648483576e-09
CCGT,GERMANY,1,11,3.067715233368253e-07
CCGT,GERMANY,1,12,1.25606356687528e-09
CCGT,GERMANY,2,1,2.177239598672836e-09
CCGT,GERMANY,2,2,2.967378613399428e-07
CCGT,GERMANY,2,3,2.840059764032464e-07
CCGT,GERMANY,2,4,3.070735443746718e-07
CCGT,GERMANY,2,5,2.619441775956735e-09
CCGT,GERMANY,2,6,2.941993597538176e-07
CCGT,GERMANY,2,7,3.078845188398643e-07
CCGT,GERMANY,2,8,3.110671868237836e-07
CCGT,GERMANY,2,9,3.018875852993895e-07
CCGT,GERMANY,2,10,2.260348980976777e-09
CCGT,GERMANY,2,11,3.067714666267769e-07
CCGT,GERMANY,2,12,1.25605888969479e-09
CCGT,GERMANY,3,1,2.177236750349105e-09
CCGT,GERMANY,3,2,2.967380350597241e-07
CCGT,GERMANY,3,3,2.840063025890184e-07
CCGT,GERMANY,3,4,3.070735249625495e-07
CCGT,GERMANY,3,5,2.632566537211259e-09
CCGT,GERMANY,3,6,2.941995801535841e-07
CCGT,GERMANY,3,7,3.078845424579669e-07
CCGT,GERMANY,3,8,3.110671383845607e-07
CCGT,GERMANY,3,9,3.018876944894769e-07
CCGT,GERMANY,3,10,2.260348246982134e-09
CCGT,GERMANY,3,11,3.067714054905609e-07
CCGT,GERMANY,3,12,1.256054036824138e-09
CCGT,GERMANY,4,1,2.17723369809567e-09
CCGT,GERMANY,4,2,2.96738198779551e-07
CCGT,GERMANY,4,3,2.840066192930269e-07
CCGT,GERMANY,4,4,3.070735041284801e-07
CCGT,GERMANY,4,5,2.697902430186424e-09
CCGT,GERMANY,4,6,2.941997952700003e-07
CCGT,GERMANY,4,7,3.078845663373668e-07
CCGT,GERMANY,4,8,3.110670890468083e-07
CCGT,GERMANY,4,9,3.018878036837463e-07
CCGT,GERMANY,4,10,2.260347463413098e-09
CCGT,GERMANY,4,11,3.067713395211367e-07
CCGT,GERMANY,4,12,1.256048978693386e-09
CCGT,GERMANY,5,1,2.177230508220398e-09
CCGT,GERMANY,5,2,2.967383562697187e-07
CCGT,GERMANY,5,3,2.84006929387637e-07
CCGT,GERMANY,5,4,3.070734866170931e-07
CCGT,GERMANY,5,5,2.698007629459518e-09
CCGT,GERMANY,5,6,2.942000123165175e-07
CCGT,GERMANY,5,7,3.078845904598627e-07
CCGT,GERMANY,5,8,3.110670387444756e-07
CCGT,GERMANY,5,9,3.018879128349695e-07
CCGT,GERMANY,5,10,2.260346702648763e-09
CCGT,GERMANY,5,11,3.067712710509929e-07
CCGT,GERMANY,5,12,1.256043743544173e-09
CCGT,GERMANY,6,1,2.177227500844785e-09
CCGT,GERMANY,6,2,2.967385257445383e-07
CCGT,GERMANY,6,3,2.840072446107865e-07
CCGT,GERMANY,6,4,3.070734722261992e-07
CCGT,GERMANY,6,5,2.813396023780892e-09
CCGT,GERMANY,6,6,2.942002310795391e-07
CCGT,GERMANY,6,7,3.078846147899498e-07
CCGT,GERMANY,6,8,3.110669872302372e-07
CCGT,GERMANY,6,9,3.018880219465927e-07
CCGT,GERMANY,6,10,2.260345961788644e-09
CCGT,GERMANY,6,11,3.067712080914907e-07
CCGT,GERMANY,6,12,1.256038484069919e-09
CCGT,GERMANY,7,1,2.1772246628053e-09
CCGT,GERMANY,7,2,2.967387067763521e-07
CCGT,GERMANY,7,3,2.840075646700216e-07
