st,n,h,td,val
AMMONIA,GERMANY,1,1,6.969856619552514e-09
AMMONIA,GERMANY,1,2,1.106977272941966e-08
AMMONIA,GERMANY,1,3,1.881861211396464e-08
AMMONIA,GERMANY,1,4,5.376746975479585e-09
AMMONIA,GERMANY,1,5,5.227393228543787e-09
AMMONIA,GERMANY,1,6,1.254574314777309e-08
AMMONIA,GERMANY,1,7,4.952267865796675e-09
AMMONIA,GERMANY,1,8,3.301511949427126e-09
AMMONIA,GERMANY,1,9,8.182007939757517e-09
AMMONIA,GERMANY,1,10,7.237928889123423e-09
AMMONIA,GERMANY,1,11,5.534886685309376e-09
AMMONIA,GERMANY,1,12,4.003960406421868e-09
AMMONIA,GERMANY,2,1,6.969856619262409e-09
AMMONIA,GERMANY,2,2,1.106977272856037e-08
AMMONIA,GERMANY,2,3,1.881861211429202e-08
AMMONIA,GERMANY,2,4,5.376746976067426e-09
AMMONIA,GERMANY,2,5,5.227393229076766e-09
AMMONIA,GERMANY,2,6,1.254574314902242e-08
AMMONIA,GERMANY,2,7,4.952267865705675e-09
AMMONIA,GERMANY,2,8,3.301511949512932e-09
AMMONIA,GERMANY,2,9,8.182007939971863e-09
AMMONIA,GERMANY,2,10,7.237928888932847e-09
AMMONIA,GERMANY,2,11,5.534886684783048e-09
AMMONIA,GERMANY,2,12,4.003960406065171e-09
AMMONIA,GERMANY,3,1,6.969856618974543e-09
AMMONIA,GERMANY,3,2,1.106977272769882e-08
AMMONIA,GERMANY,3,3,1.88186121146208e-08
AMMONIA,GERMANY,3,4,5.376746976654066e-09
AMMONIA,GERMANY,3,5,5.227393229610741e-09
AMMONIA,GERMANY,3,6,1.254574315026965e-08
AMMONIA,GERMANY,3,7,4.9522678656136e-09
AMMONIA,GERMANY,3,8,3.301511949598177e-09
AMMONIA,GERMANY,3,9,8.182007940184237e-09
AMMONIA,GERMANY,3,10,7.237928888744673e-09
AMMONIA,GERMANY,3,11,5.534886684255469e-09
AMMONIA,GERMANY,3,12,4.003960405709195e-09
AMMONIA,GERMANY,4,1,6.969856618688908e-09
AMMONIA,GERMANY,4,2,1.106977272683503e-08
AMMONIA,GERMANY,4,3,1.8818612114951e-08
AMMONIA,GERMANY,4,4,5.376746977239498e-09
AMMONIA,GERMANY,4,5,5.2273932301508e-09
AMMONIA,GERMANY,4,6,1.25457431515148e-08
AMMONIA,GERMANY,4,7,4.95226786552046e-09
AMMONIA,GERMANY,4,8,3.301511949682862e-09
AMMONIA,GERMANY,4,9,8.182007940394638e-09
AMMONIA,GERMANY,4,10,7.237928888558915e-09
AMMONIA,GERMANY,4,11,5.534886683726642e-09
AMMONIA,GERMANY,4,12,4.003960405353948e-09
AMMONIA,GERMANY,5,1,6.969856618405509e-09
AMMONIA,GERMANY,5,2,1.106977272596898e-08
AMMONIA,GERMANY,5,3,1.881861211528257e-08
AMMONIA,GERMANY,5,4,5.376746977823729e-09
AMMONIA,GERMANY,5,5,5.2273932306854e-09
AMMONIA,GERMANY,5,6,1.254574315275783e-08
AMMONIA,GERMANY,5,7,4.952267865426251e-09
AMMONIA,GERMANY,5,8,3.301511949766984e-09
AMMONIA,GERMANY,5,9,8.182007940603068e-09
AMMONIA,GERMANY,5,10,7.237928888375559e-09
AMMONIA,GERMANY,5,11,5.534886683196552e-09
AMMONIA,GERMANY,5,12,4.003960404999418e-09
AMMONIA,GERMANY,6,1,6.969856618124341e-09
AMMONIA,GERMANY,6,2,1.106977272510067e-08
AMMONIA,GERMANY,6,3,1.881861211561556e-08
AMMONIA,GERMANY,6,4,5.376746978406756e-09
AMMONIA,GERMANY,6,5,5.227393231231938e-09
AMMONIA,GERMANY,6,6,1.254574315399876e-08
AMMONIA,GERMANY,6,7,4.952267865330969e-09
AMMONIA,GERMANY,6,8,3.301511949850548e-09
AMMONIA,GERMANY,6,9,8.182007940809532e-09
AMMONIA,GERMANY,6,10,7.237928888194631e-09
AMMONIA,GERMANY,6,11,5.534886682665214e-09
AMMONIA,GERMANY,6,12,4.00396040464562e-09
AMMONIA,GERMANY,7,1,6.969856617845405e-09
AMMONIA,GERMANY,7,2,1.106977272423011e-08
AMMONIA,GERMANY,7,3,1.881861211594998e-08
AMMONIA,GERMANY,7,4,5.376746978988578e-09
AMMONIA,GERMANY,7,5,5.227393231757456e-09
AMMONIA,GERMANY,7,6,1.254574315523759e-08
AMMONIA,GERMANY,7,7,4.952267865234613e-09
AMMONIA,GERMANY,7,8,3.301511949933547e-09
