st,n,h,td,val
AMMONIA,GERMANY,1,1,1.477758443738627e-08
AMMONIA,GERMANY,1,2,2.347028253325515e-08
AMMONIA,GERMANY,1,3,3.989947533735515e-08
AMMONIA,GERMANY,1,4,1.139985143872601e-08
AMMONIA,GERMANY,1,5,1.108318980331111e-08
AMMONIA,GERMANY,1,6,2.659965386533796e-08
AMMONIA,GERMANY,1,7,1.049986593081423e-08
AMMONIA,GERMANY,1,8,6.999910658797332e-09
AMMONIA,GERMANY,1,9,1.734760483265279e-08
AMMONIA,GERMANY,1,10,1.534595515982816e-08
AMMONIA,GERMANY,1,11,1.173514211567699e-08
AMMONIA,GERMANY,1,12,8.489251289613563e-09
AMMONIA,GERMANY,2,1,1.477758443634336e-08
AMMONIA,GERMANY,2,2,2.347028253074836e-08
AMMONIA,GERMANY,2,3,3.989947533689775e-08
AMMONIA,GERMANY,2,4,1.139985144022907e-08
AMMONIA,GERMANY,2,5,1.10831898047571e-08
AMMONIA,GERMANY,2,6,2.659965386853594e-08
AMMONIA,GERMANY,2,7,1.049986593074392e-08
AMMONIA,GERMANY,2,8,6.999910659127781e-09
AMMONIA,GERMANY,2,9,1.734760483349156e-08
AMMONIA,GERMANY,2,10,1.534595515923587e-08
AMMONIA,GERMANY,2,11,1.173514211428309e-08
AMMONIA,GERMANY,2,12,8.489251288619675e-09
AMMONIA,GERMANY,3,1,1.477758443530469e-08
AMMONIA,GERMANY,3,2,2.34702825282386e-08
AMMONIA,GERMANY,3,3,3.989947533639462e-08
AMMONIA,GERMANY,3,4,1.139985144164446e-08
AMMONIA,GERMANY,3,5,1.108318980620415e-08
AMMONIA,GERMANY,3,6,2.659965387171612e-08
AMMONIA,GERMANY,3,7,1.049986593067256e-08
AMMONIA,GERMANY,3,8,6.999910659389197e-09
AMMONIA,GERMANY,3,9,1.734760483432229e-08
AMMONIA,GERMANY,3,10,1.53459551586457e-08
AMMONIA,GERMANY,3,11,1.173514211289237e-08
AMMONIA,GERMANY,3,12,8.489251287628859e-09
AMMONIA,GERMANY,4,1,1.477758443426898e-08
AMMONIA,GERMANY,4,2,2.347028252571719e-08
AMMONIA,GERMANY,4,3,3.989947533588386e-08
AMMONIA,GERMANY,4,4,1.139985144306133e-08
AMMONIA,GERMANY,4,5,1.108318980765205e-08
AMMONIA,GERMANY,4,6,2.659965387489461e-08
AMMONIA,GERMANY,4,7,1.049986593059813e-08
AMMONIA,GERMANY,4,8,6.99991065973881e-09
AMMONIA,GERMANY,4,9,1.734760483515047e-08
AMMONIA,GERMANY,4,10,1.534595515806485e-08
AMMONIA,GERMANY,4,11,1.173514211149159e-08
AMMONIA,GERMANY,4,12,8.489251286644289e-09
AMMONIA,GERMANY,5,1,1.477758443323941e-08
AMMONIA,GERMANY,5,2,2.347028252319113e-08
AMMONIA,GERMANY,5,3,3.989947533538665e-08
AMMONIA,GERMANY,5,4,1.139985144447175e-08
AMMONIA,GERMANY,5,5,1.108318980918422e-08
AMMONIA,GERMANY,5,6,2.659965387804812e-08
AMMONIA,GERMANY,5,7,1.049986593052274e-08
AMMONIA,GERMANY,5,8,6.999910660089164e-09
AMMONIA,GERMANY,5,9,1.734760483596998e-08
AMMONIA,GERMANY,5,10,1.534595515748844e-08
AMMONIA,GERMANY,5,11,1.173514211009039e-08
AMMONIA,GERMANY,5,12,8.489251285666707e-09
AMMONIA,GERMANY,6,1,1.477758443221556e-08
AMMONIA,GERMANY,6,2,2.34702825206602e-08
AMMONIA,GERMANY,6,3,3.989947533491485e-08
AMMONIA,GERMANY,6,4,1.139985144587687e-08
AMMONIA,GERMANY,6,5,1.108318981064483e-08
