j,h,td,val
AMMONIA_STORAGE,1,1,0.0005604036311221347
AMMONIA_STORAGE,1,2,0.000560410953578401
AMMONIA_STORAGE,1,3,0.0005604068216570751
AMMONIA_STORAGE,1,4,0.0005604111727137429
AMMONIA_STORAGE,1,5,0.0005604053166915618
AMMONIA_STORAGE,1,6,0.0005604104002499555
AMMONIA_STORAGE,1,7,0.000560411271094588
AMMONIA_STORAGE,1,8,0.0005604106194211644
AMMONIA_STORAGE,1,9,0.0005604115624520747
AMMONIA_STORAGE,1,10,0.0005604034573545927
AMMONIA_STORAGE,1,11,0.0005604114186910092
AMMONIA_STORAGE,1,12,0.0005604055769166394
AMMONIA_STORAGE,2,1,0.0005604036311227592
AMMONIA_STORAGE,2,2,0.0005604109529830023
AMMONIA_STORAGE,2,3,0.0005604068202775606
AMMONIA_STORAGE,2,4,0.0005604113794113394
AMMONIA_STORAGE,2,5,0.0005604053222156222
AMMONIA_STORAGE,2,6,0.0005604104003653701
AMMONIA_STORAGE,2,7,0.0005604112710947129
AMMONIA_STORAGE,2,8,0.0005604106189467661
AMMONIA_STORAGE,2,9,0.0005604115624568903
AMMONIA_STORAGE,2,10,0.0005604034569468563
AMMONIA_STORAGE,2,11,0.00056041141785515
AMMONIA_STORAGE,2,12,0.0005604055769145577
AMMONIA_STORAGE,3,1,0.000560403631123689
AMMONIA_STORAGE,3,2,0.0005604109528899726
AMMONIA_STORAGE,3,3,0.000560406820003391
AMMONIA_STORAGE,3,4,0.0005604113795167551
AMMONIA_STORAGE,3,5,0.0005604053278053453
AMMONIA_STORAGE,3,6,0.0005604104004480331
AMMONIA_STORAGE,3,7,0.0005604112710947198
AMMONIA_STORAGE,3,8,0.000560410183509448
AMMONIA_STORAGE,3,9,0.0005604115624607414
AMMONIA_STORAGE,3,10,0.000560403456470869
AMMONIA_STORAGE,3,11,0.0005604114167408539
AMMONIA_STORAGE,3,12,0.0005604055769132463
AMMONIA_STORAGE,4,1,0.00056040363112448
AMMONIA_STORAGE,4,2,0.0005604109528952253
AMMONIA_STORAGE,4,3,0.0005604068197125264
AMMONIA_STORAGE,4,4,0.000560411379519378
AMMONIA_STORAGE,4,5,0.0005604053335035095
AMMONIA_STORAGE,4,6,0.0005604104005184282
AMMONIA_STORAGE,4,7,0.0005604112710952194
AMMONIA_STORAGE,4,8,0.0005604103205471556
AMMONIA_STORAGE,4,9,0.0005604115624700534
AMMONIA_STORAGE,4,10,0.0005604034560797999
AMMONIA_STORAGE,4,11,0.0005604114155682086
AMMONIA_STORAGE,4,12,0.0005604055769130173
AMMONIA_STORAGE,5,1,0.0005604036311249935
AMMONIA_STORAGE,5,2,0.000560410952901505
AMMONIA_STORAGE,5,3,0.0005604068194814543
AMMONIA_STORAGE,5,4,0.0005604113795222299
AMMONIA_STORAGE,5,5,0.0005604055515939926
AMMONIA_STORAGE,5,6,0.000560410400572503
AMMONIA_STORAGE,5,7,0.0005604112710968431
AMMONIA_STORAGE,5,8,0.0005604104656606879
AMMONIA_STORAGE,5,9,0.0005604115624811626
AMMONIA_STORAGE,5,10,0.0005604034558285426
AMMONIA_STORAGE,5,11,0.0005604114141944463
AMMONIA_STORAGE,5,12,0.0005604055769123373
AMMONIA_STORAGE,6,1,0.0005604036311260968
AMMONIA_STORAGE,6,2,0.0005604109529107199
AMMONIA_STORAGE,6,3,0.0005604068194597009
AMMONIA_STORAGE,6,4,0.0005604113795237287
AMMONIA_STORAGE,6,5,0.0005604055915712294
AMMONIA_STORAGE,6,6,0.0005604104005580285
AMMONIA_STORAGE,6,7,0.0005604112710971484
AMMONIA_STORAGE,6,8,0.0005604106194218444
AMMONIA_STORAGE,6,9,0.000560411562483043
AMMONIA_STORAGE,6,10,0.0005604034553843007
AMMONIA_STORAGE,6,11,0.0005604114140658756
AMMONIA_STORAGE,6,12,0.0005604055769109842
AMMONIA_STORAGE,7,1,0.0005604036311265409
AMMONIA_STORAGE,7,2,0.0005604109529224674
AMMONIA_STORAGE,7,3,0.0005604068194529355
AMMONIA_STORAGE,7,4,0.0005604113795203702
AMMONIA_STORAGE,7,5,0.0005604053509902923
AMMONIA_STORAGE,7,6,0.0005604104003840149
AMMONIA_STORAGE,7,7,0.0005604112710973705
AMMONIA_STORAGE,7,8,0.0005604106182459517
AMMONIA_STORAGE,7,9,0.0005604115624628161
AMMONIA_STORAGE,7,10,0.0005604034547532846
AMMONIA_STORAGE,7,11,0.0005604114140692201
AMMONIA_STORAGE,7,12,0.000560405576911123
AMMONIA_STORAGE,8,1,0.0005604036311273597
AMMONIA_STORAGE,8,2,0.0005604109529316684
AMMONIA_STORAGE,8,3,0.000560406819437323
AMMONIA_STORAGE,8,4,0.0005604113795179833
AMMONIA_STORAGE,8,5,0.0005604055635409083
AMMONIA_STORAGE,8,6,0.000560407725065
AMMONIA_STORAGE,8,7,0.000560411271097648
AMMONIA_STORAGE,8,8,0.0005604084974095078
AMMONIA_STORAGE,8,9,0.0005604115624497363
AMMONIA_STORAGE,8,10,0.0005604034537655192
AMMONIA_STORAGE,8,11,0.0005604114140720373
AMMONIA_STORAGE,8,12,0.0005604055769106026
AMMONIA_STORAGE,9,1,0.0005604036311277344
AMMONIA_STORAGE,9,2,0.0005604109529325565
AMMONIA_STORAGE,9,3,0.0005604068194039052
AMMONIA_STORAGE,9,4,0.0005604113795096427
AMMONIA_STORAGE,9,5,0.0005604053280959739
AMMONIA_STORAGE,9,6,0.0005604009409228838
