set T_H_TD :=
(	1	,	1	,	1	)
(	2	,	2	,	1	)
(	3	,	3	,	1	)
(	4	,	4	,	1	)
(	5	,	5	,	1	)
(	6	,	6	,	1	)
(	7	,	7	,	1	)
(	8	,	8	,	1	)
(	9	,	9	,	1	)
(	10	,	10	,	1	)
(	11	,	11	,	1	)
(	12	,	12	,	1	)
(	13	,	13	,	1	)
(	14	,	14	,	1	)
(	15	,	15	,	1	)
(	16	,	16	,	1	)
(	17	,	17	,	1	)
(	18	,	18	,	1	)
(	19	,	19	,	1	)
(	20	,	20	,	1	)
(	21	,	21	,	1	)
(	22	,	22	,	1	)
(	23	,	23	,	1	)
(	24	,	24	,	1	)
(	25	,	1	,	1	)
(	26	,	2	,	1	)
(	27	,	3	,	1	)
(	28	,	4	,	1	)
(	29	,	5	,	1	)
(	30	,	6	,	1	)
(	31	,	7	,	1	)
(	32	,	8	,	1	)
(	33	,	9	,	1	)
(	34	,	10	,	1	)
(	35	,	11	,	1	)
(	36	,	12	,	1	)
(	37	,	13	,	1	)
(	38	,	14	,	1	)
(	39	,	15	,	1	)
(	40	,	16	,	1	)
(	41	,	17	,	1	)
(	42	,	18	,	1	)
(	43	,	19	,	1	)
(	44	,	20	,	1	)
(	45	,	21	,	1	)
(	46	,	22	,	1	)
(	47	,	23	,	1	)
(	48	,	24	,	1	)
(	49	,	1	,	12	)
(	50	,	2	,	12	)
(	51	,	3	,	12	)
(	52	,	4	,	12	)
(	53	,	5	,	12	)
(	54	,	6	,	12	)
(	55	,	7	,	12	)
(	56	,	8	,	12	)
(	57	,	9	,	12	)
(	58	,	10	,	12	)
(	59	,	11	,	12	)
(	60	,	12	,	12	)
(	61	,	13	,	12	)
(	62	,	14	,	12	)
(	63	,	15	,	12	)
(	64	,	16	,	12	)
(	65	,	17	,	12	)
(	66	,	18	,	12	)
(	67	,	19	,	12	)
(	68	,	20	,	12	)
(	69	,	21	,	12	)
(	70	,	22	,	12	)
(	71	,	23	,	12	)
(	72	,	24	,	12	)
(	73	,	1	,	12	)
(	74	,	2	,	12	)
(	75	,	3	,	12	)
(	76	,	4	,	12	)
(	77	,	5	,	12	)
(	78	,	6	,	12	)
(	79	,	7	,	12	)
(	80	,	8	,	12	)
(	81	,	9	,	12	)
(	82	,	10	,	12	)
(	83	,	11	,	12	)
(	84	,	12	,	12	)
(	85	,	13	,	12	)
(	86	,	14	,	12	)
(	87	,	15	,	12	)
(	88	,	16	,	12	)
(	89	,	17	,	12	)
(	90	,	18	,	12	)
(	91	,	19	,	12	)
(	92	,	20	,	12	)
(	93	,	21	,	12	)
(	94	,	22	,	12	)
(	95	,	23	,	12	)
(	96	,	24	,	12	)
(	97	,	1	,	12	)
(	98	,	2	,	12	)
(	99	,	3	,	12	)
(	100	,	4	,	12	)
(	101	,	5	,	12	)
(	102	,	6	,	12	)
(	103	,	7	,	12	)
(	104	,	8	,	12	)
(	105	,	9	,	12	)
(	106	,	10	,	12	)
(	107	,	11	,	12	)
(	108	,	12	,	12	)
(	109	,	13	,	12	)
(	110	,	14	,	12	)
(	111	,	15	,	12	)
(	112	,	16	,	12	)
(	113	,	17	,	12	)
(	114	,	18	,	12	)
(	115	,	19	,	12	)
(	116	,	20	,	12	)
(	117	,	21	,	12	)
(	118	,	22	,	12	)
(	119	,	23	,	12	)
(	120	,	24	,	12	)
(	121	,	1	,	11	)
(	122	,	2	,	11	)
(	123	,	3	,	11	)
(	124	,	4	,	11	)
(	125	,	5	,	11	)
(	126	,	6	,	11	)
(	127	,	7	,	11	)
(	128	,	8	,	11	)
(	129	,	9	,	11	)
(	130	,	10	,	11	)
(	131	,	11	,	11	)
(	132	,	12	,	11	)
(	133	,	13	,	11	)
(	134	,	14	,	11	)
(	135	,	15	,	11	)
(	136	,	16	,	11	)
(	137	,	17	,	11	)
(	138	,	18	,	11	)
(	139	,	19	,	11	)
(	140	,	20	,	11	)
(	141	,	21	,	11	)
(	142	,	22	,	11	)
(	143	,	23	,	11	)
(	144	,	24	,	11	)
(	145	,	1	,	12	)
(	146	,	2	,	12	)
(	147	,	3	,	12	)
(	148	,	4	,	12	)
(	149	,	5	,	12	)
(	150	,	6	,	12	)
(	151	,	7	,	12	)
(	152	,	8	,	12	)
(	153	,	9	,	12	)
(	154	,	10	,	12	)
(	155	,	11	,	12	)
(	156	,	12	,	12	)
(	157	,	13	,	12	)
(	158	,	14	,	12	)
(	159	,	15	,	12	)
(	160	,	16	,	12	)
(	161	,	17	,	12	)
(	162	,	18	,	12	)
(	163	,	19	,	12	)
(	164	,	20	,	12	)
(	165	,	21	,	12	)
(	166	,	22	,	12	)
(	167	,	23	,	12	)
(	168	,	24	,	12	)
(	169	,	1	,	1	)
(	170	,	2	,	1	)
(	171	,	3	,	1	)
(	172	,	4	,	1	)
(	173	,	5	,	1	)
