st,n,h,td,val
AMMONIA,GERMANY,1,1,3.076848455872708e-10
AMMONIA,GERMANY,1,2,4.886759509288812e-10
AMMONIA,GERMANY,1,3,8.307490501726255e-10
AMMONIA,GERMANY,1,4,2.373569006575957e-10
AMMONIA,GERMANY,1,5,2.30763668386907e-10
AMMONIA,GERMANY,1,6,5.538327773109842e-10
AMMONIA,GERMANY,1,7,2.186182384616395e-10
AMMONIA,GERMANY,1,8,1.457454941523327e-10
AMMONIA,GERMANY,1,9,3.611953579312204e-10
AMMONIA,GERMANY,1,10,3.195189163902193e-10
AMMONIA,GERMANY,1,11,2.443379896085938e-10
AMMONIA,GERMANY,1,12,1.767551337351205e-10
AMMONIA,GERMANY,2,1,3.076848455747241e-10
AMMONIA,GERMANY,2,2,4.886759508911353e-10
AMMONIA,GERMANY,2,3,8.30749050187978e-10
AMMONIA,GERMANY,2,4,2.373569006837214e-10
AMMONIA,GERMANY,2,5,2.307636684106768e-10
AMMONIA,GERMANY,2,6,5.538327773666766e-10
AMMONIA,GERMANY,2,7,2.186182384573514e-10
AMMONIA,GERMANY,2,8,1.45745494156065e-10
AMMONIA,GERMANY,2,9,3.611953579404848e-10
AMMONIA,GERMANY,2,10,3.195189163815372e-10
AMMONIA,GERMANY,2,11,2.443379895853269e-10
AMMONIA,GERMANY,2,12,1.767551337193975e-10
AMMONIA,GERMANY,3,1,3.076848455622304e-10
AMMONIA,GERMANY,3,2,4.886759508533364e-10
AMMONIA,GERMANY,3,3,8.307490502033305e-10
AMMONIA,GERMANY,3,4,2.373569007097676e-10
AMMONIA,GERMANY,3,5,2.307636684344996e-10
AMMONIA,GERMANY,3,6,5.538327774221573e-10
AMMONIA,GERMANY,3,7,2.186182384530368e-10
AMMONIA,GERMANY,3,8,1.457454941597443e-10
AMMONIA,GERMANY,3,9,3.611953579495904e-10
AMMONIA,GERMANY,3,10,3.195189163730139e-10
AMMONIA,GERMANY,3,11,2.44337989561954e-10
AMMONIA,GERMANY,3,12,1.767551337037274e-10
AMMONIA,GERMANY,4,1,3.076848455497896e-10
AMMONIA,GERMANY,4,2,4.886759508153788e-10
AMMONIA,GERMANY,4,3,8.307490502186829e-10
AMMONIA,GERMANY,4,4,2.373569007357345e-10
