st,n,h,td,val
AMMONIA,GERMANY,1,1,3.883709889214037e-10
AMMONIA,GERMANY,1,2,6.168245375274342e-10
AMMONIA,GERMANY,1,3,1.048601625161012e-09
AMMONIA,GERMANY,1,4,2.996004861393409e-10
AMMONIA,GERMANY,1,5,2.912782671209472e-10
AMMONIA,GERMANY,1,6,6.990678098065937e-10
AMMONIA,GERMANY,1,7,2.759478685275348e-10
AMMONIA,GERMANY,1,8,1.839652463187848e-10
AMMONIA,GERMANY,1,9,4.559138741005365e-10
AMMONIA,GERMANY,1,10,4.033083732446572e-10
AMMONIA,GERMANY,1,11,3.084122841678715e-10
AMMONIA,GERMANY,1,12,2.231067504632127e-10
AMMONIA,GERMANY,2,1,3.883709889017366e-10
AMMONIA,GERMANY,2,2,6.168245374823562e-10
AMMONIA,GERMANY,2,3,1.048601625150424e-09
AMMONIA,GERMANY,2,4,2.996004861645269e-10
AMMONIA,GERMANY,2,5,2.91278267147867e-10
AMMONIA,GERMANY,2,6,6.990678098636096e-10
AMMONIA,GERMANY,2,7,2.759478685266216e-10
AMMONIA,GERMANY,2,8,1.839652463251772e-10
AMMONIA,GERMANY,2,9,4.559138741170007e-10
AMMONIA,GERMANY,2,10,4.033083732324811e-10
AMMONIA,GERMANY,2,11,3.084122841421032e-10
AMMONIA,GERMANY,2,12,2.231067504450942e-10
AMMONIA,GERMANY,3,1,3.883709888821225e-10
AMMONIA,GERMANY,3,2,6.168245374371193e-10
AMMONIA,GERMANY,3,3,1.048601625139836e-09
AMMONIA,GERMANY,3,4,2.996004861896467e-10
AMMONIA,GERMANY,3,5,2.912782671754353e-10
AMMONIA,GERMANY,3,6,6.990678099204667e-10
AMMONIA,GERMANY,3,7,2.759478685256555e-10
AMMONIA,GERMANY,3,8,1.839652463315697e-10
AMMONIA,GERMANY,3,9,4.559138741333591e-10
AMMONIA,GERMANY,3,10,4.033083732204374e-10
AMMONIA,GERMANY,3,11,3.084122841162819e-10
AMMONIA,GERMANY,3,12,2.231067504270021e-10
AMMONIA,GERMANY,4,1,3.883709888626143e-10
AMMONIA,GERMANY,4,2,6.168245373917766e-10
AMMONIA,GERMANY,4,3,1.048601625129195e-09
AMMONIA,GERMANY,4,4,2.996004862147136e-10
AMMONIA,GERMANY,4,5,2.91278267202355e-10
AMMONIA,GERMANY,4,6,6.990678099772708e-10
AMMONIA,GERMANY,4,7,2.759478685246232e-10
AMMONIA,GERMANY,4,8,1.839652463337534e-10
AMMONIA,GERMANY,4,9,4.55913874149638e-10
AMMONIA,GERMANY,4,10,4.03308373208473e-10
AMMONIA,GERMANY,4,11,3.084122840903812e-10
AMMONIA,GERMANY,4,12,2.231067504089497e-10
AMMONIA,GERMANY,5,1,3.883709888432384e-10
AMMONIA,GERMANY,5,2,6.168245373463015e-10
AMMONIA,GERMANY,5,3,1.048601625118501e-09
AMMONIA,GERMANY,5,4,2.996004862397143e-10
AMMONIA,GERMANY,5,5,2.912782672293013e-10
AMMONIA,GERMANY,5,6,6.990678100339162e-10
AMMONIA,GERMANY,5,7,2.759478685235511e-10
