st,n,h,td,val
AMMONIA,GERMANY,1,1,7.428223207695755e-10
AMMONIA,GERMANY,1,2,1.17977667661055e-09
AMMONIA,GERMANY,1,3,2.005620179671354e-09
AMMONIA,GERMANY,1,4,5.730343761053054e-10
AMMONIA,GERMANY,1,5,5.571167861066286e-10
AMMONIA,GERMANY,1,6,1.337080227157355e-09
AMMONIA,GERMANY,1,7,5.277949205684272e-10
AMMONIA,GERMANY,1,8,3.518632812595812e-10
AMMONIA,GERMANY,1,9,8.7200900655568e-10
AMMONIA,GERMANY,1,10,7.713924821862967e-10
AMMONIA,GERMANY,1,11,5.898883673201767e-10
AMMONIA,GERMANY,1,12,4.267277394717373e-10
AMMONIA,GERMANY,2,1,7.42822320732531e-10
AMMONIA,GERMANY,2,2,1.179776676526455e-09
AMMONIA,GERMANY,2,3,2.00562017962048e-09
AMMONIA,GERMANY,2,4,5.73034376158417e-10
AMMONIA,GERMANY,2,5,5.571167861581652e-10
AMMONIA,GERMANY,2,6,1.337080227268158e-09
AMMONIA,GERMANY,2,7,5.277949205674876e-10
AMMONIA,GERMANY,2,8,3.51863281272108e-10
AMMONIA,GERMANY,2,9,8.720090065896937e-10
AMMONIA,GERMANY,2,10,7.713924821639033e-10
AMMONIA,GERMANY,2,11,5.898883672710355e-10
AMMONIA,GERMANY,2,12,4.26727739437631e-10
AMMONIA,GERMANY,3,1,7.428223206952219e-10
AMMONIA,GERMANY,3,2,1.179776676441196e-09
AMMONIA,GERMANY,3,3,2.005620179570452e-09
AMMONIA,GERMANY,3,4,5.730343762050832e-10
AMMONIA,GERMANY,3,5,5.571167862104828e-10
AMMONIA,GERMANY,3,6,1.33708022737401e-09
AMMONIA,GERMANY,3,7,5.277949205659655e-10
AMMONIA,GERMANY,3,8,3.518632812780174e-10
AMMONIA,GERMANY,3,9,8.720090066216427e-10
AMMONIA,GERMANY,3,10,7.713924821412716e-10
AMMONIA,GERMANY,3,11,5.898883672220797e-10
AMMONIA,GERMANY,3,12,4.267277394036174e-10
AMMONIA,GERMANY,4,1,7.428223206576877e-10
AMMONIA,GERMANY,4,2,1.179776676355434e-09
AMMONIA,GERMANY,4,3,2.005620179521641e-09
AMMONIA,GERMANY,4,4,5.730343762515112e-10
AMMONIA,GERMANY,4,5,5.571167862604577e-10
AMMONIA,GERMANY,4,6,1.337080227473034e-09
AMMONIA,GERMANY,4,7,5.277949205639803e-10
AMMONIA,GERMANY,4,8,3.518632812879039e-10
AMMONIA,GERMANY,4,9,8.720090066481919e-10
AMMONIA,GERMANY,4,10,7.71392482118415e-10
AMMONIA,GERMANY,4,11,5.898883671724753e-10
AMMONIA,GERMANY,4,12,4.267277393699081e-10
AMMONIA,GERMANY,5,1,7.428223206202065e-10
AMMONIA,GERMANY,5,2,1.179776676268587e-09
AMMONIA,GERMANY,5,3,2.005620179449749e-09
AMMONIA,GERMANY,5,4,5.730343762968804e-10
AMMONIA,GERMANY,5,5,5.571167863106841e-10
AMMONIA,GERMANY,5,6,1.337080227565175e-09
AMMONIA,GERMANY,5,7,5.27794920561148e-10
AMMONIA,GERMANY,5,8,3.518632813078422e-10
AMMONIA,GERMANY,5,9,8.720090066740793e-10
AMMONIA,GERMANY,5,10,7.713924820955186e-10
AMMONIA,GERMANY,5,11,5.898883671231356e-10
AMMONIA,GERMANY,5,12,4.267277393368606e-10
