p,n,h,td,dual_raw,mult,t_op,price_M€_per_GWh,price_€_per_MWh
AMMONIA,GERMANY,1,1,54364.09350694499,27,1,2013.4849447016663,2013484.9447016662
AMMONIA,GERMANY,1,2,34229.24405949253,17,1,2013.484944676031,2013484.9446760311
AMMONIA,GERMANY,1,3,20134.84945303962,10,1,2013.484945303962,2013484.9453039619
AMMONIA,GERMANY,1,4,70471.9730668776,35,1,2013.4849447679314,2013484.9447679315
AMMONIA,GERMANY,1,5,72485.45801128786,36,1,2013.4849447579961,2013484.9447579961
AMMONIA,GERMANY,1,6,30202.27417148402,15,1,2013.4849447656013,2013484.9447656013
AMMONIA,GERMANY,1,7,76512.42789941099,38,1,2013.484944721342,2013484.9447213418
AMMONIA,GERMANY,1,8,114768.6418496477,57,1,2013.4849447306615,2013484.9447306616
AMMONIA,GERMANY,1,9,46310.15372880141,23,1,2013.484944730496,2013484.944730496
AMMONIA,GERMANY,1,10,52350.60856292328,26,1,2013.4849447278184,2013484.9447278185
AMMONIA,GERMANY,1,11,68458.48811959146,34,1,2013.4849446938665,2013484.9446938664
AMMONIA,GERMANY,1,12,94633.79240004007,47,1,2013.4849446817036,2013484.9446817036
AMMONIA,GERMANY,2,1,54364.09350694458,27,1,2013.484944701651,2013484.944701651
AMMONIA,GERMANY,2,2,34229.24405949227,17,1,2013.4849446760156,2013484.9446760155
AMMONIA,GERMANY,2,3,20134.84945303962,10,1,2013.484945303962,2013484.9453039619
AMMONIA,GERMANY,2,4,70471.97306687706,35,1,2013.4849447679162,2013484.944767916
AMMONIA,GERMANY,2,5,72485.4580112873,36,1,2013.4849447579804,2013484.9447579805
AMMONIA,GERMANY,2,6,30202.27417148379,15,1,2013.484944765586,2013484.9447655862
AMMONIA,GERMANY,2,7,76512.4278994104,38,1,2013.4849447213262,2013484.9447213262
AMMONIA,GERMANY,2,8,114768.6418496469,57,1,2013.4849447306474,2013484.9447306474
AMMONIA,GERMANY,2,9,46310.15372880106,23,1,2013.4849447304807,2013484.9447304807
AMMONIA,GERMANY,2,10,52350.60856292289,26,1,2013.4849447278034,2013484.9447278033
