p,n,h,td,dual_raw
AMMONIA,GERMANY,1,1,54364.09350694499
AMMONIA,GERMANY,1,2,34229.24405949253
AMMONIA,GERMANY,1,3,20134.84945303962
AMMONIA,GERMANY,1,4,70471.9730668776
AMMONIA,GERMANY,1,5,72485.45801128786
AMMONIA,GERMANY,1,6,30202.27417148402
AMMONIA,GERMANY,1,7,76512.42789941099
AMMONIA,GERMANY,1,8,114768.6418496477
AMMONIA,GERMANY,1,9,46310.15372880141
AMMONIA,GERMANY,1,10,52350.60856292328
AMMONIA,GERMANY,1,11,68458.48811959146
AMMONIA,GERMANY,1,12,94633.79240004007
AMMONIA,GERMANY,2,1,54364.09350694458
AMMONIA,GERMANY,2,2,34229.24405949227
AMMONIA,GERMANY,2,3,20134.84945303962
AMMONIA,GERMANY,2,4,70471.97306687706
AMMONIA,GERMANY,2,5,72485.4580112873
AMMONIA,GERMANY,2,6,30202.27417148379
AMMONIA,GERMANY,2,7,76512.4278994104
AMMONIA,GERMANY,2,8,114768.6418496469
AMMONIA,GERMANY,2,9,46310.15372880106
AMMONIA,GERMANY,2,10,52350.60856292289
AMMONIA,GERMANY,2,11,68458.48811959094
AMMONIA,GERMANY,2,12,94633.79240003935
AMMONIA,GERMANY,3,1,54364.09350694416
AMMONIA,GERMANY,3,2,34229.24405949201
AMMONIA,GERMANY,3,3,20134.84945303962
AMMONIA,GERMANY,3,4,70471.97306687654
AMMONIA,GERMANY,3,5,72485.45801128674
AMMONIA,GERMANY,3,6,30202.27417148356
AMMONIA,GERMANY,3,7,76512.42789940983
AMMONIA,GERMANY,3,8,114768.641849646
AMMONIA,GERMANY,3,9,46310.1537288007
AMMONIA,GERMANY,3,10,52350.60856292249
AMMONIA,GERMANY,3,11,68458.48811959042
AMMONIA,GERMANY,3,12,94633.79240003863
AMMONIA,GERMANY,4,1,54364.09350694375
AMMONIA,GERMANY,4,2,34229.24405949175
AMMONIA,GERMANY,4,3,20134.84945303962
AMMONIA,GERMANY,4,4,70471.973066876
AMMONIA,GERMANY,4,5,72485.45801128619
AMMONIA,GERMANY,4,6,30202.27417148333
AMMONIA,GERMANY,4,7,76512.42789940925
AMMONIA,GERMANY,4,8,114768.6418496451
AMMONIA,GERMANY,4,9,46310.15372880035
