st,n,h,td,val
AMMONIA,GERMANY,1,1,2.987677918119419e-09
AMMONIA,GERMANY,1,2,4.74513573711918e-09
AMMONIA,GERMANY,1,3,8.066729984397629e-09
AMMONIA,GERMANY,1,4,2.30478013837959e-09
AMMONIA,GERMANY,1,5,2.240758605046681e-09
AMMONIA,GERMANY,1,6,5.377820390393097e-09
AMMONIA,GERMANY,1,7,2.122824262622025e-09
AMMONIA,GERMANY,1,8,1.415216176282653e-09
AMMONIA,GERMANY,1,9,3.507274892470178e-09
AMMONIA,GERMANY,1,10,3.102588908113597e-09
AMMONIA,GERMANY,1,11,2.372567992466349e-09
AMMONIA,GERMANY,1,12,1.716325715564839e-09
AMMONIA,GERMANY,2,1,2.987677917941311e-09
AMMONIA,GERMANY,2,2,4.74513573674278e-09
AMMONIA,GERMANY,2,3,8.066729984209587e-09
AMMONIA,GERMANY,2,4,2.304780138572243e-09
AMMONIA,GERMANY,2,5,2.240758605268835e-09
AMMONIA,GERMANY,2,6,5.377820390844142e-09
AMMONIA,GERMANY,2,7,2.122824262625684e-09
AMMONIA,GERMANY,2,8,1.415216176341919e-09
AMMONIA,GERMANY,2,9,3.507274892622948e-09
AMMONIA,GERMANY,2,10,3.102588908005051e-09
AMMONIA,GERMANY,2,11,2.37256799225737e-09
AMMONIA,GERMANY,2,12,1.716325715415583e-09
AMMONIA,GERMANY,3,1,2.987677917763957e-09
AMMONIA,GERMANY,3,2,4.745135736365148e-09
AMMONIA,GERMANY,3,3,8.066729984020977e-09
AMMONIA,GERMANY,3,4,2.304780138764407e-09
AMMONIA,GERMANY,3,5,2.240758605500459e-09
AMMONIA,GERMANY,3,6,5.377820391293559e-09
AMMONIA,GERMANY,3,7,2.122824262628808e-09
AMMONIA,GERMANY,3,8,1.41521617640095e-09
AMMONIA,GERMANY,3,9,3.507274892774832e-09
AMMONIA,GERMANY,3,10,3.102588907897174e-09
AMMONIA,GERMANY,3,11,2.372567992047848e-09
AMMONIA,GERMANY,3,12,1.716325715266574e-09
AMMONIA,GERMANY,4,1,2.987677917587317e-09
AMMONIA,GERMANY,4,2,4.74513573598626e-09
AMMONIA,GERMANY,4,3,8.066729983831294e-09
AMMONIA,GERMANY,4,4,2.304780138956102e-09
AMMONIA,GERMANY,4,5,2.240758605722567e-09
AMMONIA,GERMANY,4,6,5.377820391740634e-09
AMMONIA,GERMANY,4,7,2.122824262631607e-09
AMMONIA,GERMANY,4,8,1.41521617643995e-09
AMMONIA,GERMANY,4,9,3.507274892924538e-09
AMMONIA,GERMANY,4,10,3.102588907790428e-09
AMMONIA,GERMANY,4,11,2.372567991837731e-09
AMMONIA,GERMANY,4,12,1.716325715117824e-09
AMMONIA,GERMANY,5,1,2.987677917411472e-09
AMMONIA,GERMANY,5,2,4.745135735605982e-09
AMMONIA,GERMANY,5,3,8.066729983639984e-09
AMMONIA,GERMANY,5,4,2.304780139147319e-09
AMMONIA,GERMANY,5,5,2.240758605944953e-09
AMMONIA,GERMANY,5,6,5.377820392186173e-09
AMMONIA,GERMANY,5,7,2.122824262634009e-09
AMMONIA,GERMANY,5,8,1.41521617651841e-09
AMMONIA,GERMANY,5,9,3.507274893074417e-09
AMMONIA,GERMANY,5,10,3.10258890768435e-09
AMMONIA,GERMANY,5,11,2.372567991627151e-09
AMMONIA,GERMANY,5,12,1.716325714969405e-09
AMMONIA,GERMANY,6,1,2.987677917236348e-09
AMMONIA,GERMANY,6,2,4.745135735224182e-09
AMMONIA,GERMANY,6,3,8.066729983446927e-09
AMMONIA,GERMANY,6,4,2.304780139338034e-09
AMMONIA,GERMANY,6,5,2.240758606167511e-09
AMMONIA,GERMANY,6,6,5.377820392630191e-09
AMMONIA,GERMANY,6,7,2.122824262635974e-09
AMMONIA,GERMANY,6,8,1.415216176576795e-09
AMMONIA,GERMANY,6,9,3.50727489322321e-09
AMMONIA,GERMANY,6,10,3.102588907578987e-09
AMMONIA,GERMANY,6,11,2.372567991416021e-09
AMMONIA,GERMANY,6,12,1.716325714821078e-09
AMMONIA,GERMANY,7,1,2.987677917061932e-09
AMMONIA,GERMANY,7,2,4.745135734839126e-09
AMMONIA,GERMANY,7,3,8.06672998325121e-09
AMMONIA,GERMANY,7,4,2.30478013952812e-09
AMMONIA,GERMANY,7,5,2.240758606390135e-09
AMMONIA,GERMANY,7,6,5.377820393071071e-09
AMMONIA,GERMANY,7,7,2.122824262637457e-09
AMMONIA,GERMANY,7,8,1.415216176622744e-09
AMMONIA,GERMANY,7,9,3.50727489337019e-09
AMMONIA,GERMANY,7,10,3.102588907473757e-09
AMMONIA,GERMANY,7,11,2.372567991204316e-09
AMMONIA,GERMANY,7,12,1.716325714672993e-09
AMMONIA,GERMANY,8,1,2.98767791688823e-09
AMMONIA,GERMANY,8,2,4.745135734452985e-09
AMMONIA,GERMANY,8,3,8.066729983051336e-09
AMMONIA,GERMANY,8,4,2.304780139718001e-09
AMMONIA,GERMANY,8,5,2.240758606613374e-09
AMMONIA,GERMANY,8,6,5.377820390652342e-09
AMMONIA,GERMANY,8,7,2.122824262638621e-09
AMMONIA,GERMANY,8,8,1.415216176604916e-09
AMMONIA,GERMANY,8,9,3.507274893516641e-09
AMMONIA,GERMANY,8,10,3.10258890736971e-09
AMMONIA,GERMANY,8,11,2.372567990992035e-09
AMMONIA,GERMANY,8,12,1.716325714525096e-09
AMMONIA,GERMANY,9,1,2.987677916715264e-09
AMMONIA,GERMANY,9,2,4.745135734063138e-09
AMMONIA,GERMANY,9,3,8.066729982838612e-09
AMMONIA,GERMANY,9,4,2.304780139907081e-09
AMMONIA,GERMANY,9,5,2.240758606836607e-09
AMMONIA,GERMANY,9,6,5.377820390988244e-09
AMMONIA,GERMANY,9,7,2.122824262639693e-09
AMMONIA,GERMANY,9,8,1.415216176663209e-09
AMMONIA,GERMANY,9,9,3.507274893662602e-09
AMMONIA,GERMANY,9,10,3.102588907266339e-09
AMMONIA,GERMANY,9,11,2.372567990778927e-09
AMMONIA,GERMANY,9,12,1.716325714377319e-09
AMMONIA,GERMANY,10,1,2.987677916542112e-09
AMMONIA,GERMANY,10,2,4.74513573366981e-09
AMMONIA,GERMANY,10,3,8.066729982632809e-09
AMMONIA,GERMANY,10,4,2.30478013987359e-09
AMMONIA,GERMANY,10,5,2.240758607045209e-09
AMMONIA,GERMANY,10,6,5.377820391417041e-09
AMMONIA,GERMANY,10,7,2.122824262639905e-09
AMMONIA,GERMANY,10,8,1.415216176721383e-09
AMMONIA,GERMANY,10,9,3.50727489380892e-09
AMMONIA,GERMANY,10,10,3.10258890716406e-09
AMMONIA,GERMANY,10,11,2.372567990565223e-09
AMMONIA,GERMANY,10,12,1.716325714229763e-09
AMMONIA,GERMANY,11,1,2.987677916370435e-09
AMMONIA,GERMANY,11,2,4.745135733277475e-09
AMMONIA,GERMANY,11,3,8.066729982441552e-09
AMMONIA,GERMANY,11,4,2.304780140062366e-09
AMMONIA,GERMANY,11,5,2.240758607258721e-09
AMMONIA,GERMANY,11,6,5.377820391874174e-09
AMMONIA,GERMANY,11,7,2.122824262639799e-09
AMMONIA,GERMANY,11,8,1.415216176779729e-09
AMMONIA,GERMANY,11,9,3.507274893954153e-09
AMMONIA,GERMANY,11,10,3.102588907062813e-09
AMMONIA,GERMANY,11,11,2.372567990351162e-09
AMMONIA,GERMANY,11,12,1.71632571408277e-09
AMMONIA,GERMANY,12,1,2.987677916199599e-09
AMMONIA,GERMANY,12,2,4.745135732887655e-09
AMMONIA,GERMANY,12,3,8.066729982254503e-09
AMMONIA,GERMANY,12,4,2.304780140235353e-09
AMMONIA,GERMANY,12,5,2.240758607447867e-09
AMMONIA,GERMANY,12,6,5.377820392334258e-09
AMMONIA,GERMANY,12,7,2.122824262547823e-09
AMMONIA,GERMANY,12,8,1.415216176837308e-09
AMMONIA,GERMANY,12,9,3.507274894098685e-09
AMMONIA,GERMANY,12,10,3.102588906962202e-09
AMMONIA,GERMANY,12,11,2.372567990137279e-09
AMMONIA,GERMANY,12,12,1.716325713935677e-09
AMMONIA,GERMANY,13,1,2.987677916029538e-09
AMMONIA,GERMANY,13,2,4.745135732498972e-09
AMMONIA,GERMANY,13,3,8.066729982069969e-09
AMMONIA,GERMANY,13,4,2.304780140421383e-09
AMMONIA,GERMANY,13,5,2.240758607672649e-09
AMMONIA,GERMANY,13,6,5.37782039278848e-09
AMMONIA,GERMANY,13,7,2.122824262553091e-09
AMMONIA,GERMANY,13,8,1.415216176891683e-09
AMMONIA,GERMANY,13,9,3.507274894176493e-09
AMMONIA,GERMANY,13,10,3.102588906862159e-09
AMMONIA,GERMANY,13,11,2.372567989922676e-09
AMMONIA,GERMANY,13,12,1.716325713789322e-09
AMMONIA,GERMANY,14,1,2.987677915860859e-09
AMMONIA,GERMANY,14,2,4.745135732109695e-09
